"year","fips_county","state_code","county_name","rating_area","issuer_name","issuer_id","humana","anthem","aetna","cigna","centene","highmark","molina","wellmark","uhc_va","plans"
2014,"01087","AL","Macon County",13,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01089","AL","Madison County",9,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01089","AL","Madison County",9,"Humana Insurance Company",44580,1,0,0,0,0,0,0,0,0,5
2014,"01091","AL","Marengo County",13,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01093","AL","Marion County",13,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01095","AL","Marshall County",13,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01097","AL","Mobile County",10,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01099","AL","Monroe County",13,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01101","AL","Montgomery County",11,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01103","AL","Morgan County",5,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01105","AL","Perry County",13,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01107","AL","Pickens County",13,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01109","AL","Pike County",13,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01111","AL","Randolph County",13,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01113","AL","Russell County",4,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01115","AL","St. Clair County",3,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01117","AL","Shelby County",3,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01117","AL","Shelby County",3,"Humana Insurance Company",44580,1,0,0,0,0,0,0,0,0,5
2014,"01119","AL","Sumter County",13,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01121","AL","Talladega County",13,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01123","AL","Tallapoosa County",13,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01125","AL","Tuscaloosa County",12,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01127","AL","Walker County",3,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01129","AL","Washington County",13,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01131","AL","Wilcox County",13,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"01133","AL","Winston County",13,"Blue Cross and Blue Shield of Alabama",46944,0,0,0,0,0,0,0,0,0,7
2014,"02013","AK","Aleutians East Borough",2,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02013","AK","Aleutians East Borough",2,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02016","AK","Aleutians West Census Area",2,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02016","AK","Aleutians West Census Area",2,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02020","AK","Anchorage Municipality",1,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02020","AK","Anchorage Municipality",1,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02050","AK","Bethel Census Area",1,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02050","AK","Bethel Census Area",1,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02060","AK","Bristol Bay Borough",2,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02060","AK","Bristol Bay Borough",2,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02068","AK","Denali Borough",2,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02068","AK","Denali Borough",2,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02070","AK","Dillingham Census Area",1,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02070","AK","Dillingham Census Area",1,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02090","AK","Fairbanks North Star Borough",2,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02090","AK","Fairbanks North Star Borough",2,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02100","AK","Haines Borough",3,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02100","AK","Haines Borough",3,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02105","AK","Hoonah-Angoon Census Area",3,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02105","AK","Hoonah-Angoon Census Area",3,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02110","AK","Juneau City and Borough",3,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02110","AK","Juneau City and Borough",3,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02122","AK","Kenai Peninsula Borough",2,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02122","AK","Kenai Peninsula Borough",2,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02130","AK","Ketchikan Gateway Borough",3,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02130","AK","Ketchikan Gateway Borough",3,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02150","AK","Kodiak Island Borough",2,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02150","AK","Kodiak Island Borough",2,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02164","AK","Lake and Peninsula Borough",2,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02164","AK","Lake and Peninsula Borough",2,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02170","AK","Matanuska-Susitna Borough",2,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02170","AK","Matanuska-Susitna Borough",2,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02180","AK","Nome Census Area",2,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02180","AK","Nome Census Area",2,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02185","AK","North Slope Borough",2,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02185","AK","North Slope Borough",2,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02188","AK","Northwest Arctic Borough",2,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02188","AK","Northwest Arctic Borough",2,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02195","AK","Petersburg Census Area",3,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02195","AK","Petersburg Census Area",3,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02198","AK","Prince of Wales-Hyder Census Area",3,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02198","AK","Prince of Wales-Hyder Census Area",3,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02220","AK","Sitka City and Borough",3,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02220","AK","Sitka City and Borough",3,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02230","AK","Skagway Municipality",3,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02230","AK","Skagway Municipality",3,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02240","AK","Southeast Fairbanks Census Area",2,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02240","AK","Southeast Fairbanks Census Area",2,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02261","AK","Valdez-Cordova Census Area",1,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02261","AK","Valdez-Cordova Census Area",1,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02270","AK","Wade Hampton Census Area",2,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02270","AK","Wade Hampton Census Area",2,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02275","AK","Wrangell City and Borough",3,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02275","AK","Wrangell City and Borough",3,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02282","AK","Yakutat City and Borough",2,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02282","AK","Yakutat City and Borough",2,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"02290","AK","Yukon-Koyukuk Census Area",2,"Moda Health Plan, Inc.",73836,0,0,0,0,0,0,0,0,0,12
2014,"02290","AK","Yukon-Koyukuk Census Area",2,"Premera Blue Cross Blue Shield of Alaska",38344,0,0,0,0,0,0,0,0,0,24
2014,"04001","AZ","Apache County",1,"Aetna",84251,0,0,1,0,0,0,0,0,0,7
2014,"04001","AZ","Apache County",1,"Blue Cross Blue Shield of Arizona, Inc.",53901,0,0,0,0,0,0,0,0,0,33
2014,"04001","AZ","Apache County",1,"Cigna Healthcare",86830,0,0,0,1,0,0,0,0,0,9
2014,"04001","AZ","Apache County",1,"Health Choice Insurance Co.",70239,0,0,0,0,0,0,0,0,0,4
2014,"04001","AZ","Apache County",1,"Health Net Life Insurance Company",51485,0,0,0,0,1,0,0,0,0,16
2014,"04001","AZ","Apache County",1,"MERITUS MUTUAL HEALTH PARTNERS",92045,0,0,0,0,0,0,0,0,0,9
2014,"04003","AZ","Cochise County",7,"Aetna",84251,0,0,1,0,0,0,0,0,0,7
2014,"04003","AZ","Cochise County",7,"Blue Cross Blue Shield of Arizona, Inc.",53901,0,0,0,0,0,0,0,0,0,33
2014,"04003","AZ","Cochise County",7,"Cigna Healthcare",86830,0,0,0,1,0,0,0,0,0,9
2014,"04003","AZ","Cochise County",7,"Health Net Life Insurance Company",51485,0,0,0,0,1,0,0,0,0,16
2014,"04003","AZ","Cochise County",7,"MERITUS MUTUAL HEALTH PARTNERS",92045,0,0,0,0,0,0,0,0,0,9
2014,"04003","AZ","Cochise County",7,"University of Arizona Health Plans - University Healthcare Marketplace",88925,0,0,0,0,0,0,0,0,0,5
2014,"04005","AZ","Coconino County",1,"Aetna",84251,0,0,1,0,0,0,0,0,0,7
2014,"04005","AZ","Coconino County",1,"Blue Cross Blue Shield of Arizona, Inc.",53901,0,0,0,0,0,0,0,0,0,33
2014,"04005","AZ","Coconino County",1,"Cigna Healthcare",86830,0,0,0,1,0,0,0,0,0,9
2014,"04005","AZ","Coconino County",1,"Health Choice Insurance Co.",70239,0,0,0,0,0,0,0,0,0,4
2014,"04005","AZ","Coconino County",1,"Health Net Life Insurance Company",51485,0,0,0,0,1,0,0,0,0,16
2014,"04005","AZ","Coconino County",1,"MERITUS MUTUAL HEALTH PARTNERS",92045,0,0,0,0,0,0,0,0,0,9
2014,"04007","AZ","Gila County",5,"Aetna",84251,0,0,1,0,0,0,0,0,0,7
2014,"04007","AZ","Gila County",5,"Blue Cross Blue Shield of Arizona, Inc.",53901,0,0,0,0,0,0,0,0,0,33
2014,"04007","AZ","Gila County",5,"Cigna Healthcare",86830,0,0,0,1,0,0,0,0,0,9
2014,"04007","AZ","Gila County",5,"Health Choice Insurance Co.",70239,0,0,0,0,0,0,0,0,0,4
2014,"04007","AZ","Gila County",5,"Health Net Life Insurance Company",51485,0,0,0,0,1,0,0,0,0,16
2014,"04007","AZ","Gila County",5,"MERITUS MUTUAL HEALTH PARTNERS",92045,0,0,0,0,0,0,0,0,0,9
2014,"04009","AZ","Graham County",7,"Aetna",84251,0,0,1,0,0,0,0,0,0,7
2014,"04009","AZ","Graham County",7,"Blue Cross Blue Shield of Arizona, Inc.",53901,0,0,0,0,0,0,0,0,0,33
2014,"04009","AZ","Graham County",7,"Cigna Healthcare",86830,0,0,0,1,0,0,0,0,0,9
2014,"04009","AZ","Graham County",7,"Health Net Life Insurance Company",51485,0,0,0,0,1,0,0,0,0,16
2014,"04009","AZ","Graham County",7,"MERITUS MUTUAL HEALTH PARTNERS",92045,0,0,0,0,0,0,0,0,0,9
2014,"04009","AZ","Graham County",7,"University of Arizona Health Plans - University Healthcare Marketplace",88925,0,0,0,0,0,0,0,0,0,5
2014,"04011","AZ","Greenlee County",7,"Aetna",84251,0,0,1,0,0,0,0,0,0,7
2014,"04011","AZ","Greenlee County",7,"Blue Cross Blue Shield of Arizona, Inc.",53901,0,0,0,0,0,0,0,0,0,33
2014,"04011","AZ","Greenlee County",7,"Cigna Healthcare",86830,0,0,0,1,0,0,0,0,0,9
2014,"04011","AZ","Greenlee County",7,"Health Net Life Insurance Company",51485,0,0,0,0,1,0,0,0,0,16
2014,"04011","AZ","Greenlee County",7,"MERITUS MUTUAL HEALTH PARTNERS",92045,0,0,0,0,0,0,0,0,0,9
2014,"04011","AZ","Greenlee County",7,"University of Arizona Health Plans - University Healthcare Marketplace",88925,0,0,0,0,0,0,0,0,0,5
2014,"04012","AZ","La Paz County",3,"Aetna",84251,0,0,1,0,0,0,0,0,0,7
2014,"04012","AZ","La Paz County",3,"Blue Cross Blue Shield of Arizona, Inc.",53901,0,0,0,0,0,0,0,0,0,33
2014,"04012","AZ","La Paz County",3,"Cigna Healthcare",86830,0,0,0,1,0,0,0,0,0,9
2014,"04012","AZ","La Paz County",3,"Health Net Life Insurance Company",51485,0,0,0,0,1,0,0,0,0,16
2014,"04012","AZ","La Paz County",3,"MERITUS MUTUAL HEALTH PARTNERS",92045,0,0,0,0,0,0,0,0,0,9
2014,"04012","AZ","La Paz County",3,"University of Arizona Health Plans - University Healthcare Marketplace",88925,0,0,0,0,0,0,0,0,0,5
2014,"04013","AZ","Maricopa County",4,"Aetna",84251,0,0,1,0,0,0,0,0,0,7
2014,"04013","AZ","Maricopa County",4,"Blue Cross Blue Shield of Arizona, Inc.",53901,0,0,0,0,0,0,0,0,0,33
2014,"04013","AZ","Maricopa County",4,"Cigna Healthcare",86830,0,0,0,1,0,0,0,0,0,9
2014,"04013","AZ","Maricopa County",4,"Health Choice Insurance Co.",70239,0,0,0,0,0,0,0,0,0,4
2014,"04013","AZ","Maricopa County",4,"Health Net Life Insurance Company",51485,0,0,0,0,1,0,0,0,0,16
2014,"04013","AZ","Maricopa County",4,"Health Net of Arizona, Inc.",91450,0,0,0,0,1,0,0,0,0,24
2014,"04013","AZ","Maricopa County",4,"Humana Health Plan, Inc.",23307,1,0,0,0,0,0,0,0,0,5
2014,"04013","AZ","Maricopa County",4,"Meritus Health Partners",60761,0,0,0,0,0,0,0,0,0,7
2014,"04013","AZ","Maricopa County",4,"MERITUS MUTUAL HEALTH PARTNERS",92045,0,0,0,0,0,0,0,0,0,9
2014,"04013","AZ","Maricopa County",4,"University of Arizona Health Plans - University Healthcare Marketplace",88925,0,0,0,0,0,0,0,0,0,5
2014,"04015","AZ","Mohave County",1,"Aetna",84251,0,0,1,0,0,0,0,0,0,7
2014,"04015","AZ","Mohave County",1,"Blue Cross Blue Shield of Arizona, Inc.",53901,0,0,0,0,0,0,0,0,0,33
2014,"04015","AZ","Mohave County",1,"Cigna Healthcare",86830,0,0,0,1,0,0,0,0,0,9
2014,"04015","AZ","Mohave County",1,"Health Choice Insurance Co.",70239,0,0,0,0,0,0,0,0,0,4
2014,"04015","AZ","Mohave County",1,"Health Net Life Insurance Company",51485,0,0,0,0,1,0,0,0,0,16
2014,"04015","AZ","Mohave County",1,"MERITUS MUTUAL HEALTH PARTNERS",92045,0,0,0,0,0,0,0,0,0,9
2014,"04017","AZ","Navajo County",1,"Aetna",84251,0,0,1,0,0,0,0,0,0,7
2014,"04017","AZ","Navajo County",1,"Blue Cross Blue Shield of Arizona, Inc.",53901,0,0,0,0,0,0,0,0,0,33
2014,"04017","AZ","Navajo County",1,"Cigna Healthcare",86830,0,0,0,1,0,0,0,0,0,9
2014,"04017","AZ","Navajo County",1,"Health Choice Insurance Co.",70239,0,0,0,0,0,0,0,0,0,4
2014,"04017","AZ","Navajo County",1,"Health Net Life Insurance Company",51485,0,0,0,0,1,0,0,0,0,16
2014,"04017","AZ","Navajo County",1,"MERITUS MUTUAL HEALTH PARTNERS",92045,0,0,0,0,0,0,0,0,0,9
2014,"04019","AZ","Pima County",6,"Aetna",84251,0,0,1,0,0,0,0,0,0,7
2014,"04019","AZ","Pima County",6,"Blue Cross Blue Shield of Arizona, Inc.",53901,0,0,0,0,0,0,0,0,0,33
2014,"04019","AZ","Pima County",6,"Cigna Healthcare",86830,0,0,0,1,0,0,0,0,0,9
2014,"04019","AZ","Pima County",6,"Health Choice Insurance Co.",70239,0,0,0,0,0,0,0,0,0,4
2014,"04019","AZ","Pima County",6,"Health Net Life Insurance Company",51485,0,0,0,0,1,0,0,0,0,16
2014,"04019","AZ","Pima County",6,"Health Net of Arizona, Inc.",91450,0,0,0,0,1,0,0,0,0,24
2014,"04019","AZ","Pima County",6,"Humana Health Plan, Inc.",23307,1,0,0,0,0,0,0,0,0,5
2014,"04019","AZ","Pima County",6,"Meritus Health Partners",60761,0,0,0,0,0,0,0,0,0,6
2014,"04019","AZ","Pima County",6,"MERITUS MUTUAL HEALTH PARTNERS",92045,0,0,0,0,0,0,0,0,0,9
2014,"04019","AZ","Pima County",6,"University of Arizona Health Plans - University Healthcare Marketplace",88925,0,0,0,0,0,0,0,0,0,6
2014,"04021","AZ","Pinal County",5,"Aetna",84251,0,0,1,0,0,0,0,0,0,7
2014,"04021","AZ","Pinal County",5,"Blue Cross Blue Shield of Arizona, Inc.",53901,0,0,0,0,0,0,0,0,0,33
2014,"04021","AZ","Pinal County",5,"Cigna Healthcare",86830,0,0,0,1,0,0,0,0,0,9
2014,"04021","AZ","Pinal County",5,"Health Choice Insurance Co.",70239,0,0,0,0,0,0,0,0,0,4
2014,"04021","AZ","Pinal County",5,"Health Net Life Insurance Company",51485,0,0,0,0,1,0,0,0,0,16
2014,"04021","AZ","Pinal County",5,"Health Net of Arizona, Inc.",91450,0,0,0,0,1,0,0,0,0,24
2014,"04021","AZ","Pinal County",5,"MERITUS MUTUAL HEALTH PARTNERS",92045,0,0,0,0,0,0,0,0,0,9
2014,"04021","AZ","Pinal County",5,"University of Arizona Health Plans - University Healthcare Marketplace",88925,0,0,0,0,0,0,0,0,0,5
2014,"04023","AZ","Santa Cruz County",6,"Aetna",84251,0,0,1,0,0,0,0,0,0,7
2014,"04023","AZ","Santa Cruz County",6,"Blue Cross Blue Shield of Arizona, Inc.",53901,0,0,0,0,0,0,0,0,0,33
2014,"04023","AZ","Santa Cruz County",6,"Cigna Healthcare",86830,0,0,0,1,0,0,0,0,0,9
2014,"04023","AZ","Santa Cruz County",6,"Health Net Life Insurance Company",51485,0,0,0,0,1,0,0,0,0,16
2014,"04023","AZ","Santa Cruz County",6,"Meritus Health Partners",60761,0,0,0,0,0,0,0,0,0,5
2014,"04023","AZ","Santa Cruz County",6,"MERITUS MUTUAL HEALTH PARTNERS",92045,0,0,0,0,0,0,0,0,0,9
2014,"04023","AZ","Santa Cruz County",6,"University of Arizona Health Plans - University Healthcare Marketplace",88925,0,0,0,0,0,0,0,0,0,5
2014,"04025","AZ","Yavapai County",2,"Aetna",84251,0,0,1,0,0,0,0,0,0,7
2014,"04025","AZ","Yavapai County",2,"Blue Cross Blue Shield of Arizona, Inc.",53901,0,0,0,0,0,0,0,0,0,33
2014,"04025","AZ","Yavapai County",2,"Cigna Healthcare",86830,0,0,0,1,0,0,0,0,0,9
2014,"04025","AZ","Yavapai County",2,"Health Net Life Insurance Company",51485,0,0,0,0,1,0,0,0,0,16
2014,"04025","AZ","Yavapai County",2,"MERITUS MUTUAL HEALTH PARTNERS",92045,0,0,0,0,0,0,0,0,0,9
2014,"04025","AZ","Yavapai County",2,"University of Arizona Health Plans - University Healthcare Marketplace",88925,0,0,0,0,0,0,0,0,0,5
2014,"04027","AZ","Yuma County",3,"Aetna",84251,0,0,1,0,0,0,0,0,0,7
2014,"04027","AZ","Yuma County",3,"Blue Cross Blue Shield of Arizona, Inc.",53901,0,0,0,0,0,0,0,0,0,33
2014,"04027","AZ","Yuma County",3,"Cigna Healthcare",86830,0,0,0,1,0,0,0,0,0,9
2014,"04027","AZ","Yuma County",3,"Health Net Life Insurance Company",51485,0,0,0,0,1,0,0,0,0,16
