"year","fips_county","county_name","state_code","issuer_id","issuer_name","plans"
2015,"27073","Lac Qui Parle County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27073","Lac Qui Parle County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27073","Lac Qui Parle County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27073","Lac Qui Parle County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27075","Lake County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27075","Lake County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27075","Lake County","MN",85736,"UCare Minnesota",4
2015,"27077","Lake of the Woods County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27077","Lake of the Woods County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27077","Lake of the Woods County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27079","Le Sueur County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27079","Le Sueur County","MN",65847,"Medica Health Plans of Wisconsin",16
2015,"27081","Lincoln County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27081","Lincoln County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27081","Lincoln County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27081","Lincoln County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27083","Lyon County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27083","Lyon County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27083","Lyon County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27083","Lyon County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27085","McLeod County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27085","McLeod County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27085","McLeod County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27085","McLeod County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27087","Mahnomen County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27087","Mahnomen County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27087","Mahnomen County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27087","Mahnomen County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27089","Marshall County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27089","Marshall County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27089","Marshall County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27089","Marshall County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27091","Martin County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27091","Martin County","MN",65847,"Medica Health Plans of Wisconsin",16
2015,"27093","Meeker County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27093","Meeker County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27093","Meeker County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27095","Mille Lacs County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27095","Mille Lacs County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27095","Mille Lacs County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27095","Mille Lacs County","MN",85736,"UCare Minnesota",4
2015,"27097","Morrison County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27097","Morrison County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27097","Morrison County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27097","Morrison County","MN",85736,"UCare Minnesota",4
2015,"27099","Mower County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27099","Mower County","MN",65847,"Medica Health Plans of Wisconsin",16
2015,"27101","Murray County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27101","Murray County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27101","Murray County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27101","Murray County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27103","Nicollet County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27103","Nicollet County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27103","Nicollet County","MN",65847,"Medica Health Plans of Wisconsin",16
2015,"27105","Nobles County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27105","Nobles County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27105","Nobles County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27105","Nobles County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27107","Norman County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27107","Norman County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27107","Norman County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27107","Norman County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27109","Olmsted County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27109","Olmsted County","MN",65847,"Medica Health Plans of Wisconsin",16
2015,"27111","Otter Tail County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27111","Otter Tail County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27111","Otter Tail County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27111","Otter Tail County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27113","Pennington County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27113","Pennington County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27113","Pennington County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27113","Pennington County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27115","Pine County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27115","Pine County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27115","Pine County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27115","Pine County","MN",85736,"UCare Minnesota",4
2015,"27117","Pipestone County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27117","Pipestone County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27117","Pipestone County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27117","Pipestone County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27119","Polk County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27119","Polk County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27119","Polk County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27119","Polk County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27121","Pope County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27121","Pope County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27121","Pope County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27121","Pope County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27123","Ramsey County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27123","Ramsey County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27123","Ramsey County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27123","Ramsey County","MN",65847,"Medica Health Plans of Wisconsin",32
2015,"27123","Ramsey County","MN",85736,"UCare Minnesota",6
2015,"27125","Red Lake County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27125","Red Lake County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27125","Red Lake County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27125","Red Lake County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27127","Redwood County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27127","Redwood County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27127","Redwood County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27127","Redwood County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27129","Renville County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27129","Renville County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27129","Renville County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27129","Renville County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27131","Rice County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27131","Rice County","MN",65847,"Medica Health Plans of Wisconsin",16
2015,"27133","Rock County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27133","Rock County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27133","Rock County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27133","Rock County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27135","Roseau County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27135","Roseau County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27135","Roseau County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27137","St. Louis County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27137","St. Louis County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27137","St. Louis County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27137","St. Louis County","MN",85736,"UCare Minnesota",4
2015,"27139","Scott County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27139","Scott County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27139","Scott County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27139","Scott County","MN",65847,"Medica Health Plans of Wisconsin",16
2015,"27139","Scott County","MN",85736,"UCare Minnesota",6
2015,"27141","Sherburne County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27141","Sherburne County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27141","Sherburne County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27141","Sherburne County","MN",65847,"Medica Health Plans of Wisconsin",24
2015,"27141","Sherburne County","MN",85736,"UCare Minnesota",6
2015,"27143","Sibley County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27143","Sibley County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27143","Sibley County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27145","Stearns County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27145","Stearns County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27145","Stearns County","MN",65847,"Medica Health Plans of Wisconsin",16
2015,"27145","Stearns County","MN",85736,"UCare Minnesota",4
2015,"27147","Steele County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27147","Steele County","MN",65847,"Medica Health Plans of Wisconsin",16
2015,"27149","Stevens County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27149","Stevens County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27149","Stevens County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27149","Stevens County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27151","Swift County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27151","Swift County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27151","Swift County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27151","Swift County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27153","Todd County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27153","Todd County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27153","Todd County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27155","Traverse County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27155","Traverse County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27155","Traverse County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27155","Traverse County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27157","Wabasha County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27157","Wabasha County","MN",65847,"Medica Health Plans of Wisconsin",16
2015,"27159","Wadena County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27159","Wadena County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27159","Wadena County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27159","Wadena County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27161","Waseca County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27161","Waseca County","MN",65847,"Medica Health Plans of Wisconsin",16
2015,"27163","Washington County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27163","Washington County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27163","Washington County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27163","Washington County","MN",65847,"Medica Health Plans of Wisconsin",24
2015,"27163","Washington County","MN",85736,"UCare Minnesota",6
2015,"27165","Watonwan County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27165","Watonwan County","MN",65847,"Medica Health Plans of Wisconsin",16
2015,"27167","Wilkin County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27167","Wilkin County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27167","Wilkin County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27167","Wilkin County","MN",65847,"Medica Health Plans of Wisconsin",8
2015,"27169","Winona County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27169","Winona County","MN",65847,"Medica Health Plans of Wisconsin",16
2015,"27171","Wright County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27171","Wright County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27171","Wright County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27171","Wright County","MN",65847,"Medica Health Plans of Wisconsin",24
2015,"27171","Wright County","MN",85736,"UCare Minnesota",4
2015,"27173","Yellow Medicine County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2015,"27173","Yellow Medicine County","MN",49316,"Blue Cross Blue Shield of Minnesota",18
2015,"27173","Yellow Medicine County","MN",57129,"HMO Minnesota dba Blue Plus",4
2015,"27173","Yellow Medicine County","MN",65847,"Medica Health Plans of Wisconsin",8
2016,"27001","Aitkin County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27001","Aitkin County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27001","Aitkin County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27001","Aitkin County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27001","Aitkin County","MN",85736,"UCare Minnesota",4
2016,"27003","Anoka County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27003","Anoka County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27003","Anoka County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27003","Anoka County","MN",65847,"Medica Health Plans of Wisconsin",30
2016,"27003","Anoka County","MN",85736,"UCare Minnesota",6
2016,"27005","Becker County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27005","Becker County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27005","Becker County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27005","Becker County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27007","Beltrami County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27007","Beltrami County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27007","Beltrami County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27007","Beltrami County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27009","Benton County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27009","Benton County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27009","Benton County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27009","Benton County","MN",85736,"UCare Minnesota",4
2016,"27011","Big Stone County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27011","Big Stone County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27011","Big Stone County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27011","Big Stone County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27013","Blue Earth County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27013","Blue Earth County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27013","Blue Earth County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27015","Brown County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27015","Brown County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27015","Brown County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27015","Brown County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27017","Carlton County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27017","Carlton County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27017","Carlton County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27017","Carlton County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27017","Carlton County","MN",85736,"UCare Minnesota",4
2016,"27019","Carver County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27019","Carver County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27019","Carver County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27019","Carver County","MN",65847,"Medica Health Plans of Wisconsin",20
