County FIPS Code,State Name,County Name,No CSR,Yes CSR,Total Plan Selections
31129,NE,Nuckolls County,138,244,382
31131,NE,Otoe County,410,403,813
31133,NE,Pawnee County,77,74,151
31135,NE,Perkins County,190,178,368
31137,NE,Phelps County,291,326,617
31139,NE,Pierce County,209,221,430
31141,NE,Platte County,741,746,1487
31143,NE,Polk County,106,164,270
31145,NE,Red Willow County,355,362,717
31147,NE,Richardson County,181,225,406
31149,NE,Rock County,56,78,134
31151,NE,Saline County,230,225,455
31153,NE,Sarpy County,2941,2699,5640
31155,NE,Saunders County,637,641,1278
31157,NE,Scotts Bluff County,942,1311,2253
31159,NE,Seward County,347,361,708
31161,NE,Sheridan County,237,248,485
31163,NE,Sherman County,124,143,267
31165,NE,Sioux County,55,52,107
31167,NE,Stanton County,200,202,402
31169,NE,Thayer County,145,210,355
31171,NE,Thomas County,77,57,134
31173,NE,Thurston County,61,80,141
31175,NE,Valley County,228,263,491
31177,NE,Washington County,475,414,889
31179,NE,Wayne County,178,216,394
31181,NE,Webster County,88,156,244
31183,NE,Wheeler County,31,84,115
31185,NE,York County,339,353,692
33001,NH,Belknap County,1912,947,2859
33003,NH,Carroll County,2404,1500,3904
33005,NH,Cheshire County,2135,1201,3336
33007,NH,Coos County,908,636,1544
33009,NH,Grafton County,2718,1302,4020
33011,NH,Hillsborough County,9766,5313,15079
33013,NH,Merrimack County,3608,1679,5287
33015,NH,Rockingham County,8823,4369,13192
33017,NH,Strafford County,2918,1630,4548
33019,NH,Sullivan County,911,503,1414
34001,NJ,Atlantic County,4484,5577,10061
34003,NJ,Bergen County,18622,18225,36847
34005,NJ,Burlington County,6810,5981,12791
34007,NJ,Camden County,7714,8244,15958
34009,NJ,Cape May County,2288,1973,4261
34011,NJ,Cumberland County,1420,1739,3159
34013,NJ,Essex County,10857,11704,22561
34015,NJ,Gloucester County,4382,4104,8486
34017,NJ,Hudson County,9992,12045,22037
34019,NJ,Hunterdon County,2724,1873,4597
34021,NJ,Mercer County,5174,4380,9554
34023,NJ,Middlesex County,13923,14042,27965
34025,NJ,Monmouth County,11843,9826,21669
34027,NJ,Morris County,8846,6945,15791
34029,NJ,Ocean County,8930,9727,18657
34031,NJ,Passaic County,7385,9474,16859
34033,NJ,Salem County,733,797,1530
34035,NJ,Somerset County,5933,4612,10545
34037,NJ,Sussex County,2621,2469,5090
34039,NJ,Union County,7678,9089,16767
34041,NJ,Warren County,1711,1675,3386
35001,NM,Bernalillo County,10464,7808,18272
35003,NM,Catron County,64,65,129
35005,NM,Chaves County,826,849,1675
35006,NM,Cibola County,147,149,296
35007,NM,Colfax County,241,204,445
35009,NM,Curry County,639,472,1111
35011,NM,De Baca County,.,.,62
35013,NM,Dona Ana County,3223,3243,6466
35015,NM,Eddy County,875,523,1398
35017,NM,Grant County,408,303,711
35019,NM,Guadalupe County,92,50,142
35021,NM,Harding County,.,.,18
35023,NM,Hidalgo County,46,51,97
35025,NM,Lea County,916,605,1521
35027,NM,Lincoln County,477,412,889
35028,NM,Los Alamos County,214,97,311
35029,NM,Luna County,249,300,549
35031,NM,McKinley County,298,294,592
35033,NM,Mora County,86,65,151
35035,NM,Otero County,718,619,1337
35037,NM,Quay County,147,100,247
35039,NM,Rio Arriba County,409,410,819
35041,NM,Roosevelt County,230,198,428
35043,NM,Sandoval County,1927,1487,3414
35045,NM,San Juan County,862,814,1676
35047,NM,San Miguel County,367,234,601
35049,NM,Santa Fe County,4549,2619,7168
35051,NM,Sierra County,122,140,262
35053,NM,Socorro County,185,164,349
35055,NM,Taos County,1019,763,1782
35057,NM,Torrance County,204,187,391
35059,NM,Union County,66,37,103
35061,NM,Valencia County,739,712,1451
32001,NV,Churchill County,300,443,743
32003,NV,Clark County,24503,37141,61644
32005,NV,Douglas County,1234,1222,2456
32007,NV,Elko County,487,488,975
32009,NV,Esmeralda County,.,.,17
32011,NV,Eureka County,.,.,50
32013,NV,Humboldt County,201,264,465
32015,NV,Lander County,71,90,161
32017,NV,Lincoln County,53,41,94
32019,NV,Lyon County,761,796,1557
32021,NV,Mineral County,37,50,87
32023,NV,Nye County,493,537,1030
32027,NV,Pershing County,56,63,119
32029,NV,Storey County,107,97,204
32031,NV,Washoe County,8152,8452,16604
32033,NV,White Pine County,83,107,190
32510,NV,Carson City,793,953,1746
39001,OH,Adams County,310,251,561
39003,OH,Allen County,845,585,1430
39005,OH,Ashland County,653,456,1109
39007,OH,Ashtabula County,1253,1003,2256
39009,OH,Athens County,574,552,1126
39011,OH,Auglaize County,548,323,871
39013,OH,Belmont County,747,541,1288
39015,OH,Brown County,438,420,858
39017,OH,Butler County,4285,3470,7755
39019,OH,Carroll County,275,268,543
39021,OH,Champaign County,405,306,711
39023,OH,Clark County,1236,1046,2282
39025,OH,Clermont County,3124,2301,5425
39027,OH,Clinton County,515,366,881
39029,OH,Columbiana County,1267,1177,2444
39031,OH,Coshocton County,490,366,856
39033,OH,Crawford County,507,347,854
39035,OH,Cuyahoga County,15310,11629,26939
39037,OH,Darke County,666,476,1142
39039,OH,Defiance County,385,216,601
39041,OH,Delaware County,2704,1601,4305
39043,OH,Erie County,936,719,1655
39045,OH,Fairfield County,1738,1247,2985
39047,OH,Fayette County,269,217,486
39049,OH,Franklin County,15131,11160,26291
39051,OH,Fulton County,540,374,914
39053,OH,Gallia County,218,211,429
39055,OH,Geauga County,1797,1153,2950
39057,OH,Greene County,1784,1279,3063
39059,OH,Guernsey County,401,345,746
39061,OH,Hamilton County,10745,7831,18576
39063,OH,Hancock County,830,477,1307
39065,OH,Hardin County,209,221,430
39067,OH,Harrison County,145,171,316
39069,OH,Henry County,374,231,605
39071,OH,Highland County,448,358,806
39073,OH,Hocking County,359,293,652
39075,OH,Holmes County,371,269,640
39077,OH,Huron County,578,489,1067
39079,OH,Jackson County,296,197,493
39081,OH,Jefferson County,776,617,1393
39083,OH,Knox County,720,556,1276
39085,OH,Lake County,3446,2571,6017
39087,OH,Lawrence County,534,412,946
39089,OH,Licking County,1815,1309,3124
39091,OH,Logan County,431,329,760
39093,OH,Lorain County,3605,2714,6319
39095,OH,Lucas County,4223,3627,7850
39097,OH,Madison County,397,294,691
39099,OH,Mahoning County,2899,2430,5329
39101,OH,Marion County,431,301,732
39103,OH,Medina County,2707,1873,4580
39105,OH,Meigs County,214,158,372
39107,OH,Mercer County,565,346,911
39109,OH,Miami County,1377,1070,2447
39111,OH,Monroe County,195,113,308
39113,OH,Montgomery County,6017,5220,11237
39115,OH,Morgan County,142,142,284
39117,OH,Morrow County,352,298,650
39119,OH,Muskingum County,1037,747,1784
39121,OH,Noble County,163,114,277
39123,OH,Ottawa County,633,447,1080
39125,OH,Paulding County,216,164,380
39127,OH,Perry County,353,302,655
39129,OH,Pickaway County,511,385,896
39131,OH,Pike County,249,180,429
39133,OH,Portage County,1987,1515,3502
39135,OH,Preble County,483,377,860
39137,OH,Putnam County,380,209,589
39139,OH,Richland County,1289,1019,2308
39141,OH,Ross County,753,559,1312
39143,OH,Sandusky County,592,437,1029
39145,OH,Scioto County,562,756,1318
39147,OH,Seneca County,613,466,1079
39149,OH,Shelby County,447,384,831
39151,OH,Stark County,4062,3981,8043
39153,OH,Summit County,7112,5530,12642
39155,OH,Trumbull County,2621,2332,4953
39157,OH,Tuscarawas County,799,1043,1842
39159,OH,Union County,504,345,849
39161,OH,Van Wert County,333,215,548
39163,OH,Vinton County,115,69,184
39165,OH,Warren County,3256,2123,5379
39167,OH,Washington County,939,473,1412
39169,OH,Wayne County,1122,984,2106
39171,OH,Williams County,361,302,663
39173,OH,Wood County,1366,1030,2396
39175,OH,Wyandot County,259,235,494
40001,OK,Adair County,173,410,583
40003,OK,Alfalfa County,100,125,225
40005,OK,Atoka County,162,302,464
40007,OK,Beaver County,101,123,224
40009,OK,Beckham County,378,480,858
40011,OK,Blaine County,137,202,339
40013,OK,Bryan County,494,785,1279
40015,OK,Caddo County,360,511,871
40017,OK,Canadian County,2393,2934,5327
40019,OK,Carter County,595,823,1418
40021,OK,Cherokee County,448,804,1252
40023,OK,Choctaw County,213,424,637
40025,OK,Cimarron County,70,64,134
40027,OK,Cleveland County,4666,6219,10885
40029,OK,Coal County,48,101,149
40031,OK,Comanche County,1192,2081,3273
40033,OK,Cotton County,71,122,193
40035,OK,Craig County,169,415,584
40037,OK,Creek County,876,1637,2513
40039,OK,Custer County,403,566,969
40041,OK,Delaware County,578,983,1561
40043,OK,Dewey County,89,118,207
40045,OK,Ellis County,68,97,165
40047,OK,Garfield County,838,1286,2124
40049,OK,Garvin County,453,633,1086
40051,OK,Grady County,918,1313,2231
40053,OK,Grant County,69,137,206
40055,OK,Greer County,84,106,190
40057,OK,Harmon County,36,48,84
40059,OK,Harper County,61,73,134
40061,OK,Haskell County,175,439,614
40063,OK,Hughes County,204,262,466
40065,OK,Jackson County,251,380,631
40067,OK,Jefferson County,81,127,208
40069,OK,Johnston County,123,208,331
40071,OK,Kay County,527,716,1243
40073,OK,Kingfisher County,298,423,721
40075,OK,Kiowa County,87,193,280
40077,OK,Latimer County,137,281,418
40079,OK,Le Flore County,642,1473,2115
40081,OK,Lincoln County,524,799,1323
40083,OK,Logan County,912,1223,2135
40085,OK,Love County,126,157,283
40087,OK,McClain County,661,936,1597
40089,OK,McCurtain County,394,755,1149
40091,OK,McIntosh County,277,568,845
40093,OK,Major County,146,195,341
40095,OK,Marshall County,174,245,419
40097,OK,Mayes County,439,822,1261
40099,OK,Murray County,139,212,351
40101,OK,Muskogee County,671,1431,2102
40103,OK,Noble County,142,161,303
40105,OK,Nowata County,147,238,385
40107,OK,Okfuskee County,117,228,345
40109,OK,Oklahoma County,13679,20266,33945
40111,OK,Okmulgee County,391,730,1121
40113,OK,Osage County,645,968,1613
40115,OK,Ottawa County,346,592,938
40117,OK,Pawnee County,190,337,527
40119,OK,Payne County,1125,1465,2590
40121,OK,Pittsburg County,431,851,1282
40123,OK,Pontotoc County,492,606,1098
40125,OK,Pottawatomie County,792,1443,2235
40127,OK,Pushmataha County,121,330,451
40129,OK,Roger Mills County,59,74,133
40131,OK,Rogers County,1313,1905,3218
40133,OK,Seminole County,284,437,721
40135,OK,Sequoyah County,427,916,1343
40137,OK,Stephens County,664,831,1495
40139,OK,Texas County,241,415,656
40141,OK,Tillman County,85,155,240
40143,OK,Tulsa County,10470,15338,25808
40145,OK,Wagoner County,1091,1684,2775
40147,OK,Washington County,677,932,1609
40149,OK,Washita County,191,260,451
40151,OK,Woods County,123,141,264
40153,OK,Woodward County,279,505,784
41001,OR,Baker County,358,263,621
41003,OR,Benton County,1658,1000,2658
41005,OR,Clackamas County,9018,5627,14645
41007,OR,Clatsop County,1235,626,1861
41009,OR,Columbia County,779,542,1321
41011,OR,Coos County,1137,951,2088
41013,OR,Crook County,524,366,890
41015,OR,Curry County,644,501,1145
41017,OR,Deschutes County,7022,3802,10824
41019,OR,Douglas County,1602,1248,2850
41021,OR,Gilliam County,51,30,81
41023,OR,Grant County,137,111,248
41025,OR,Harney County,154,144,298
41027,OR,Hood River County,1108,470,1578
41029,OR,Jackson County,5126,3226,8352
41031,OR,Jefferson County,358,262,620
41033,OR,Josephine County,1855,1374,3229
41035,OR,Klamath County,1154,671,1825
41037,OR,Lake County,171,117,288
41039,OR,Lane County,7511,5197,12708
41041,OR,Lincoln County,1381,806,2187
41043,OR,Linn County,1902,1322,3224
41045,OR,Malheur County,516,392,908
41047,OR,Marion County,4949,3477,8426
41049,OR,Morrow County,101,76,177
41051,OR,Multnomah County,21219,13901,35120
41053,OR,Polk County,1272,811,2083
41055,OR,Sherman County,48,25,73
41057,OR,Tillamook County,709,493,1202
41059,OR,Umatilla County,967,709,1676
41061,OR,Union County,649,329,978
41063,OR,Wallowa County,379,192,571
41065,OR,Wasco County,535,344,879
41067,OR,Washington County,11191,7195,18386
41069,OR,Wheeler County,37,30,67
41071,OR,Yamhill County,1888,1133,3021
42001,PA,Adams County,1871,1666,3537
42003,PA,Allegheny County,20405,19224,39629
42005,PA,Armstrong County,766,1052,1818
42007,PA,Beaver County,2479,2529,5008
42009,PA,Bedford County,728,864,1592
42011,PA,Berks County,7662,6310,13972
42013,PA,Blair County,1275,1651,2926
42015,PA,Bradford County,1086,838,1924
42017,PA,Bucks County,15605,15918,31523
42019,PA,Butler County,2718,2602,5320
42021,PA,Cambria County,1727,2076,3803
42023,PA,Cameron County,65,65,130
42025,PA,Carbon County,1223,1214,2437
42027,PA,Centre County,1829,1609,3438
42029,PA,Chester County,11513,9008,20521
42031,PA,Clarion County,554,888,1442
42033,PA,Clearfield County,937,1209,2146
42035,PA,Clinton County,450,412,862
42037,PA,Columbia County,811,988,1799
42039,PA,Crawford County,783,1105,1888
42041,PA,Cumberland County,4527,3434,7961
42043,PA,Dauphin County,3777,3570,7347
42045,PA,Delaware County,11301,12934,24235
42047,PA,Elk County,410,418,828
42049,PA,Erie County,2706,3671,6377
42051,PA,Fayette County,1535,2397,3932
42053,PA,Forest County,68,83,151
42055,PA,Franklin County,2285,2131,4416
42057,PA,Fulton County,209,218,427
42059,PA,Greene County,386,399,785
42061,PA,Huntingdon County,504,600,1104
42063,PA,Indiana County,961,1056,2017
42065,PA,Jefferson County,594,747,1341
42067,PA,Juniata County,309,423,732
42069,PA,Lackawanna County,3470,3866,7336
42071,PA,Lancaster County,10241,7166,17407
42073,PA,Lawrence County,1005,1397,2402
42075,PA,Lebanon County,2048,1790,3838
42077,PA,Lehigh County,6374,6042,12416
42079,PA,Luzerne County,4450,5540,9990
42081,PA,Lycoming County,1667,1762,3429
42083,PA,McKean County,320,431,751
42085,PA,Mercer County,993,1456,2449
42087,PA,Mifflin County,509,608,1117
42089,PA,Monroe County,3317,3396,6713
42091,PA,Montgomery County,18842,18435,37277
42093,PA,Montour County,171,187,358
42095,PA,Northampton County,5723,5080,10803
42097,PA,Northumberland County,932,1246,2178
42099,PA,Perry County,753,796,1549
42101,PA,Philadelphia County,22711,36457,59168
42103,PA,Pike County,1306,1155,2461
42105,PA,Potter County,202,265,467
42107,PA,Schuylkill County,1841,2191,4032
42109,PA,Snyder County,517,697,1214
42111,PA,Somerset County,1026,1395,2421
42113,PA,Sullivan County,131,152,283
42115,PA,Susquehanna County,954,896,1850
42117,PA,Tioga County,597,617,1214
42119,PA,Union County,507,550,1057
42121,PA,Venango County,602,905,1507
42123,PA,Warren County,389,567,956
42125,PA,Washington County,3288,3098,6386
42127,PA,Wayne County,1114,1308,2422
42129,PA,Westmoreland County,5490,5703,11193
42131,PA,Wyoming County,555,558,1113
42133,PA,York County,7488,6622,14110
45001,SC,Abbeville County,218,738,956
45003,SC,Aiken County,1488,4373,5861
45005,SC,Allendale County,55,244,299
45007,SC,Anderson County,2210,6557,8767
45009,SC,Bamberg County,116,402,518
45011,SC,Barnwell County,119,481,600
45013,SC,Beaufort County,3043,5889,8932
45015,SC,Berkeley County,2553,5845,8398
45017,SC,Calhoun County,158,502,660
45019,SC,Charleston County,8733,14282,23015
45021,SC,Cherokee County,456,1367,1823
45023,SC,Chester County,296,986,1282
45025,SC,Chesterfield County,383,1224,1607
45027,SC,Clarendon County,282,1090,1372
45029,SC,Colleton County,456,1949,2405
45031,SC,Darlington County,759,2308,3067
45033,SC,Dillon County,215,1022,1237
45035,SC,Dorchester County,1964,4631,6595
45037,SC,Edgefield County,227,646,873
45039,SC,Fairfield County,262,696,958
45041,SC,Florence County,1744,5060,6804
45043,SC,Georgetown County,952,2593,3545
45045,SC,Greenville County,8636,18419,27055
45047,SC,Greenwood County,594,2067,2661
45049,SC,Hampton County,138,685,823
45051,SC,Horry County,5582,16529,22111
45053,SC,Jasper County,302,1065,1367
45055,SC,Kershaw County,849,2071,2920
45057,SC,Lancaster County,1313,2784,4097
45059,SC,Laurens County,580,1886,2466
45061,SC,Lee County,157,598,755
45063,SC,Lexington County,3373,8373,11746
45065,SC,McCormick County,77,241,318
45067,SC,Marion County,300,1291,1591
45069,SC,Marlboro County,200,722,922
45071,SC,Newberry County,367,939,1306
45073,SC,Oconee County,836,2139,2975
45075,SC,Orangeburg County,818,3179,3997
45077,SC,Pickens County,1503,3885,5388
45079,SC,Richland County,5924,12247,18171
45081,SC,Saluda County,181,502,683
45083,SC,Spartanburg County,3126,9135,12261
45085,SC,Sumter County,1139,2857,3996
45087,SC,Union County,171,575,746
45089,SC,Williamsburg County,273,1233,1506
45091,SC,York County,4464,7946,12410
46003,SD,Aurora County,55,79,134
46005,SD,Beadle County,175,315,490
46007,SD,Bennett County,11,36,47
46009,SD,Bon Homme County,92,129,221
46011,SD,Brookings County,374,572,946
46013,SD,Brown County,393,654,1047
46015,SD,Brule County,79,127,206
46017,SD,Buffalo County,.,.,23
46019,SD,Butte County,118,182,300
46021,SD,Campbell County,19,29,48
46023,SD,Charles Mix County,114,188,302
46025,SD,Clark County,88,213,301
46027,SD,Clay County,172,269,441
46029,SD,Codington County,384,827,1211
46031,SD,Corson County,28,23,51
46033,SD,Custer County,131,192,323
46035,SD,Davison County,173,333,506
46037,SD,Day County,130,313,443
46039,SD,Deuel County,69,123,192
46041,SD,Dewey County,15,43,58
46043,SD,Douglas County,47,76,123
46045,SD,Edmunds County,69,77,146
46047,SD,Fall River County,92,136,228
46049,SD,Faulk County,34,48,82
46051,SD,Grant County,92,136,228
46053,SD,Gregory County,78,198,276
46055,SD,Haakon County,22,51,73
46057,SD,Hamlin County,87,224,311
46059,SD,Hand County,40,71,111
46061,SD,Hanson County,23,27,50
46063,SD,Harding County,20,22,42
46065,SD,Hughes County,134,285,419
46067,SD,Hutchinson County,127,139,266
46069,SD,Hyde County,18,57,75
46071,SD,Jackson County,32,59,91
46073,SD,Jerauld County,33,50,83
46075,SD,Jones County,29,34,63
46077,SD,Kingsbury County,104,148,252
46079,SD,Lake County,187,254,441
46081,SD,Lawrence County,444,488,932
46083,SD,Lincoln County,584,693,1277
46085,SD,Lyman County,52,78,130
46087,SD,McCook County,80,65,145
46089,SD,McPherson County,25,44,69
46091,SD,Marshall County,63,79,142
46093,SD,Meade County,334,430,764
46095,SD,Mellette County,19,42,61
46097,SD,Miner County,35,30,65
46099,SD,Minnehaha County,2286,3245,5531
46101,SD,Moody County,87,116,203
46103,SD,Pennington County,1145,1653,2798
46105,SD,Perkins County,62,77,139
46107,SD,Potter County,40,91,131
46109,SD,Roberts County,103,139,242
46111,SD,Sanborn County,29,91,120
46113,SD,Shannon County,22,185,207
46115,SD,Spink County,97,105,202
46117,SD,Stanley County,38,48,86
46119,SD,Sully County,20,36,56
46121,SD,Todd County,15,63,78
46123,SD,Tripp County,107,168,275
46125,SD,Turner County,139,172,311
46127,SD,Union County,220,275,495
46129,SD,Walworth County,77,104,181
46135,SD,Yankton County,260,421,681
46137,SD,Ziebach County,.,.,23
47001,TN,Anderson County,972,1784,2756
47003,TN,Bedford County,622,972,1594
47005,TN,Benton County,248,388,636
47007,TN,Bledsoe County,110,270,380
47009,TN,Blount County,2118,3006,5124
47011,TN,Bradley County,1433,2463,3896
47013,TN,Campbell County,473,852,1325
47015,TN,Cannon County,207,314,521
47017,TN,Carroll County,372,601,973
47019,TN,Carter County,797,1414,2211
47021,TN,Cheatham County,787,922,1709
47023,TN,Chester County,204,367,571
47025,TN,Claiborne County,388,758,1146
47027,TN,Clay County,143,267,410
47029,TN,Cocke County,460,984,1444
47031,TN,Coffee County,741,1163,1904
47033,TN,Crockett County,241,329,570
47035,TN,Cumberland County,872,1226,2098
47037,TN,Davidson County,16932,18656,35588
47039,TN,Decatur County,195,365,560
47041,TN,DeKalb County,256,487,743
47043,TN,Dickson County,845,1282,2127
47045,TN,Dyer County,556,816,1372
47047,TN,Fayette County,635,989,1624
47049,TN,Fentress County,264,452,716
47051,TN,Franklin County,588,845,1433
47053,TN,Gibson County,818,1142,1960
47055,TN,Giles County,422,768,1190
47057,TN,Grainger County,334,635,969
47059,TN,Greene County,854,1661,2515
47061,TN,Grundy County,174,330,504
47063,TN,Hamblen County,841,1525,2366
47065,TN,Hamilton County,6761,9044,15805
47067,TN,Hancock County,.,.,305
47069,TN,Hardeman County,353,566,919
47071,TN,Hardin County,405,676,1081
47073,TN,Hawkins County,586,1345,1931
47075,TN,Haywood County,266,398,664
47077,TN,Henderson County,479,724,1203
47079,TN,Henry County,498,755,1253
47081,TN,Hickman County,388,696,1084
47083,TN,Houston County,71,159,230
47085,TN,Humphreys County,215,413,628
47087,TN,Jackson County,174,340,514
47089,TN,Jefferson County,762,1314,2076
47091,TN,Johnson County,209,335,544
47093,TN,Knox County,8291,11171,19462
47095,TN,Lake County,.,.,166
47097,TN,Lauderdale County,259,520,779
47099,TN,Lawrence County,605,1347,1952
47101,TN,Lewis County,205,379,584
47103,TN,Lincoln County,515,954,1469
47105,TN,Loudon County,795,1139,1934
47107,TN,McMinn County,541,1078,1619
47109,TN,McNairy County,367,642,1009
47111,TN,Macon County,305,600,905
47113,TN,Madison County,1912,2393,4305
47115,TN,Marion County,342,651,993
47117,TN,Marshall County,431,658,1089
47119,TN,Maury County,1555,1962,3517
47121,TN,Meigs County,110,277,387
47123,TN,Monroe County,482,1061,1543
47125,TN,Montgomery County,1979,2627,4606
47127,TN,Moore County,66,116,182
47129,TN,Morgan County,160,346,506
47131,TN,Obion County,392,648,1040
47133,TN,Overton County,271,613,884
47135,TN,Perry County,106,204,310
47137,TN,Pickett County,90,169,259
47139,TN,Polk County,248,411,659
47141,TN,Putnam County,1255,1998,3253
47143,TN,Rhea County,361,572,933
47145,TN,Roane County,615,1055,1670
47147,TN,Robertson County,1188,1228,2416
47149,TN,Rutherford County,4771,5294,10065
47151,TN,Scott County,226,518,744
47153,TN,Sequatchie County,188,363,551
47155,TN,Sevier County,2015,3646,5661
47157,TN,Shelby County,16161,23631,39792
47159,TN,Smith County,257,442,699
47161,TN,Stewart County,166,266,432
47163,TN,Sullivan County,2384,3903,6287
47165,TN,Sumner County,3288,3316,6604
47167,TN,Tipton County,773,1090,1863
47169,TN,Trousdale County,118,165,283
47171,TN,Unicoi County,225,427,652
47173,TN,Union County,240,435,675
47175,TN,Van Buren County,73,168,241
47177,TN,Warren County,548,963,1511
47179,TN,Washington County,2183,3304,5487
47181,TN,Wayne County,258,556,814
47183,TN,Weakley County,387,572,959
47185,TN,White County,348,858,1206
47187,TN,Williamson County,6097,3742,9839
47189,TN,Wilson County,2463,2429,4892
48001,TX,Anderson County,582,746,1328
48003,TX,Andrews County,219,209,428
48005,TX,Angelina County,1208,1638,2846
48007,TX,Aransas County,572,773,1345
48009,TX,Archer County,143,123,266
48011,TX,Armstrong County,24,25,49
48013,TX,Atascosa County,853,1241,2094
48015,TX,Austin County,622,722,1344
48017,TX,Bailey County,116,171,287
48019,TX,Bandera County,405,527,932
48021,TX,Bastrop County,1546,2077,3623
48023,TX,Baylor County,29,74,103
48025,TX,Bee County,371,464,835
48027,TX,Bell County,3476,5045,8521
48029,TX,Bexar County,31561,61131,92692
48031,TX,Blanco County,297,373,670
48033,TX,Borden County,.,.,24
48035,TX,Bosque County,333,466,799
48037,TX,Bowie County,1187,1647,2834
48039,TX,Brazoria County,6237,7216,13453
48041,TX,Brazos County,2505,3285,5790
48043,TX,Brewster County,229,315,544
48045,TX,Briscoe County,30,46,76
48047,TX,Brooks County,141,146,287
48049,TX,Brown County,465,661,1126
48051,TX,Burleson County,283,411,694
48053,TX,Burnet County,1069,1246,2315
48055,TX,Caldwell County,590,935,1525
48057,TX,Calhoun County,354,437,791
48059,TX,Callahan County,233,274,507
48061,TX,Cameron County,7105,13301,20406
48063,TX,Camp County,174,292,466
48065,TX,Carson County,99,78,177
48067,TX,Cass County,455,565,1020
48069,TX,Castro County,115,167,282
48071,TX,Chambers County,454,550,1004
48073,TX,Cherokee County,637,966,1603
48075,TX,Childress County,64,101,165
48077,TX,Clay County,140,147,287
48079,TX,Cochran County,38,57,95
48081,TX,Coke County,47,58,105
48083,TX,Coleman County,155,183,338
48085,TX,Collin County,25743,23799,49542
48087,TX,Collingsworth County,52,51,103
48089,TX,Colorado County,443,625,1068
48091,TX,Comal County,2825,2915,5740
48093,TX,Comanche County,258,341,599
48095,TX,Concho County,47,87,134
48097,TX,Cooke County,565,782,1347
48099,TX,Coryell County,578,841,1419
48101,TX,Cottle County,13,28,41
48103,TX,Crane County,52,86,138
48105,TX,Crockett County,56,71,127
48107,TX,Crosby County,102,121,223
48109,TX,Culberson County,34,79,113
48111,TX,Dallam County,136,156,292
48113,TX,Dallas County,57238,75399,132637
48115,TX,Dawson County,148,205,353
48117,TX,Deaf Smith County,228,378,606
48119,TX,Delta County,89,70,159
48121,TX,Denton County,19585,19299,38884
48123,TX,DeWitt County,365,380,745
48125,TX,Dickens County,17,38,55
48127,TX,Dimmit County,196,413,609
48129,TX,Donley County,61,71,132
48131,TX,Duval County,155,275,430
48133,TX,Eastland County,370,415,785
48135,TX,Ector County,2143,2617,4760
48137,TX,Edwards County,37,62,99
48139,TX,Ellis County,3260,4002,7262
48141,TX,El Paso County,26751,36171,62922
48143,TX,Erath County,757,840,1597
48145,TX,Falls County,251,345,596
48147,TX,Fannin County,451,666,1117
48149,TX,Fayette County,547,516,1063
48151,TX,Fisher County,61,79,140
48153,TX,Floyd County,61,139,200
48155,TX,Foard County,19,23,42
48157,TX,Fort Bend County,21047,26462,47509
48159,TX,Franklin County,203,284,487
48161,TX,Freestone County,249,362,611
48163,TX,Frio County,265,477,742
48165,TX,Gaines County,240,219,459
48167,TX,Galveston County,6484,7596,14080
48169,TX,Garza County,56,100,156
48171,TX,Gillespie County,616,758,1374
48173,TX,Glasscock County,35,37,72
48175,TX,Goliad County,119,172,291
48177,TX,Gonzales County,295,379,674
48179,TX,Gray County,259,348,607
48181,TX,Grayson County,1805,2561,4366
48183,TX,Gregg County,2077,2815,4892
48185,TX,Grimes County,391,543,934
48187,TX,Guadalupe County,2325,2531,4856
48189,TX,Hale County,357,678,1035
48191,TX,Hall County,53,66,119
48193,TX,Hamilton County,155,218,373
48195,TX,Hansford County,91,118,209
48197,TX,Hardeman County,79,73,152
48199,TX,Hardin County,951,849,1800
48201,TX,Harris County,98345,141311,239656
48203,TX,Harrison County,970,1496,2466
48205,TX,Hartley County,87,85,172
48207,TX,Haskell County,143,148,291
48209,TX,Hays County,4837,5200,10037
48211,TX,Hemphill County,63,53,116
48213,TX,Henderson County,1384,2028,3412
48215,TX,Hidalgo County,10954,27180,38134
48217,TX,Hill County,601,817,1418
48219,TX,Hockley County,292,374,666
48221,TX,Hood County,1155,1428,2583
48223,TX,Hopkins County,506,782,1288
48225,TX,Houston County,223,364,587
48227,TX,Howard County,482,609,1091
48229,TX,Hudspeth County,83,188,271
48231,TX,Hunt County,1609,1885,3494
48233,TX,Hutchinson County,246,308,554
48235,TX,Irion County,32,33,65
48237,TX,Jack County,166,158,324
48239,TX,Jackson County,193,258,451
48241,TX,Jasper County,665,898,1563
48243,TX,Jeff Davis County,35,50,85
48245,TX,Jefferson County,3457,4933,8390
48247,TX,Jim Hogg County,54,117,171
48249,TX,Jim Wells County,691,1033,1724
48251,TX,Johnson County,3122,3648,6770
48253,TX,Jones County,251,297,548
48255,TX,Karnes County,244,208,452
48257,TX,Kaufman County,2086,2695,4781
48259,TX,Kendall County,810,777,1587
48261,TX,Kenedy County,.,.,.
48263,TX,Kent County,.,.,27
48265,TX,Kerr County,1024,1287,2311
48267,TX,Kimble County,110,114,224
48271,TX,Kinney County,51,72,123
48273,TX,Kleberg County,465,566,1031
48275,TX,Knox County,85,97,182
48277,TX,Lamar County,659,883,1542
48279,TX,Lamb County,211,342,553
48281,TX,Lampasas County,301,348,649
48283,TX,La Salle County,103,180,283
48285,TX,Lavaca County,302,373,675
48287,TX,Lee County,304,358,662
48289,TX,Leon County,283,392,675
