County FIPS Code,State Name,County Name,No APTC ,Yes APTC,Total Plan Selections
31129,NE,Nuckolls County,27,355,382
31131,NE,Otoe County,81,732,813
31133,NE,Pawnee County,26,125,151
31135,NE,Perkins County,26,342,368
31137,NE,Phelps County,58,559,617
31139,NE,Pierce County,25,405,430
31141,NE,Platte County,151,1336,1487
31143,NE,Polk County,24,246,270
31145,NE,Red Willow County,74,643,717
31147,NE,Richardson County,52,354,406
31149,NE,Rock County,19,115,134
31151,NE,Saline County,49,406,455
31153,NE,Sarpy County,909,4731,5640
31155,NE,Saunders County,118,1160,1278
31157,NE,Scotts Bluff County,209,2044,2253
31159,NE,Seward County,53,655,708
31161,NE,Sheridan County,38,447,485
31163,NE,Sherman County,12,255,267
31165,NE,Sioux County,11,96,107
31167,NE,Stanton County,37,365,402
31169,NE,Thayer County,25,330,355
31171,NE,Thomas County,12,122,134
31173,NE,Thurston County,.,.,141
31175,NE,Valley County,35,456,491
31177,NE,Washington County,114,775,889
31179,NE,Wayne County,39,355,394
31181,NE,Webster County,20,224,244
31183,NE,Wheeler County,11,104,115
31185,NE,York County,56,636,692
33001,NH,Belknap County,931,1928,2859
33003,NH,Carroll County,1051,2853,3904
33005,NH,Cheshire County,923,2413,3336
33007,NH,Coos County,306,1238,1544
33009,NH,Grafton County,1375,2645,4020
33011,NH,Hillsborough County,5261,9818,15079
33013,NH,Merrimack County,1748,3539,5287
33015,NH,Rockingham County,5107,8085,13192
33017,NH,Strafford County,1552,2996,4548
33019,NH,Sullivan County,426,988,1414
34001,NJ,Atlantic County,1386,8675,10061
34003,NJ,Bergen County,7606,29241,36847
34005,NJ,Burlington County,2730,10061,12791
34007,NJ,Camden County,2947,13011,15958
34009,NJ,Cape May County,711,3550,4261
34011,NJ,Cumberland County,463,2696,3159
34013,NJ,Essex County,4512,18049,22561
34015,NJ,Gloucester County,1602,6884,8486
34017,NJ,Hudson County,4363,17674,22037
34019,NJ,Hunterdon County,1066,3531,4597
34021,NJ,Mercer County,2388,7166,9554
34023,NJ,Middlesex County,6049,21916,27965
34025,NJ,Monmouth County,4761,16908,21669
34027,NJ,Morris County,3814,11977,15791
34029,NJ,Ocean County,3266,15391,18657
34031,NJ,Passaic County,2425,14434,16859
34033,NJ,Salem County,248,1282,1530
34035,NJ,Somerset County,2701,7844,10545
34037,NJ,Sussex County,876,4214,5090
34039,NJ,Union County,2828,13939,16767
34041,NJ,Warren County,592,2794,3386
35001,NM,Bernalillo County,6580,11692,18272
35003,NM,Catron County,17,112,129
35005,NM,Chaves County,333,1342,1675
35006,NM,Cibola County,61,235,296
35007,NM,Colfax County,102,343,445
35009,NM,Curry County,327,784,1111
35011,NM,De Baca County,.,.,62
35013,NM,Dona Ana County,1614,4852,6466
35015,NM,Eddy County,435,963,1398
35017,NM,Grant County,148,563,711
35019,NM,Guadalupe County,31,111,142
35021,NM,Harding County,.,.,18
35023,NM,Hidalgo County,17,80,97
35025,NM,Lea County,562,959,1521
35027,NM,Lincoln County,201,688,889
35028,NM,Los Alamos County,155,156,311
35029,NM,Luna County,86,463,549
35031,NM,McKinley County,144,448,592
35033,NM,Mora County,25,126,151
35035,NM,Otero County,309,1028,1337
35037,NM,Quay County,72,175,247
35039,NM,Rio Arriba County,190,629,819
35041,NM,Roosevelt County,97,331,428
35043,NM,Sandoval County,1286,2128,3414
35045,NM,San Juan County,463,1213,1676
35047,NM,San Miguel County,200,401,601
35049,NM,Santa Fe County,2713,4455,7168
35051,NM,Sierra County,47,215,262
35053,NM,Socorro County,63,286,349
35055,NM,Taos County,560,1222,1782
35057,NM,Torrance County,111,280,391
35059,NM,Union County,16,87,103
35061,NM,Valencia County,443,1008,1451
32001,NV,Churchill County,31,712,743
32003,NV,Clark County,8443,53201,61644
32005,NV,Douglas County,183,2273,2456
32007,NV,Elko County,65,910,975
32009,NV,Esmeralda County,0,17,17
32011,NV,Eureka County,.,.,50
32013,NV,Humboldt County,22,443,465
32015,NV,Lander County,13,148,161
32017,NV,Lincoln County,.,.,94
32019,NV,Lyon County,98,1459,1557
32021,NV,Mineral County,.,.,87
32023,NV,Nye County,118,912,1030
32027,NV,Pershing County,11,108,119
32029,NV,Storey County,19,185,204
32031,NV,Washoe County,2155,14449,16604
32033,NV,White Pine County,14,176,190
32510,NV,Carson City,145,1601,1746
39001,OH,Adams County,58,503,561
39003,OH,Allen County,174,1256,1430
39005,OH,Ashland County,167,942,1109
39007,OH,Ashtabula County,240,2016,2256
39009,OH,Athens County,101,1025,1126
39011,OH,Auglaize County,70,801,871
39013,OH,Belmont County,124,1164,1288
39015,OH,Brown County,125,733,858
39017,OH,Butler County,1846,5909,7755
39019,OH,Carroll County,75,468,543
39021,OH,Champaign County,88,623,711
39023,OH,Clark County,440,1842,2282
39025,OH,Clermont County,1053,4372,5425
39027,OH,Clinton County,151,730,881
39029,OH,Columbiana County,298,2146,2444
39031,OH,Coshocton County,63,793,856
39033,OH,Crawford County,62,792,854
39035,OH,Cuyahoga County,6224,20715,26939
39037,OH,Darke County,131,1011,1142
39039,OH,Defiance County,112,489,601
39041,OH,Delaware County,1144,3161,4305
39043,OH,Erie County,173,1482,1655
39045,OH,Fairfield County,569,2416,2985
39047,OH,Fayette County,82,404,486
39049,OH,Franklin County,6668,19623,26291
39051,OH,Fulton County,149,765,914
39053,OH,Gallia County,34,395,429
39055,OH,Geauga County,574,2376,2950
39057,OH,Greene County,808,2255,3063
39059,OH,Guernsey County,83,663,746
39061,OH,Hamilton County,5130,13446,18576
39063,OH,Hancock County,165,1142,1307
39065,OH,Hardin County,39,391,430
39067,OH,Harrison County,25,291,316
39069,OH,Henry County,107,498,605
39071,OH,Highland County,101,705,806
39073,OH,Hocking County,24,628,652
39075,OH,Holmes County,58,582,640
39077,OH,Huron County,88,979,1067
39079,OH,Jackson County,34,459,493
39081,OH,Jefferson County,130,1263,1393
39083,OH,Knox County,125,1151,1276
39085,OH,Lake County,1175,4842,6017
39087,OH,Lawrence County,92,854,946
39089,OH,Licking County,581,2543,3124
39091,OH,Logan County,69,691,760
39093,OH,Lorain County,1225,5094,6319
39095,OH,Lucas County,1754,6096,7850
39097,OH,Madison County,150,541,691
39099,OH,Mahoning County,744,4585,5329
39101,OH,Marion County,78,654,732
39103,OH,Medina County,891,3689,4580
39105,OH,Meigs County,13,359,372
39107,OH,Mercer County,67,844,911
39109,OH,Miami County,458,1989,2447
39111,OH,Monroe County,28,280,308
39113,OH,Montgomery County,2321,8916,11237
39115,OH,Morgan County,22,262,284
39117,OH,Morrow County,89,561,650
39119,OH,Muskingum County,147,1637,1784
39121,OH,Noble County,26,251,277
39123,OH,Ottawa County,141,939,1080
39125,OH,Paulding County,28,352,380
39127,OH,Perry County,41,614,655
39129,OH,Pickaway County,155,741,896
39131,OH,Pike County,49,380,429
39133,OH,Portage County,719,2783,3502
39135,OH,Preble County,162,698,860
39137,OH,Putnam County,44,545,589
39139,OH,Richland County,158,2150,2308
39141,OH,Ross County,199,1113,1312
39143,OH,Sandusky County,128,901,1029
39145,OH,Scioto County,102,1216,1318
39147,OH,Seneca County,66,1013,1079
39149,OH,Shelby County,102,729,831
39151,OH,Stark County,1388,6655,8043
39153,OH,Summit County,2682,9960,12642
39155,OH,Trumbull County,613,4340,4953
39157,OH,Tuscarawas County,216,1626,1842
39159,OH,Union County,172,677,849
39161,OH,Van Wert County,43,505,548
39163,OH,Vinton County,14,170,184
39165,OH,Warren County,1481,3898,5379
39167,OH,Washington County,163,1249,1412
39169,OH,Wayne County,337,1769,2106
39171,OH,Williams County,41,622,663
39173,OH,Wood County,550,1846,2396
39175,OH,Wyandot County,31,463,494
40001,OK,Adair County,86,497,583
40003,OK,Alfalfa County,32,193,225
40005,OK,Atoka County,55,409,464
40007,OK,Beaver County,35,189,224
40009,OK,Beckham County,137,721,858
40011,OK,Blaine County,45,294,339
40013,OK,Bryan County,134,1145,1279
40015,OK,Caddo County,90,781,871
40017,OK,Canadian County,1047,4280,5327
40019,OK,Carter County,238,1180,1418
40021,OK,Cherokee County,131,1121,1252
40023,OK,Choctaw County,82,555,637
40025,OK,Cimarron County,24,110,134
40027,OK,Cleveland County,2247,8638,10885
40029,OK,Coal County,26,123,149
40031,OK,Comanche County,475,2798,3273
40033,OK,Cotton County,19,174,193
40035,OK,Craig County,65,519,584
40037,OK,Creek County,323,2190,2513
40039,OK,Custer County,182,787,969
40041,OK,Delaware County,139,1422,1561
40043,OK,Dewey County,36,171,207
40045,OK,Ellis County,15,150,165
40047,OK,Garfield County,239,1885,2124
40049,OK,Garvin County,121,965,1086
40051,OK,Grady County,368,1863,2231
40053,OK,Grant County,.,.,206
40055,OK,Greer County,28,162,190
40057,OK,Harmon County,.,.,84
40059,OK,Harper County,14,120,134
40061,OK,Haskell County,51,563,614
40063,OK,Hughes County,68,398,466
40065,OK,Jackson County,85,546,631
40067,OK,Jefferson County,31,177,208
40069,OK,Johnston County,32,299,331
40071,OK,Kay County,138,1105,1243
40073,OK,Kingfisher County,130,591,721
40075,OK,Kiowa County,34,246,280
40077,OK,Latimer County,46,372,418
40079,OK,Le Flore County,171,1944,2115
40081,OK,Lincoln County,204,1119,1323
40083,OK,Logan County,339,1796,2135
40085,OK,Love County,50,233,283
40087,OK,McClain County,274,1323,1597
40089,OK,McCurtain County,137,1012,1149
40091,OK,McIntosh County,66,779,845
40093,OK,Major County,51,290,341
40095,OK,Marshall County,50,369,419
40097,OK,Mayes County,115,1146,1261
40099,OK,Murray County,42,309,351
40101,OK,Muskogee County,312,1790,2102
40103,OK,Noble County,50,253,303
40105,OK,Nowata County,39,346,385
40107,OK,Okfuskee County,41,304,345
40109,OK,Oklahoma County,6358,27587,33945
40111,OK,Okmulgee County,112,1009,1121
40113,OK,Osage County,228,1385,1613
40115,OK,Ottawa County,101,837,938
40117,OK,Pawnee County,51,476,527
40119,OK,Payne County,447,2143,2590
40121,OK,Pittsburg County,128,1154,1282
40123,OK,Pontotoc County,212,886,1098
40125,OK,Pottawatomie County,321,1914,2235
40127,OK,Pushmataha County,29,422,451
40129,OK,Roger Mills County,.,.,133
40131,OK,Rogers County,547,2671,3218
40133,OK,Seminole County,92,629,721
40135,OK,Sequoyah County,120,1223,1343
40137,OK,Stephens County,178,1317,1495
40139,OK,Texas County,64,592,656
40141,OK,Tillman County,34,206,240
40143,OK,Tulsa County,4568,21240,25808
40145,OK,Wagoner County,391,2384,2775
40147,OK,Washington County,199,1410,1609
40149,OK,Washita County,49,402,451
40151,OK,Woods County,21,243,264
40153,OK,Woodward County,78,706,784
41001,OR,Baker County,89,532,621
41003,OR,Benton County,748,1910,2658
41005,OR,Clackamas County,4912,9733,14645
41007,OR,Clatsop County,513,1348,1861
41009,OR,Columbia County,310,1011,1321
41011,OR,Coos County,334,1754,2088
41013,OR,Crook County,182,708,890
41015,OR,Curry County,224,921,1145
41017,OR,Deschutes County,2898,7926,10824
41019,OR,Douglas County,579,2271,2850
41021,OR,Gilliam County,12,69,81
41023,OR,Grant County,63,185,248
41025,OR,Harney County,54,244,298
41027,OR,Hood River County,515,1063,1578
41029,OR,Jackson County,2083,6269,8352
41031,OR,Jefferson County,135,485,620
41033,OR,Josephine County,644,2585,3229
41035,OR,Klamath County,456,1369,1825
41037,OR,Lake County,66,222,288
41039,OR,Lane County,2990,9718,12708
41041,OR,Lincoln County,506,1681,2187
41043,OR,Linn County,788,2436,3224
41045,OR,Malheur County,192,716,908
41047,OR,Marion County,2126,6300,8426
41049,OR,Morrow County,43,134,177
41051,OR,Multnomah County,12295,22825,35120
41053,OR,Polk County,565,1518,2083
41055,OR,Sherman County,16,57,73
41057,OR,Tillamook County,240,962,1202
41059,OR,Umatilla County,346,1330,1676
41061,OR,Union County,184,794,978
41063,OR,Wallowa County,141,430,571
41065,OR,Wasco County,195,684,879
41067,OR,Washington County,6031,12355,18386
41069,OR,Wheeler County,13,54,67
41071,OR,Yamhill County,893,2128,3021
42001,PA,Adams County,698,2839,3537
42003,PA,Allegheny County,14091,25538,39629
42005,PA,Armstrong County,331,1487,1818
42007,PA,Beaver County,1401,3607,5008
42009,PA,Bedford County,295,1297,1592
42011,PA,Berks County,4151,9821,13972
42013,PA,Blair County,575,2351,2926
42015,PA,Bradford County,385,1539,1924
42017,PA,Bucks County,6892,24631,31523
42019,PA,Butler County,1719,3601,5320
42021,PA,Cambria County,704,3099,3803
42023,PA,Cameron County,18,112,130
42025,PA,Carbon County,436,2001,2437
42027,PA,Centre County,943,2495,3438
42029,PA,Chester County,5805,14716,20521
42031,PA,Clarion County,203,1239,1442
42033,PA,Clearfield County,274,1872,2146
42035,PA,Clinton County,186,676,862
42037,PA,Columbia County,306,1493,1799
42039,PA,Crawford County,283,1605,1888
42041,PA,Cumberland County,2624,5337,7961
42043,PA,Dauphin County,2077,5270,7347
42045,PA,Delaware County,4957,19278,24235
42047,PA,Elk County,137,691,828
42049,PA,Erie County,1652,4725,6377
42051,PA,Fayette County,725,3207,3932
42053,PA,Forest County,20,131,151
42055,PA,Franklin County,868,3548,4416
42057,PA,Fulton County,84,343,427
42059,PA,Greene County,208,577,785
42061,PA,Huntingdon County,185,919,1104
42063,PA,Indiana County,485,1532,2017
42065,PA,Jefferson County,174,1167,1341
42067,PA,Juniata County,119,613,732
42069,PA,Lackawanna County,1288,6048,7336
42071,PA,Lancaster County,5507,11900,17407
42073,PA,Lawrence County,439,1963,2402
42075,PA,Lebanon County,971,2867,3838
42077,PA,Lehigh County,3348,9068,12416
42079,PA,Luzerne County,1550,8440,9990
42081,PA,Lycoming County,605,2824,3429
42083,PA,McKean County,141,610,751
42085,PA,Mercer County,399,2050,2449
42087,PA,Mifflin County,171,946,1117
42089,PA,Monroe County,1327,5386,6713
42091,PA,Montgomery County,8866,28411,37277
42093,PA,Montour County,54,304,358
42095,PA,Northampton County,2989,7814,10803
42097,PA,Northumberland County,255,1923,2178
42099,PA,Perry County,340,1209,1549
42101,PA,Philadelphia County,10446,48722,59168
42103,PA,Pike County,475,1986,2461
42105,PA,Potter County,62,405,467
42107,PA,Schuylkill County,731,3301,4032
42109,PA,Snyder County,160,1054,1214
42111,PA,Somerset County,350,2071,2421
42113,PA,Sullivan County,48,235,283
42115,PA,Susquehanna County,414,1436,1850
42117,PA,Tioga County,201,1013,1214
42119,PA,Union County,187,870,1057
42121,PA,Venango County,198,1309,1507
42123,PA,Warren County,151,805,956
42125,PA,Washington County,2028,4358,6386
42127,PA,Wayne County,394,2028,2422
42129,PA,Westmoreland County,3232,7961,11193
42131,PA,Wyoming County,180,933,1113
42133,PA,York County,2959,11151,14110
45001,SC,Abbeville County,76,880,956
45003,SC,Aiken County,493,5368,5861
45005,SC,Allendale County,25,274,299
45007,SC,Anderson County,542,8225,8767
45009,SC,Bamberg County,37,481,518
45011,SC,Barnwell County,35,565,600
45013,SC,Beaufort County,1308,7624,8932
45015,SC,Berkeley County,1077,7321,8398
45017,SC,Calhoun County,68,592,660
45019,SC,Charleston County,4456,18559,23015
45021,SC,Cherokee County,139,1684,1823
45023,SC,Chester County,96,1186,1282
45025,SC,Chesterfield County,129,1478,1607
45027,SC,Clarendon County,99,1273,1372
45029,SC,Colleton County,144,2261,2405
45031,SC,Darlington County,297,2770,3067
45033,SC,Dillon County,67,1170,1237
45035,SC,Dorchester County,805,5790,6595
45037,SC,Edgefield County,76,797,873
45039,SC,Fairfield County,105,853,958
45041,SC,Florence County,640,6164,6804
45043,SC,Georgetown County,353,3192,3545
45045,SC,Greenville County,3384,23671,27055
45047,SC,Greenwood County,193,2468,2661
45049,SC,Hampton County,38,785,823
45051,SC,Horry County,1888,20223,22111
45053,SC,Jasper County,115,1252,1367
45055,SC,Kershaw County,255,2665,2920
45057,SC,Lancaster County,476,3621,4097
45059,SC,Laurens County,189,2277,2466
45061,SC,Lee County,52,703,755
45063,SC,Lexington County,1320,10426,11746
45065,SC,McCormick County,26,292,318
45067,SC,Marion County,102,1489,1591
45069,SC,Marlboro County,85,837,922
45071,SC,Newberry County,123,1183,1306
45073,SC,Oconee County,303,2672,2975
45075,SC,Orangeburg County,273,3724,3997
45077,SC,Pickens County,448,4940,5388
45079,SC,Richland County,2442,15729,18171
45081,SC,Saluda County,63,620,683
45083,SC,Spartanburg County,1107,11154,12261
45085,SC,Sumter County,333,3663,3996
45087,SC,Union County,46,700,746
45089,SC,Williamsburg County,77,1429,1506
45091,SC,York County,1704,10706,12410
46003,SD,Aurora County,15,119,134
46005,SD,Beadle County,46,444,490
46007,SD,Bennett County,.,.,47
46009,SD,Bon Homme County,11,210,221
46011,SD,Brookings County,125,821,946
46013,SD,Brown County,124,923,1047
46015,SD,Brule County,16,190,206
46017,SD,Buffalo County,.,.,23
46019,SD,Butte County,28,272,300
46021,SD,Campbell County,.,.,48
46023,SD,Charles Mix County,24,278,302
46025,SD,Clark County,27,274,301
46027,SD,Clay County,78,363,441
46029,SD,Codington County,71,1140,1211
46031,SD,Corson County,.,.,51
46033,SD,Custer County,36,287,323
46035,SD,Davison County,40,466,506
46037,SD,Day County,24,419,443
46039,SD,Deuel County,17,175,192
46041,SD,Dewey County,.,.,58
46043,SD,Douglas County,16,107,123
46045,SD,Edmunds County,18,128,146
46047,SD,Fall River County,16,212,228
46049,SD,Faulk County,.,.,82
46051,SD,Grant County,22,206,228
46053,SD,Gregory County,12,264,276
46055,SD,Haakon County,.,.,73
46057,SD,Hamlin County,19,292,311
46059,SD,Hand County,.,.,111
46061,SD,Hanson County,.,.,50
46063,SD,Harding County,.,.,42
46065,SD,Hughes County,42,377,419
46067,SD,Hutchinson County,22,244,266
46069,SD,Hyde County,.,.,75
46071,SD,Jackson County,.,.,91
46073,SD,Jerauld County,.,.,83
46075,SD,Jones County,.,.,63
46077,SD,Kingsbury County,38,214,252
46079,SD,Lake County,49,392,441
46081,SD,Lawrence County,119,813,932
46083,SD,Lincoln County,244,1033,1277
46085,SD,Lyman County,12,118,130
46087,SD,McCook County,21,124,145
46089,SD,McPherson County,11,58,69
46091,SD,Marshall County,18,124,142
46093,SD,Meade County,79,685,764
46095,SD,Mellette County,.,.,61
46097,SD,Miner County,.,.,65
46099,SD,Minnehaha County,815,4716,5531
46101,SD,Moody County,28,175,203
46103,SD,Pennington County,313,2485,2798
46105,SD,Perkins County,14,125,139
46107,SD,Potter County,12,119,131
46109,SD,Roberts County,32,210,242
46111,SD,Sanborn County,.,.,120
46113,SD,Shannon County,54,153,207
46115,SD,Spink County,28,174,202
46117,SD,Stanley County,.,.,86
46119,SD,Sully County,.,.,56
46121,SD,Todd County,13,65,78
46123,SD,Tripp County,31,244,275
46125,SD,Turner County,39,272,311
46127,SD,Union County,110,385,495
46129,SD,Walworth County,17,164,181
46135,SD,Yankton County,74,607,681
46137,SD,Ziebach County,.,.,23
47001,TN,Anderson County,421,2335,2756
47003,TN,Bedford County,138,1456,1594
47005,TN,Benton County,75,561,636
47007,TN,Bledsoe County,21,359,380
47009,TN,Blount County,744,4380,5124
47011,TN,Bradley County,499,3397,3896
47013,TN,Campbell County,131,1194,1325
47015,TN,Cannon County,79,442,521
47017,TN,Carroll County,87,886,973
47019,TN,Carter County,216,1995,2211
47021,TN,Cheatham County,300,1409,1709
47023,TN,Chester County,53,518,571
47025,TN,Claiborne County,137,1009,1146
47027,TN,Clay County,40,370,410
47029,TN,Cocke County,118,1326,1444
47031,TN,Coffee County,181,1723,1904
47033,TN,Crockett County,47,523,570
47035,TN,Cumberland County,259,1839,2098
47037,TN,Davidson County,7596,27992,35588
47039,TN,Decatur County,28,532,560
47041,TN,DeKalb County,83,660,743
47043,TN,Dickson County,224,1903,2127
47045,TN,Dyer County,115,1257,1372
47047,TN,Fayette County,207,1417,1624
47049,TN,Fentress County,55,661,716
47051,TN,Franklin County,189,1244,1433
47053,TN,Gibson County,176,1784,1960
47055,TN,Giles County,82,1108,1190
47057,TN,Grainger County,113,856,969
47059,TN,Greene County,233,2282,2515
47061,TN,Grundy County,54,450,504
47063,TN,Hamblen County,258,2108,2366
47065,TN,Hamilton County,2526,13279,15805
47067,TN,Hancock County,.,.,305
47069,TN,Hardeman County,56,863,919
47071,TN,Hardin County,74,1007,1081
47073,TN,Hawkins County,170,1761,1931
47075,TN,Haywood County,87,577,664
47077,TN,Henderson County,108,1095,1203
47079,TN,Henry County,145,1108,1253
47081,TN,Hickman County,88,996,1084
47083,TN,Houston County,22,208,230
47085,TN,Humphreys County,46,582,628
47087,TN,Jackson County,43,471,514
47089,TN,Jefferson County,273,1803,2076
47091,TN,Johnson County,67,477,544
47093,TN,Knox County,3544,15918,19462
47095,TN,Lake County,.,.,166
47097,TN,Lauderdale County,73,706,779
47099,TN,Lawrence County,138,1814,1952
47101,TN,Lewis County,43,541,584
47103,TN,Lincoln County,96,1373,1469
47105,TN,Loudon County,289,1645,1934
47107,TN,McMinn County,151,1468,1619
47109,TN,McNairy County,89,920,1009
47111,TN,Macon County,99,806,905
47113,TN,Madison County,484,3821,4305
47115,TN,Marion County,112,881,993
47117,TN,Marshall County,133,956,1089
47119,TN,Maury County,481,3036,3517
47121,TN,Meigs County,42,345,387
47123,TN,Monroe County,185,1358,1543
47125,TN,Montgomery County,763,3843,4606
47127,TN,Moore County,.,.,182
47129,TN,Morgan County,66,440,506
47131,TN,Obion County,97,943,1040
47133,TN,Overton County,87,797,884
47135,TN,Perry County,18,292,310
47137,TN,Pickett County,19,240,259
47139,TN,Polk County,70,589,659
47141,TN,Putnam County,412,2841,3253
47143,TN,Rhea County,108,825,933
47145,TN,Roane County,240,1430,1670
47147,TN,Robertson County,399,2017,2416
47149,TN,Rutherford County,1895,8170,10065
47151,TN,Scott County,78,666,744
47153,TN,Sequatchie County,60,491,551
47155,TN,Sevier County,645,5016,5661
47157,TN,Shelby County,6425,33367,39792
47159,TN,Smith County,67,632,699
47161,TN,Stewart County,46,386,432
47163,TN,Sullivan County,701,5586,6287
47165,TN,Sumner County,1234,5370,6604
47167,TN,Tipton County,302,1561,1863
47169,TN,Trousdale County,47,236,283
47171,TN,Unicoi County,75,577,652
47173,TN,Union County,65,610,675
47175,TN,Van Buren County,17,224,241
47177,TN,Warren County,153,1358,1511
47179,TN,Washington County,789,4698,5487
47181,TN,Wayne County,42,772,814
47183,TN,Weakley County,113,846,959
47185,TN,White County,114,1092,1206
47187,TN,Williamson County,2769,7070,9839
47189,TN,Wilson County,896,3996,4892
48001,TX,Anderson County,188,1140,1328
48003,TX,Andrews County,83,345,428
48005,TX,Angelina County,261,2585,2846
48007,TX,Aransas County,211,1134,1345
48009,TX,Archer County,24,242,266
48011,TX,Armstrong County,.,.,49
48013,TX,Atascosa County,287,1807,2094
48015,TX,Austin County,197,1147,1344
48017,TX,Bailey County,21,266,287
48019,TX,Bandera County,158,774,932
48021,TX,Bastrop County,612,3011,3623
48023,TX,Baylor County,.,.,103
48025,TX,Bee County,136,699,835
48027,TX,Bell County,1616,6905,8521
48029,TX,Bexar County,15072,77620,92692
48031,TX,Blanco County,90,580,670
48033,TX,Borden County,.,.,24
48035,TX,Bosque County,96,703,799
48037,TX,Bowie County,404,2430,2834
48039,TX,Brazoria County,2582,10871,13453
48041,TX,Brazos County,1085,4705,5790
48043,TX,Brewster County,72,472,544
48045,TX,Briscoe County,.,.,76
48047,TX,Brooks County,48,239,287
48049,TX,Brown County,124,1002,1126
48051,TX,Burleson County,95,599,694
48053,TX,Burnet County,432,1883,2315
48055,TX,Caldwell County,207,1318,1525
48057,TX,Calhoun County,123,668,791
48059,TX,Callahan County,65,442,507
48061,TX,Cameron County,2162,18244,20406
48063,TX,Camp County,49,417,466
48065,TX,Carson County,32,145,177
48067,TX,Cass County,150,870,1020
48069,TX,Castro County,27,255,282
48071,TX,Chambers County,178,826,1004
48073,TX,Cherokee County,166,1437,1603
48075,TX,Childress County,20,145,165
48077,TX,Clay County,33,254,287
48079,TX,Cochran County,.,.,95
48081,TX,Coke County,.,.,105
48083,TX,Coleman County,44,294,338
48085,TX,Collin County,10713,38829,49542
48087,TX,Collingsworth County,18,85,103
48089,TX,Colorado County,117,951,1068
48091,TX,Comal County,1377,4363,5740
48093,TX,Comanche County,72,527,599
48095,TX,Concho County,24,110,134
48097,TX,Cooke County,189,1158,1347
48099,TX,Coryell County,251,1168,1419
48101,TX,Cottle County,.,.,41
48103,TX,Crane County,20,118,138
48105,TX,Crockett County,20,107,127
48107,TX,Crosby County,36,187,223
48109,TX,Culberson County,.,.,113
48111,TX,Dallam County,27,265,292
48113,TX,Dallas County,20896,111741,132637
48115,TX,Dawson County,40,313,353
48117,TX,Deaf Smith County,79,527,606
48119,TX,Delta County,22,137,159
48121,TX,Denton County,6940,31944,38884
48123,TX,DeWitt County,127,618,745
48125,TX,Dickens County,.,.,55
48127,TX,Dimmit County,63,546,609
48129,TX,Donley County,20,112,132
48131,TX,Duval County,54,376,430
48133,TX,Eastland County,94,691,785
48135,TX,Ector County,817,3943,4760
48137,TX,Edwards County,.,.,99
48139,TX,Ellis County,882,6380,7262
48141,TX,El Paso County,5220,57702,62922
48143,TX,Erath County,249,1348,1597
48145,TX,Falls County,84,512,596
48147,TX,Fannin County,145,972,1117
48149,TX,Fayette County,196,867,1063
48151,TX,Fisher County,20,120,140
48153,TX,Floyd County,22,178,200
48155,TX,Foard County,.,.,42
48157,TX,Fort Bend County,8335,39174,47509
48159,TX,Franklin County,61,426,487
48161,TX,Freestone County,74,537,611
48163,TX,Frio County,79,663,742
48165,TX,Gaines County,83,376,459
48167,TX,Galveston County,2724,11356,14080
48169,TX,Garza County,16,140,156
48171,TX,Gillespie County,143,1231,1374
48173,TX,Glasscock County,15,57,72
48175,TX,Goliad County,49,242,291
48177,TX,Gonzales County,92,582,674
48179,TX,Gray County,94,513,607
48181,TX,Grayson County,477,3889,4366
48183,TX,Gregg County,719,4173,4892
48185,TX,Grimes County,162,772,934
48187,TX,Guadalupe County,999,3857,4856
48189,TX,Hale County,99,936,1035
48191,TX,Hall County,15,104,119
48193,TX,Hamilton County,61,312,373
48195,TX,Hansford County,22,187,209
48197,TX,Hardeman County,40,112,152
48199,TX,Hardin County,365,1435,1800
48201,TX,Harris County,37432,202224,239656
48203,TX,Harrison County,326,2140,2466
48205,TX,Hartley County,34,138,172
48207,TX,Haskell County,47,244,291
48209,TX,Hays County,2481,7556,10037
48211,TX,Hemphill County,32,84,116
48213,TX,Henderson County,368,3044,3412
48215,TX,Hidalgo County,4437,33697,38134
48217,TX,Hill County,197,1221,1418
48219,TX,Hockley County,87,579,666
48221,TX,Hood County,343,2240,2583
48223,TX,Hopkins County,127,1161,1288
48225,TX,Houston County,74,513,587
48227,TX,Howard County,177,914,1091
48229,TX,Hudspeth County,18,253,271
48231,TX,Hunt County,443,3051,3494
48233,TX,Hutchinson County,74,480,554
48235,TX,Irion County,11,54,65
48237,TX,Jack County,38,286,324
48239,TX,Jackson County,56,395,451
48241,TX,Jasper County,227,1336,1563
48243,TX,Jeff Davis County,.,.,85
48245,TX,Jefferson County,1338,7052,8390
48247,TX,Jim Hogg County,19,152,171
48249,TX,Jim Wells County,237,1487,1724
48251,TX,Johnson County,818,5952,6770
48253,TX,Jones County,67,481,548
48255,TX,Karnes County,90,362,452
48257,TX,Kaufman County,467,4314,4781
48259,TX,Kendall County,378,1209,1587
48261,TX,Kenedy County,.,.,.
48263,TX,Kent County,.,.,27
48265,TX,Kerr County,273,2038,2311
48267,TX,Kimble County,19,205,224
48271,TX,Kinney County,.,.,123
48273,TX,Kleberg County,140,891,1031
48275,TX,Knox County,27,155,182
48277,TX,Lamar County,174,1368,1542
48279,TX,Lamb County,54,499,553
48281,TX,Lampasas County,108,541,649
48283,TX,La Salle County,31,252,283
48285,TX,Lavaca County,100,575,675
48287,TX,Lee County,131,531,662
48289,TX,Leon County,72,603,675
