State Code,County Name,Metal Level,Issuer Name,Plan ID (Standard Component),Plan Marketing Name,Plan Type,Rating Area,Child Only Offering,Source,Customer Service Phone Number Local,Customer Service Phone Number Toll Free,Customer Service Phone Number TTY,Network URL,Plan Brochure URL,Summary of Benefits URL,Drug Formulary URL,Accredidation,Adult Dental ,Child Dental ,EHB Percent of Total Premium,Premium Scenarios,Premium Child,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30 ,Premium Adult Individual Age 40 ,Premium Adult Individual Age 50 ,Premium Adult Individual Age 60 ,Premium Couple 21  ,Premium Couple 30 ,Premium Couple 40 ,Premium Couple 50 ,Premium Couple 60 ,"Couple+1 child, Age 21","Couple+1 child, Age 30 ","Couple+1 child, Age 40 ","Couple+1 child, Age 50 ","Couple+2 children, Age 21","Couple+2 children, Age 30 ","Couple+2 children, Age 40 ","Couple+2 children, Age 50","Couple+3 or more Children, Age 21","Couple+3 or more Children, Age 30","Couple+3 or more Children, Age 40","Couple+3 or more Children, Age 50","Individual+1 child, Age 21","Individual+1 child, Age 30","Individual+1 child, Age 40","Individual+1 child, Age 50","Individual+2 children, Age 21","Individual+2 children, Age 30","Individual+2 children, Age 40","Individual+2 children, Age 50","Individual+3 or more children, Age 21","Individual+3 or more children, Age 30","Individual+3 or more children, Age 40","Individual+3 or more children, Age 50",Standard Plan Cost Sharing,Medical Deductible - Individual - Standard,Drug Deductible - Individual - Standard,Medical Deductible - Family - Standard,Drug Deductible - Family - Standard,Medical Deductible - Family (Per Person) - Standard,Drug Deductible - Family (Per Person) - Standard,Medical Maximum Out Of Pocket - Individual - Standard,Drug Maximum Out Of Pocket - Individual - Standard,Medical Maximum Out Of Pocket - Family - Standard,Drug Maximum Out Of Pocket - Family - Standard,Medical Maximum Out Of Pocket - Family (Per Person) - Standard,Drug Maximum Out Of Pocket - Family (Per Person) - Standard,Primary Care Physician - Standard,Specialist - Standard,Emergency Room - Standard,Inpatient Facility - Standard,Inpatient Physician - Standard,Generic Drugs - Standard,Preferred Brand Drugs - Standard,Non-preferred Brand Drugs - Standard,Specialty Drugs - Standard,73 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 73 Percent,Drug Deductible - Individual - 73 Percent,Medical Deductible - Family - 73 Percent,Drug Deductible - Family - 73 Percent,Medical Deductible - Family (Per Person) - 73 Percent,Drug Deductible - Family (Per Person) - 73 Percent,Medical Maximum Out Of Pocket - Individual - 73 Percent,Drug Maximum Out Of Pocket - Individual - 73 Percent,Medical Maximum Out Of Pocket - Family - 73 Percent,Drug Maximum Out Of Pocket - Family - 73 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 73 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 73 Percent,Primary Care Physician - 73 Percent,Specialist - 73 Percent,Emergency Room - 73 Percent,Inpatient Facility - 73 Percent,Inpatient Physician - 73 Percent,Generic Drugs - 73 Percent,Preferred Brand Drugs - 73 Percent,Non-preferred Brand Drugs - 73 Percent,Specialty Drugs - 73 Percent,87 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 87 Percent,Drug Deductible - Individual - 87 Percent,Medical Deductible - Family - 87 Percent,Drug Deductible - Family - 87 Percent,Medical Deductible - Family (Per Person) - 87 Percent,Drug Deductible - Family (Per Person) - 87 Percent,Medical Maximum Out Of Pocket - Individual - 87 Percent,Drug Maximum Out Of Pocket - Individual - 87 Percent,Medical Maximum Out Of Pocket - Family - 87 Percent,Drug Maximum Out Of Pocket - Family - 87 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 87 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 87 Percent,Primary Care Physician - 87 Percent,Specialist - 87 Percent,Emergency Room - 87 Percent,Inpatient Facility - 87 Percent,Inpatient Physician - 87 Percent,Generic Drugs - 87 Percent,Preferred Brand Drugs - 87 Percent,Non-preferred Brand Drugs - 87 Percent,Specialty Drugs - 87 Percent,94 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 94 Percent,Drug Deductible - Individual - 94 Percent,Medical Deductible - Family - 94 Percent,Drug Deductible - Family - 94 Percent,Medical Deductible - Family (Per Person) - 94 Percent,Drug Deductible - Family (Per Person) - 94 Percent,Medical Maximum Out Of Pocket -individual - 94 Percent,Drug Maximum Out Of Pocket - individual - 94 Percent,Medical Maximum Out Of Pocket - family - 94 Percent,Drug Maximum Out Of Pocket - Family  - 94 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 94 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 94 Percent,Primary Care Physician - 94 Percent,Specialist - 94 Percent,Emergency Room - 94 Percent,Inpatient Facility - 94 Percent,Inpatient Physician - 94 Percent,Generic Drugs - 94 Percent,Preferred Brand Drugs - 94 Percent,Non-preferred Brand Drugs - 94 Percent,Specialty Drugs - 94 Percent
NV,Douglas,Bronze,Prominence HealthFirst,16698NV0450015,Prominence Health Plan Bronze 5 Premier,HMO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-775-770-9314,,,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/members/products-and-services/pharmacy-services/,,,,100%,,$176.94,$278.65,$292.02,$316.26,$356.10,$497.65,$756.23,$557.30,$632.52,$712.20,$995.30,$1512.46,$734.24,$809.46,$889.14,$1172.24,$911.18,$986.40,$1066.08,$1349.18,$1088.12,$1163.34,$1243.02,$1526.12,$455.59,$493.20,$533.04,$674.59,$632.53,$670.14,$709.98,$851.53,$809.47,$847.08,$886.92,$1028.47,,"$6,350",$500,"$12,700","$1,000","$6,350",$500,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$40,No Charge after Deductible,No Charge after Deductible,$3000 Copay per Stay,No Charge,$15,$75,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,Douglas,Bronze,Prominence HealthFirst,16698NV0450016,Prominence Health Plan Bronze 6 Premier,HMO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-775-770-9314,,,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/members/products-and-services/pharmacy-services/,,,,100%,,$174.36,$274.59,$287.76,$311.65,$350.91,$490.40,$745.20,$549.18,$623.30,$701.82,$980.80,$1490.40,$723.54,$797.66,$876.18,$1155.16,$897.90,$972.02,$1050.54,$1329.52,$1072.26,$1146.38,$1224.90,$1503.88,$448.95,$486.01,$525.27,$664.76,$623.31,$660.37,$699.63,$839.12,$797.67,$834.73,$873.99,$1013.48,,"$6,350",$250,"$12,700",$500,"$6,350",$250,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$40,No Charge after Deductible,No Charge after Deductible,$3000 Copay per Stay,No Charge,$20,$100,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,Douglas,Bronze,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",33670NV1050001,Anthem Bronze Pathway X PPO 20 for HSA,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-855-711-8949,1-855-711-8949,,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=YFR,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,https://www.sbc.anthem.com/dps/ccd1X7Z,https://www.anthem.com/NVSelectdrugtier4,,,X,100%,,$165.21,$260.18,$272.67,$295.30,$332.51,$464.68,$706.13,$520.36,$590.60,$665.02,$929.36,$1412.26,$685.57,$755.81,$830.23,$1094.57,$850.78,$921.02,$995.44,$1259.78,$1015.99,$1086.23,$1160.65,$1424.99,$425.39,$460.51,$497.72,$629.89,$590.60,$625.72,$662.93,$795.10,$755.81,$790.93,$828.14,$960.31,,"$4,650",Included in Medical,"$9,300",Included in Medical,"$4,650",Included in Medical,"$6,550",Included in Medical,"$13,100",Included in Medical,"$6,550",Included in Medical,20% Coinsurance after deductible,20% Coinsurance after deductible,$500 Copay after deductible and 20% Coinsurance after deductible,$500 Copay per Stay after deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,Douglas,Bronze,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",33670NV1050002,Anthem Bronze Pathway X PPO 4500 20,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-855-711-8949,1-855-711-8949,,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=YFR,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,https://www.sbc.anthem.com/dps/ccd1X84,https://www.anthem.com/NVSelectdrugtier4,,,X,100%,,$168.36,$265.13,$277.86,$300.92,$338.84,$473.52,$719.56,$530.26,$601.84,$677.68,$947.04,$1439.12,$698.62,$770.20,$846.04,$1115.40,$866.98,$938.56,$1014.40,$1283.76,$1035.34,$1106.92,$1182.76,$1452.12,$433.49,$469.28,$507.20,$641.88,$601.85,$637.64,$675.56,$810.24,$770.21,$806.00,$843.92,$978.60,,"$4,500",Included in Medical,"$9,000",Included in Medical,"$4,500",Included in Medical,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$35 Copay before deductible and 20% Coinsurance after deductible,$60 Copay before deductible and 20% Coinsurance after deductible,$500 Copay after deductible and 20% Coinsurance after deductible,$500 Copay per Stay after deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,Douglas,Silver,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",33670NV1050003,Anthem Silver Pathway X PPO 2250 20,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-855-711-8949,1-855-711-8949,,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=YFR,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,https://www.sbc.anthem.com/dps/ccd1X8L,https://www.anthem.com/NVSelectdrugtier4,,,X,100%,,$197.90,$311.65,$326.61,$353.72,$398.29,$556.61,$845.82,$623.30,$707.44,$796.58,$1113.22,$1691.64,$821.20,$905.34,$994.48,$1311.12,$1019.10,$1103.24,$1192.38,$1509.02,$1217.00,$1301.14,$1390.28,$1706.92,$509.55,$551.62,$596.19,$754.51,$707.45,$749.52,$794.09,$952.41,$905.35,$947.42,$991.99,$1150.31,,"$2,250",Included in Medical,"$4,500",Included in Medical,"$2,250",Included in Medical,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$35,20% Coinsurance after deductible,$500 Copay after deductible and 20% Coinsurance after deductible,$500 Copay per Stay after deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,$15,$40,20% Coinsurance after deductible,20% Coinsurance after deductible,,"$2,150",Included in Medical,"$4,300",Included in Medical,"$2,150",Included in Medical,"$5,150",Included in Medical,"$10,300",Included in Medical,"$5,150",Included in Medical,$35,20% Coinsurance after deductible,$500 Copay after deductible and 20% Coinsurance after deductible,$500 Copay per Stay after deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,$15,$40,20% Coinsurance after deductible,20% Coinsurance after deductible,,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,"$1,750",Included in Medical,"$3,500",Included in Medical,"$1,750",Included in Medical,$35,20% Coinsurance after deductible,$250 Copay after deductible and 20% Coinsurance after deductible,$250 Copay per Stay after deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,$15,$40,20% Coinsurance after deductible,20% Coinsurance after deductible,,$250,Included in Medical,$500,Included in Medical,$250,Included in Medical,$700,Included in Medical,"$1,400",Included in Medical,$700,Included in Medical,$30,20% Coinsurance after deductible,$150 Copay after deductible and 20% Coinsurance after deductible,$150 Copay per Stay after deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,$15,$35,20% Coinsurance after deductible,20% Coinsurance after deductible
NV,Douglas,Silver,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",33670NV1050004,Anthem Silver Pathway X PPO 3500 0,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-855-711-8949,1-855-711-8949,,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=YFR,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,https://www.sbc.anthem.com/dps/ccd1X8F,https://www.anthem.com/NVSelectdrugtier4,,,X,100%,,$199.21,$313.72,$328.78,$356.07,$400.93,$560.30,$851.44,$627.44,$712.14,$801.86,$1120.60,$1702.88,$826.65,$911.35,$1001.07,$1319.81,$1025.86,$1110.56,$1200.28,$1519.02,$1225.07,$1309.77,$1399.49,$1718.23,$512.93,$555.28,$600.14,$759.51,$712.14,$754.49,$799.35,$958.72,$911.35,$953.70,$998.56,$1157.93,,"$3,500",Included in Medical,"$7,000",Included in Medical,"$3,500",Included in Medical,"$4,500",Included in Medical,"$9,000",Included in Medical,"$4,500",Included in Medical,$45 Copay before deductible,$70 Copay before deductible,$200 Copay after deductible,$500 Copay per Stay after deductible,No Charge after Deductible,$15,$40,No Charge after Deductible,No Charge after Deductible,,"$3,000",Included in Medical,"$6,000",Included in Medical,"$3,000",Included in Medical,"$4,000",Included in Medical,"$8,000",Included in Medical,"$4,000",Included in Medical,$45 Copay before deductible,$70 Copay before deductible,$200 Copay after deductible,$500 Copay per Stay after deductible,No Charge after Deductible,$15,$40,No Charge after Deductible,No Charge after Deductible,,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,"$1,750",Included in Medical,"$3,500",Included in Medical,"$1,750",Included in Medical,$45 Copay before deductible,$70 Copay before deductible,$200 Copay after deductible,$250 Copay per Stay after deductible,No Charge after Deductible,$15,$40,No Charge after Deductible,No Charge after Deductible,,$250,Included in Medical,$500,Included in Medical,$250,Included in Medical,$850,Included in Medical,"$1,700",Included in Medical,$850,Included in Medical,$30 Copay before deductible,$60 Copay before deductible,$150 Copay after deductible,$150 Copay per Stay after deductible,No Charge after Deductible,$15,$35,No Charge after Deductible,No Charge after Deductible
NV,Douglas,Bronze,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",33670NV1050005,Anthem Bronze Pathway X PPO 6200 30,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-855-711-8949,1-855-711-8949,,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=YFR,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,https://www.sbc.anthem.com/dps/ccd1X7X,https://www.anthem.com/NVSelectdrugtier4,,,X,100%,,$157.54,$248.10,$260.01,$281.59,$317.07,$443.11,$673.34,$496.20,$563.18,$634.14,$886.22,$1346.68,$653.74,$720.72,$791.68,$1043.76,$811.28,$878.26,$949.22,$1201.30,$968.82,$1035.80,$1106.76,$1358.84,$405.64,$439.13,$474.61,$600.65,$563.18,$596.67,$632.15,$758.19,$720.72,$754.21,$789.69,$915.73,,"$6,200",Included in Medical,"$12,400",Included in Medical,"$6,200",Included in Medical,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$45 and 30% Coinsurance after deductible,30% Coinsurance after deductible,$500 Copay after deductible and 30% Coinsurance after deductible,$350 Copay per Stay after deductible and 30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,Douglas,Bronze,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",33670NV1050006,Anthem Bronze Pathway X PPO 5200 20,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-855-711-8949,1-855-711-8949,,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=YFR,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,https://www.sbc.anthem.com/dps/ccd1X81,https://www.anthem.com/NVSelectdrugtier4,,,X,100%,,$162.97,$256.64,$268.96,$291.29,$327.99,$458.36,$696.52,$513.28,$582.58,$655.98,$916.72,$1393.04,$676.25,$745.55,$818.95,$1079.69,$839.22,$908.52,$981.92,$1242.66,$1002.19,$1071.49,$1144.89,$1405.63,$419.61,$454.26,$490.96,$621.33,$582.58,$617.23,$653.93,$784.30,$745.55,$780.20,$816.90,$947.27,,"$5,200",Included in Medical,"$10,400",Included in Medical,"$5,200",Included in Medical,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$35 and 20% Coinsurance after deductible,20% Coinsurance after deductible,$500 Copay after deductible and 20% Coinsurance after deductible,$500 Copay per Stay after deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,Douglas,Catastrophic,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",33670NV1050007,Anthem Catastrophic Pathway X PPO 6850 0,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-855-711-8949,1-855-711-8949,,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=YFR,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,https://www.sbc.anthem.com/dps/ccd1X87,https://www.anthem.com/NVSelectdrugtier4,,,X,100%,,$133.17,$209.72,$219.79,$238.03,$268.02,$374.56,$569.18,$419.44,$476.06,$536.04,$749.12,$1138.36,$552.61,$609.23,$669.21,$882.29,$685.78,$742.40,$802.38,$1015.46,$818.95,$875.57,$935.55,$1148.63,$342.89,$371.20,$401.19,$507.73,$476.06,$504.37,$534.36,$640.90,$609.23,$637.54,$667.53,$774.07,,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$40 Copay before deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,Douglas,Silver,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",33670NV1050010,Anthem Silver Pathway X PPO 4000 15,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-855-711-8949,1-855-711-8949,,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=YFR,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,https://www.sbc.anthem.com/dps/ccd1X8S.,https://www.anthem.com/NVSelectdrugtier4,,,X,100%,,$170.50,$268.50,$281.39,$304.75,$343.14,$479.54,$728.71,$537.00,$609.50,$686.28,$959.08,$1457.42,$707.50,$780.00,$856.78,$1129.58,$878.00,$950.50,$1027.28,$1300.08,$1048.50,$1121.00,$1197.78,$1470.58,$439.00,$475.25,$513.64,$650.04,$609.50,$645.75,$684.14,$820.54,$780.00,$816.25,$854.64,$991.04,,"$4,000",Included in Medical,"$8,000",Included in Medical,"$4,000",Included in Medical,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$40,15% Coinsurance after deductible,$500 Copay after deductible and 15% Coinsurance after deductible,$500 Copay per Stay after deductible and 15% Coinsurance after deductible,15% Coinsurance after deductible,$15,$40,15% Coinsurance after deductible,15% Coinsurance after deductible,,"$3,100",Included in Medical,"$6,200",Included in Medical,"$3,100",Included in Medical,"$5,100",Included in Medical,"$10,200",Included in Medical,"$5,100",Included in Medical,$40,15% Coinsurance after deductible,$500 Copay after deductible and 15% Coinsurance after deductible,$500 Copay per Stay after deductible and 15% Coinsurance after deductible,15% Coinsurance after deductible,$15,$40,15% Coinsurance after deductible,15% Coinsurance after deductible,,"$1,000",Included in Medical,"$2,000",Included in Medical,"$1,000",Included in Medical,"$1,700",Included in Medical,"$3,400",Included in Medical,"$1,700",Included in Medical,$35,15% Coinsurance after deductible,$250 Copay after deductible and 15% Coinsurance after deductible,$250 Copay per Stay after deductible and 15% Coinsurance after deductible,15% Coinsurance after deductible,$15,$40,15% Coinsurance after deductible,15% Coinsurance after deductible,,$250,Included in Medical,$500,Included in Medical,$250,Included in Medical,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,$25,15% Coinsurance after deductible,$150 Copay after deductible and 15% Coinsurance after deductible,$150 Copay per Stay after deductible and 15% Coinsurance after deductible,15% Coinsurance after deductible,$15,$35,15% Coinsurance after deductible,15% Coinsurance after deductible
NV,Douglas,Silver,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",33670NV1050012,Anthem Silver Pathway X PPO 2750 10,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-855-711-8949,1-855-711-8949,,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=YFR,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,https://www.sbc.anthem.com/dps/ccd1XL4,https://www.anthem.com/NVSelectdrugtier4,,,X,100%,,$196.22,$309.00,$323.83,$350.72,$394.90,$551.87,$838.63,$618.00,$701.44,$789.80,$1103.74,$1677.26,$814.22,$897.66,$986.02,$1299.96,$1010.44,$1093.88,$1182.24,$1496.18,$1206.66,$1290.10,$1378.46,$1692.40,$505.22,$546.94,$591.12,$748.09,$701.44,$743.16,$787.34,$944.31,$897.66,$939.38,$983.56,$1140.53,,"$2,750",Included in Medical,"$5,500",Included in Medical,"$2,750",Included in Medical,"$6,500",Included in Medical,"$13,000",Included in Medical,"$6,500",Included in Medical,$40 Copay before deductible,$75 Copay before deductible and 10% Coinsurance after deductible,$500 Copay after deductible and 10% Coinsurance after deductible,$500 Copay per Stay after deductible and 10% Coinsurance after deductible,10% Coinsurance after deductible,$15,$40,10% Coinsurance after deductible,10% Coinsurance after deductible,,"$2,500",Included in Medical,"$5,000",Included in Medical,"$2,500",Included in Medical,"$5,100",Included in Medical,"$10,200",Included in Medical,"$5,100",Included in Medical,$40 Copay before deductible,$75 Copay before deductible and 10% Coinsurance after deductible,$500 Copay after deductible and 10% Coinsurance after deductible,$500 Copay per Stay after deductible and 10% Coinsurance after deductible,10% Coinsurance after deductible,$15,$40,10% Coinsurance after deductible,10% Coinsurance after deductible,,$800,Included in Medical,"$1,600",Included in Medical,$800,Included in Medical,"$1,800",Included in Medical,"$3,600",Included in Medical,"$1,800",Included in Medical,$40 Copay before deductible,$75 Copay before deductible and 10% Coinsurance after deductible,$250 Copay after deductible and 10% Coinsurance after deductible,$250 Copay per Stay after deductible and 10% Coinsurance after deductible,10% Coinsurance after deductible,$15,$40,10% Coinsurance after deductible,10% Coinsurance after deductible,,$250,Included in Medical,$500,Included in Medical,$250,Included in Medical,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,$25 Copay before deductible,$50 Copay before deductible and 10% Coinsurance after deductible,$150 Copay after deductible and 10% Coinsurance after deductible,$150 Copay per Stay after deductible and 10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$35,10% Coinsurance after deductible,10% Coinsurance after deductible
NV,Douglas,Silver,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",33670NV1050013,Anthem Silver Pathway X PPO 2500 15,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-855-711-8949,1-855-711-8949,,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=YFR,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,https://www.sbc.anthem.com/dps/ccd1XLB,https://www.anthem.com/NVSelectdrugtier4,,,X,100%,,$198.15,$312.05,$327.03,$354.18,$398.80,$557.32,$846.90,$624.10,$708.36,$797.60,$1114.64,$1693.80,$822.25,$906.51,$995.75,$1312.79,$1020.40,$1104.66,$1193.90,$1510.94,$1218.55,$1302.81,$1392.05,$1709.09,$510.20,$552.33,$596.95,$755.47,$708.35,$750.48,$795.10,$953.62,$906.50,$948.63,$993.25,$1151.77,,"$2,500",Included in Medical,"$5,000",Included in Medical,"$2,500",Included in Medical,"$6,250",Included in Medical,"$12,500",Included in Medical,"$6,250",Included in Medical,$45 Copay before deductible,$70 Copay before deductible and 15% Coinsurance after deductible,$500 Copay after deductible and 15% Coinsurance after deductible,$500 Copay per Stay after deductible and 15% Coinsurance after deductible,15% Coinsurance after deductible,$15,$40,15% Coinsurance after deductible,15% Coinsurance after deductible,,"$2,250",Included in Medical,"$4,500",Included in Medical,"$2,250",Included in Medical,"$5,000",Included in Medical,"$10,000",Included in Medical,"$5,000",Included in Medical,$45 Copay before deductible,$70 Copay before deductible and 15% Coinsurance after deductible,$500 Copay after deductible and 15% Coinsurance after deductible,$500 Copay per Stay after deductible and 15% Coinsurance after deductible,15% Coinsurance after deductible,$15,$40,15% Coinsurance after deductible,15% Coinsurance after deductible,,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,"$1,750",Included in Medical,"$3,500",Included in Medical,"$1,750",Included in Medical,$45 Copay before deductible,$70 Copay before deductible and 15% Coinsurance after deductible,$250 Copay after deductible and 15% Coinsurance after deductible,$250 Copay per Stay after deductible and 15% Coinsurance after deductible,15% Coinsurance after deductible,$15,$40,15% Coinsurance after deductible,15% Coinsurance after deductible,,$200,Included in Medical,$400,Included in Medical,$200,Included in Medical,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,$25 Copay before deductible,$50 Copay before deductible and 15% Coinsurance after deductible,$150 Copay after deductible and 15% Coinsurance after deductible,$150 Copay per Stay after deductible and 15% Coinsurance after deductible,15% Coinsurance after deductible,$10,$35,15% Coinsurance after deductible,15% Coinsurance after deductible
