State Code,County Name,Metal Level,Issuer Name,Plan ID (Standard Component),Plan Marketing Name,Plan Type,Rating Area,Child Only Offering,Source,Customer Service Phone Number Local,Customer Service Phone Number Toll Free,Customer Service Phone Number TTY,Network URL,Plan Brochure URL,Summary of Benefits URL,Drug Formulary URL,Accredidation,Adult Dental ,Child Dental ,EHB Percent of Total Premium,Premium Scenarios,Premium Child,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30 ,Premium Adult Individual Age 40 ,Premium Adult Individual Age 50 ,Premium Adult Individual Age 60 ,Premium Couple 21  ,Premium Couple 30 ,Premium Couple 40 ,Premium Couple 50 ,Premium Couple 60 ,"Couple+1 child, Age 21","Couple+1 child, Age 30 ","Couple+1 child, Age 40 ","Couple+1 child, Age 50 ","Couple+2 children, Age 21","Couple+2 children, Age 30 ","Couple+2 children, Age 40 ","Couple+2 children, Age 50","Couple+3 or more Children, Age 21","Couple+3 or more Children, Age 30","Couple+3 or more Children, Age 40","Couple+3 or more Children, Age 50","Individual+1 child, Age 21","Individual+1 child, Age 30","Individual+1 child, Age 40","Individual+1 child, Age 50","Individual+2 children, Age 21","Individual+2 children, Age 30","Individual+2 children, Age 40","Individual+2 children, Age 50","Individual+3 or more children, Age 21","Individual+3 or more children, Age 30","Individual+3 or more children, Age 40","Individual+3 or more children, Age 50",Standard Plan Cost Sharing,Medical Deductible - Individual - Standard,Drug Deductible - Individual - Standard,Medical Deductible - Family - Standard,Drug Deductible - Family - Standard,Medical Deductible - Family (Per Person) - Standard,Drug Deductible - Family (Per Person) - Standard,Medical Maximum Out Of Pocket - Individual - Standard,Drug Maximum Out Of Pocket - Individual - Standard,Medical Maximum Out Of Pocket - Family - Standard,Drug Maximum Out Of Pocket - Family - Standard,Medical Maximum Out Of Pocket - Family (Per Person) - Standard,Drug Maximum Out Of Pocket - Family (Per Person) - Standard,Primary Care Physician - Standard,Specialist - Standard,Emergency Room - Standard,Inpatient Facility - Standard,Inpatient Physician - Standard,Generic Drugs - Standard,Preferred Brand Drugs - Standard,Non-preferred Brand Drugs - Standard,Specialty Drugs - Standard,73 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 73 Percent,Drug Deductible - Individual - 73 Percent,Medical Deductible - Family - 73 Percent,Drug Deductible - Family - 73 Percent,Medical Deductible - Family (Per Person) - 73 Percent,Drug Deductible - Family (Per Person) - 73 Percent,Medical Maximum Out Of Pocket - Individual - 73 Percent,Drug Maximum Out Of Pocket - Individual - 73 Percent,Medical Maximum Out Of Pocket - Family - 73 Percent,Drug Maximum Out Of Pocket - Family - 73 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 73 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 73 Percent,Primary Care Physician - 73 Percent,Specialist - 73 Percent,Emergency Room - 73 Percent,Inpatient Facility - 73 Percent,Inpatient Physician - 73 Percent,Generic Drugs - 73 Percent,Preferred Brand Drugs - 73 Percent,Non-preferred Brand Drugs - 73 Percent,Specialty Drugs - 73 Percent,87 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 87 Percent,Drug Deductible - Individual - 87 Percent,Medical Deductible - Family - 87 Percent,Drug Deductible - Family - 87 Percent,Medical Deductible - Family (Per Person) - 87 Percent,Drug Deductible - Family (Per Person) - 87 Percent,Medical Maximum Out Of Pocket - Individual - 87 Percent,Drug Maximum Out Of Pocket - Individual - 87 Percent,Medical Maximum Out Of Pocket - Family - 87 Percent,Drug Maximum Out Of Pocket - Family - 87 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 87 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 87 Percent,Primary Care Physician - 87 Percent,Specialist - 87 Percent,Emergency Room - 87 Percent,Inpatient Facility - 87 Percent,Inpatient Physician - 87 Percent,Generic Drugs - 87 Percent,Preferred Brand Drugs - 87 Percent,Non-preferred Brand Drugs - 87 Percent,Specialty Drugs - 87 Percent,94 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 94 Percent,Drug Deductible - Individual - 94 Percent,Medical Deductible - Family - 94 Percent,Drug Deductible - Family - 94 Percent,Medical Deductible - Family (Per Person) - 94 Percent,Drug Deductible - Family (Per Person) - 94 Percent,Medical Maximum Out Of Pocket -individual - 94 Percent,Drug Maximum Out Of Pocket - individual - 94 Percent,Medical Maximum Out Of Pocket - family - 94 Percent,Drug Maximum Out Of Pocket - Family  - 94 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 94 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 94 Percent,Primary Care Physician - 94 Percent,Specialist - 94 Percent,Emergency Room - 94 Percent,Inpatient Facility - 94 Percent,Inpatient Physician - 94 Percent,Generic Drugs - 94 Percent,Preferred Brand Drugs - 94 Percent,Non-preferred Brand Drugs - 94 Percent,Specialty Drugs - 94 Percent
OR,Baker,Bronze,LifeWise Health Plan of Oregon,85804OR0540002,Essential Bronze Exchange 6350 EPO,EPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://lifewise.vitalschoice.com/?ci=lifewiseor&network_id=15,https://www.lifewiseor.com/documents/031534_2016.pdf,https://www.lifewiseor.com/documents/031147_2016.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,99.7%,,$118.00,$186.00,$195.00,$212.00,$238.00,$333.00,$506.00,$372.00,$424.00,$476.00,$666.00,$1012.00,$490.00,$542.00,$594.00,$784.00,$608.00,$660.00,$712.00,$902.00,$726.00,$778.00,$830.00,$1020.00,$304.00,$330.00,$356.00,$451.00,$422.00,$448.00,$474.00,$569.00,$540.00,$566.00,$592.00,$687.00,,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$20,20% Coinsurance after deductible,$250 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Baker,Bronze,LifeWise Health Plan of Oregon,85804OR0550001,Essential Bronze Exchange 5250 HSA EPO,EPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://lifewise.vitalschoice.com/?ci=lifewiseor&network_id=15,https://www.lifewiseor.com/documents/031534_2016.pdf,https://www.lifewiseor.com/documents/031149_2016.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,99.7%,,$117.00,$184.00,$193.00,$209.00,$235.00,$329.00,$499.00,$368.00,$418.00,$470.00,$658.00,$998.00,$485.00,$535.00,$587.00,$775.00,$602.00,$652.00,$704.00,$892.00,$719.00,$769.00,$821.00,$1009.00,$301.00,$326.00,$352.00,$446.00,$418.00,$443.00,$469.00,$563.00,$535.00,$560.00,$586.00,$680.00,,"$5,250",Included in Medical,"$10,500",Included in Medical,"$5,250",Included in Medical,"$6,100",Included in Medical,"$12,200",Included in Medical,"$6,100",Included in Medical,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Baker,Silver,LifeWise Health Plan of Oregon,85804OR0560001,LifeWise Oregon Standard Silver Plan Exclusive Provider 2500,EPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://lifewise.vitalschoice.com/?ci=lifewiseor&network_id=15,https://www.lifewiseor.com/documents/031534_2016.pdf,https://www.lifewiseor.com/documents/031150_2016.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,99.8%,,$153.00,$240.00,$252.00,$273.00,$307.00,$429.00,$652.00,$480.00,$546.00,$614.00,$858.00,$1304.00,$633.00,$699.00,$767.00,$1011.00,$786.00,$852.00,$920.00,$1164.00,$939.00,$1005.00,$1073.00,$1317.00,$393.00,$426.00,$460.00,$582.00,$546.00,$579.00,$613.00,$735.00,$699.00,$732.00,$766.00,$888.00,,"$2,500",$0,"$5,000",$0,"$2,500",$0,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$35,$70,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,"$2,500",$0,"$5,000",$0,"$2,500",$0,"$4,300",Included in Medical,$8600.00,Included in Medical,$4300.00,Included in Medical,$35,$70,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,$850,$0,"$1,700",$0,$850,$0,"$1,500",Included in Medical,"$3,000",Included in Medical,"$1,500",Included in Medical,$15,$30,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$25,50%,50%,,$100,$0,$200,$0,$100,$0,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,$10,$20,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$5,$10,25%,25%
OR,Baker,Bronze,LifeWise Health Plan of Oregon,85804OR0570001,LifeWise Oregon Standard Bronze Plan Exclusive Provider 5000,EPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://lifewise.vitalschoice.com/?ci=lifewiseor&network_id=15,https://www.lifewiseor.com/documents/031534_2016.pdf,https://www.lifewiseor.com/documents/029195_2016.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,99.7%,,$115.00,$180.00,$189.00,$205.00,$231.00,$322.00,$490.00,$360.00,$410.00,$462.00,$644.00,$980.00,$475.00,$525.00,$577.00,$759.00,$590.00,$640.00,$692.00,$874.00,$705.00,$755.00,$807.00,$989.00,$295.00,$320.00,$346.00,$437.00,$410.00,$435.00,$461.00,$552.00,$525.00,$550.00,$576.00,$667.00,,"$5,000",Included in Medical,"$10,000",Included in Medical,"$5,000",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$60 Copay after deductible,$100 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$20 Copay after deductible,$80 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Baker,Gold,LifeWise Health Plan of Oregon,85804OR0570002,LifeWise Oregon Standard Gold Plan Exclusive Provider 1250,EPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://lifewise.vitalschoice.com/?ci=lifewiseor&network_id=15,https://www.lifewiseor.com/documents/031534_2016.pdf,https://www.lifewiseor.com/documents/033240_2016.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,99.8%,,$188.00,$296.00,$310.00,$336.00,$378.00,$528.00,$803.00,$592.00,$672.00,$756.00,$1056.00,$1606.00,$780.00,$860.00,$944.00,$1244.00,$968.00,$1048.00,$1132.00,$1432.00,$1156.00,$1236.00,$1320.00,$1620.00,$484.00,$524.00,$566.00,$716.00,$672.00,$712.00,$754.00,$904.00,$860.00,$900.00,$942.00,$1092.00,,"$1,250",$0,"$2,500",$0,"$1,250",$0,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$20,$40,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$30,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Baker,Gold,"Community Care of Oregon, Inc.",99389OR0550001,Oregon's Health CO-OP Oregon Standard Gold Plan Broad Network,PPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-503-416-1771,1-844-509-4676,1-800-735-2900,https://www.ohcoop.org/families-individuals/find-provider/,https://www.ohcoop.org/individual-plan-documents-2016/,https://www.ohcoop.org/wp-content/uploads/99389OR0550001-01-Oregons-Health-CO-OP-Oregon-Standard-Gold-Plan-Broad-Network_2016.pdf,https://www.ohcoop.org/pharmacy/,,,,99.6%,,$217.00,$342.00,$358.00,$388.00,$437.00,$610.00,$927.00,$684.00,$776.00,$874.00,$1220.00,$1854.00,$901.00,$993.00,$1091.00,$1437.00,$1118.00,$1210.00,$1308.00,$1654.00,$1335.00,$1427.00,$1525.00,$1871.00,$559.00,$605.00,$654.00,$827.00,$776.00,$822.00,$871.00,$1044.00,$993.00,$1039.00,$1088.00,$1261.00,,"$1,250",$0,"$2,500",$0,Not Applicable,$0,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$20,$40,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$30,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Baker,Silver,"Community Care of Oregon, Inc.",99389OR0570001,Oregon's Health CO-OP Oregon Standard Silver Plan Broad Network,PPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-503-416-1771,1-844-509-4676,1-800-735-2900,https://www.ohcoop.org/families-individuals/find-provider/,https://www.ohcoop.org/individual-plan-documents-2016/,https://www.ohcoop.org/wp-content/uploads/99389OR0570001-01-Oregons-Health-CO-OP-Oregon-Standard-Silver-Plan-Broad-Network_2016.pdf,https://www.ohcoop.org/pharmacy/,,,,99.6%,,$182.00,$286.00,$300.00,$325.00,$366.00,$511.00,$776.00,$572.00,$650.00,$732.00,$1022.00,$1552.00,$754.00,$832.00,$914.00,$1204.00,$936.00,$1014.00,$1096.00,$1386.00,$1118.00,$1196.00,$1278.00,$1568.00,$468.00,$507.00,$548.00,$693.00,$650.00,$689.00,$730.00,$875.00,$832.00,$871.00,$912.00,$1057.00,,"$2,500",$0,"$5,000",$0,Not Applicable,$0,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$35,$70,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,"$2,500",$0,"$5,000",$0,Not Applicable,$0,"$4,300",Included in Medical,$8600.00,Included in Medical,$4300.00,Included in Medical,$35,$70,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,$850,$0,"$1,700",$0,Not Applicable,$0,"$1,500",Included in Medical,"$3,000",Included in Medical,"$1,500",Included in Medical,$15,$30,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$25,50%,50%,,$100,$0,$200,$0,Not Applicable,$0,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,$10,$20,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$5,$10,25%,25%
OR,Baker,Bronze,"Community Care of Oregon, Inc.",99389OR0590001,Oregon's Health CO-OP Oregon Standard Bronze Plan Broad Network,PPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-503-416-1771,1-844-509-4676,1-800-735-2900,https://www.ohcoop.org/families-individuals/find-provider/,https://www.ohcoop.org/individual-plan-documents-2016/,https://www.ohcoop.org/wp-content/uploads/99389OR0590001-01-Oregons-Health-CO-OP-Oregon-Standard-Bronze-Plan-Broad-Network_2016.pdf,https://www.ohcoop.org/pharmacy/,,,,99.6%,,$142.00,$223.00,$234.00,$253.00,$285.00,$398.00,$605.00,$446.00,$506.00,$570.00,$796.00,$1210.00,$588.00,$648.00,$712.00,$938.00,$730.00,$790.00,$854.00,$1080.00,$872.00,$932.00,$996.00,$1222.00,$365.00,$395.00,$427.00,$540.00,$507.00,$537.00,$569.00,$682.00,$649.00,$679.00,$711.00,$824.00,,"$5,000",Included in Medical,"$10,000",Included in Medical,Not Applicable,Not Applicable,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$60 Copay after deductible,$100 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$20 Copay after deductible,$80 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Baker,Gold,"Community Care of Oregon, Inc.",99389OR0620001,SiMPLEgold Broad Network,PPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-503-416-1771,1-844-509-4676,1-800-735-2900,https://www.ohcoop.org/families-individuals/find-provider/,https://www.ohcoop.org/individual-plan-documents-2016/,https://www.ohcoop.org/wp-content/uploads/99389OR0620001-01-Oregons-Health-CO-OP-SiMPLEgold-Broad-Network.pdf,https://www.ohcoop.org/pharmacy/,,,,99.7%,,$209.00,$330.00,$346.00,$374.00,$421.00,$589.00,$895.00,$660.00,$748.00,$842.00,$1178.00,$1790.00,$869.00,$957.00,$1051.00,$1387.00,$1078.00,$1166.00,$1260.00,$1596.00,$1287.00,$1375.00,$1469.00,$1805.00,$539.00,$583.00,$630.00,$798.00,$748.00,$792.00,$839.00,$1007.00,$957.00,$1001.00,$1048.00,$1216.00,,$0,Included in Medical,$0,Included in Medical,Not Applicable,Not Applicable,"$5,500",Included in Medical,"$11,000",Included in Medical,"$5,500",Included in Medical,$30,$50,$250,$3000 Copay per Stay,No Charge,$10,$50,$70,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Multnomah,Gold,"Zoom Health Plan, Inc.",30969OR0060001,Zoom Gold Plan,EPO,Rating Area 1,Allows Adult and Child-Only,SERFF,1-503-684-8252,,,https://www.zoomcare.com/health-insurance/zoom_provider_guide.pdf,https://www.zoomcare.com/plusyou,https://www.zoomcare.com/sbc/izgd01,https://www.zoomcare.com/medlist,,,X,99.4%,,$170.00,$268.00,$281.00,$304.00,$342.00,$478.00,$727.00,$536.00,$608.00,$684.00,$956.00,$1454.00,$706.00,$778.00,$854.00,$1126.00,$876.00,$948.00,$1024.00,$1296.00,$1046.00,$1118.00,$1194.00,$1466.00,$438.00,$474.00,$512.00,$648.00,$608.00,$644.00,$682.00,$818.00,$778.00,$814.00,$852.00,$988.00,,$0,Included in Medical,$0,Included in Medical,$0,Included in Medical,"$6,600",Included in Medical,"$13,200",Included in Medical,"$6,600",Included in Medical,No Charge,$60,25%,25%,25%,$10,$60,25%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Baker,Silver,"Community Care of Oregon, Inc.",99389OR0640001,SiMPLEsilver Broad Network,PPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-503-416-1771,1-844-509-4676,1-800-735-2900,https://www.ohcoop.org/families-individuals/find-provider/,https://www.ohcoop.org/individual-plan-documents-2016/,https://www.ohcoop.org/wp-content/uploads/99389OR0640001-01-Oregons-Health-CO-OP-SiMPLEsilver-Broad-Network.pdf,https://www.ohcoop.org/pharmacy/,,,,99.4%,,$176.00,$277.00,$290.00,$315.00,$354.00,$495.00,$752.00,$554.00,$630.00,$708.00,$990.00,$1504.00,$730.00,$806.00,$884.00,$1166.00,$906.00,$982.00,$1060.00,$1342.00,$1082.00,$1158.00,$1236.00,$1518.00,$453.00,$491.00,$530.00,$671.00,$629.00,$667.00,$706.00,$847.00,$805.00,$843.00,$882.00,$1023.00,,$0,Included in Medical,$0,Included in Medical,Not Applicable,Not Applicable,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$35,$55,$500,$5000 Copay per Stay,No Charge,$15,$70,$140,50%,,$0,Included in Medical,$0,Included in Medical,Not Applicable,Not Applicable,"$5,450",Included in Medical,$10900.00,Included in Medical,$5450.00,Included in Medical,$25,$55,$500,$5000 Copay per Stay,No Charge,$15,$70,$140,50%,,$0,Included in Medical,$0,Included in Medical,Not Applicable,Not Applicable,"$2,250",Included in Medical,"$4,500",Included in Medical,"$2,250",Included in Medical,$20,$45,$500,$2250 Copay per Stay,No Charge,$10,$35,$70,50%,,$0,Included in Medical,$0,Included in Medical,Not Applicable,Not Applicable,$600,Included in Medical,"$1,200",Included in Medical,$600,Included in Medical,$10,$20,$200,$500 Copay per Stay,No Charge,$10,$30,$50,50%
OR,Baker,Silver,"Community Care of Oregon, Inc.",99389OR0670001,SiMPLEsilver HSA Broad Network,PPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-503-416-1771,1-844-509-4676,1-800-735-2900,https://www.ohcoop.org/families-individuals/find-provider/,https://www.ohcoop.org/individual-plan-documents-2016/,https://www.ohcoop.org/wp-content/uploads/99389OR0670001-01-Oregons-Health-CO-OP-SiMPLEsilver-HSA-Broad-Network.pdf,https://www.ohcoop.org/pharmacy/,,,,99.6%,,$177.00,$279.00,$292.00,$316.00,$356.00,$498.00,$756.00,$558.00,$632.00,$712.00,$996.00,$1512.00,$735.00,$809.00,$889.00,$1173.00,$912.00,$986.00,$1066.00,$1350.00,$1089.00,$1163.00,$1243.00,$1527.00,$456.00,$493.00,$533.00,$675.00,$633.00,$670.00,$710.00,$852.00,$810.00,$847.00,$887.00,$1029.00,,"$3,500",Included in Medical,"$7,000",Included in Medical,Not Applicable,Not Applicable,"$3,500",Included in Medical,"$7,000",Included in Medical,"$3,500",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,"$3,000",Included in Medical,"$6,000",Included in Medical,Not Applicable,Not Applicable,"$3,000",Included in Medical,$6000.00,Included in Medical,$3000.00,Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,"$1,100",Included in Medical,"$2,200",Included in Medical,Not Applicable,Not Applicable,"$1,100",Included in Medical,"$2,200",Included in Medical,"$1,100",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,$500,Included in Medical,"$1,000",Included in Medical,Not Applicable,Not Applicable,$500,Included in Medical,"$1,000",Included in Medical,$500,Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible
OR,Baker,Bronze,"Community Care of Oregon, Inc.",99389OR0680001,SiMPLEbronze Broad Network,PPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-503-416-1771,1-844-509-4676,1-800-735-2900,https://www.ohcoop.org/families-individuals/find-provider/,https://www.ohcoop.org/individual-plan-documents-2016/,https://www.ohcoop.org/wp-content/uploads/99389OR0680001-01-Oregons-Health-CO-OP-SiMPLEbronze-Broad-Network.pdf,https://www.ohcoop.org/pharmacy/,,,,99.4%,,$152.00,$240.00,$251.00,$272.00,$307.00,$428.00,$651.00,$480.00,$544.00,$614.00,$856.00,$1302.00,$632.00,$696.00,$766.00,$1008.00,$784.00,$848.00,$918.00,$1160.00,$936.00,$1000.00,$1070.00,$1312.00,$392.00,$424.00,$459.00,$580.00,$544.00,$576.00,$611.00,$732.00,$696.00,$728.00,$763.00,$884.00,,"$6,850",Included in Medical,"$13,700",Included in Medical,Not Applicable,Not Applicable,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$40,$80,$750,No Charge after Deductible,No Charge,$30,$100,$200,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Benton,Bronze,PacificSource Health Plans,10091OR0360004,PacificSource Oregon Standard Bronze Plan PSN,PPO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-541-686-1242,1-800-624-6052,,http://providerdirectory.pacificsource.com/?nPlan=PSN,http://www.PacificSource.com/oregon/individual-brochure-2016,http://www.PacificSource.com/oregon/ind-psn-sb,http://www.pacificsource.com/drug-list/,,,,99.9%,,$149.00,$235.00,$247.00,$267.00,$301.00,$420.00,$639.00,$470.00,$534.00,$602.00,$840.00,$1278.00,$619.00,$683.00,$751.00,$989.00,$768.00,$832.00,$900.00,$1138.00,$917.00,$981.00,$1049.00,$1287.00,$384.00,$416.00,$450.00,$569.00,$533.00,$565.00,$599.00,$718.00,$682.00,$714.00,$748.00,$867.00,,"$5,000",Included in Medical,"$10,000",Included in Medical,"$5,000",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$60 Copay after deductible,$100 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$20 Copay after deductible,$80 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Benton,Silver,PacificSource Health Plans,10091OR0360005,PacificSource Oregon Standard Silver Plan PSN,PPO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-541-686-1242,1-800-624-6052,,http://providerdirectory.pacificsource.com/?nPlan=PSN,http://www.PacificSource.com/oregon/individual-brochure-2016,http://www.PacificSource.com/oregon/ind-psn-ss,http://www.pacificsource.com/drug-list/,,,,99.9%,,$188.00,$295.00,$310.00,$335.00,$377.00,$528.00,$802.00,$590.00,$670.00,$754.00,$1056.00,$1604.00,$778.00,$858.00,$942.00,$1244.00,$966.00,$1046.00,$1130.00,$1432.00,$1154.00,$1234.00,$1318.00,$1620.00,$483.00,$523.00,$565.00,$716.00,$671.00,$711.00,$753.00,$904.00,$859.00,$899.00,$941.00,$1092.00,,"$2,500",$0,"$5,000",$0,"$2,500",$0,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$35,$70,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,"$2,500",$0,"$5,000",$0,"$2,500",$0,"$4,300",Included in Medical,$8600.00,Included in Medical,$4300.00,Included in Medical,$35,$70,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,$850,$0,"$1,700",$0,$850,$0,"$1,500",Included in Medical,"$3,000",Included in Medical,"$1,500",Included in Medical,$15,$30,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$25,50%,50%,,$100,$0,$200,$0,$100,$0,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,$10,$20,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$5,$10,25%,25%
