State,County,Metal Level,Issuer Name,Plan ID (standard component),Plan Marketing Name,Plan Type,Rating Area,Child Only Offering,Source,Customer Service Phone Number Local,Customer Service Phone Number Toll Free,Customer Service Phone Number TTY,Network URL,Plan Brochure URL,Summary of Benefits URL,Drug Formulary URL,Accredidation,Adult Dental,Child Dental,Premium Scenarios,Premium Child,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30 ,Premium Adult Individual Age 40 ,Premium Adult Individual Age 50 ,Premium Adult Individual Age 60 ,Premium Couple 21  ,Premium Couple 30 ,Premium Couple 40 ,Premium Couple 50 ,Premium Couple 60 ,"Couple+1 child, Age 21","Couple+1 child, Age 30 ","Couple+1 child, Age 40 ","Couple+1 child, Age 50 ","Couple+2 children, Age 21","Couple+2 children, Age 30 ","Couple+2 children, Age 40 ","Couple+2 children, Age 50","Couple+3 or more Children, Age 21","Couple+3 or more Children, Age 30","Couple+3 or more Children, Age 40","Couple+3 or more Children, Age 50","Individual+1 child, Age 21","Individual+1 child, Age 30","Individual+1 child, Age 40","Individual+1 child, Age 50","Individual+2 children, Age 21","Individual+2 children, Age 30","Individual+2 children, Age 40","Individual+2 children, Age 50","Individual+3 or more children, Age 21","Individual+3 or more children, Age 30","Individual+3 or more children, Age 40","Individual+3 or more children, Age 50",Standard Plan Cost Sharing,Medical Deductible-individual-standard,Drug Deductible-individual-standard,Medical Deductible-family-standard,Drug Deductible - family - standard,Medical Maximum Out Of Pocket - individual - standard,Drug Maximum Out of Pocket - individual - standard,Medical Maximum Out of Pocket - family - standard,Drug Maximum Out of Pocket - Family  - standard,Primary Care Physician  - standard,Specialist  - standard,Emergency Room  - standard,Inpatient Facility  - standard,Inpatient Physician - standard,Generic Drugs - standard,Preferred Brand Drugs - standard,Non-preferred Brand Drugs - standard,Specialty Drugs - standard,73 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - individual - 73 percent,Drug Deductible - individual - 73 percent,Medical Deductible - family - 73 percent,Drug Deductible - family - 73 percent,Medical Maximum Out Of Pocket - individual - 73 percent,Drug Maximum Out of Pocket - individual - 73 percent,Medical Maximum Out of Pocket - family - 73 percent,Drug Maximum Out of Pocket - Family - 73 percent,Primary Care Physician - 73 percent,Specialist - 73 percent,Emergency Room - 73 percent,Inpatient Facility - 73 percent,Inpatient Physician - 73 percent,Generic Drugs - 73 percent,Preferred Brand Drugs - 73 percent,Non-preferred Brand Drugs - 73 percent,Specialty Drugs - 73 percent,87 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - individual - 87 percent,Drug Deductible - individual - 87 percent,Medical Deductible - family - 87 percent,Drug Deductible - family - 87 percent,Medical Maximum Out Of Pocket - individual - 87 percent,Drug Maximum Out of Pocket - individual - 87 percent,Medical Maximum Out of Pocket - family - 87 percent,Drug Maximum Out of Pocket - Family - 87 percent,Primary Care Physician - 87 percent,Specialist - 87 percent,Emergency Room - 87 percent,Inpatient Facility - 87 percent,Inpatient Physician - 87 percent,Generic Drugs - 87 percent,Preferred Brand Drugs - 87 percent,Non-preferred Brand Drugs - 87 percent,Specialty Drugs - 87 percent,94 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - individual - 94 percent,Drug Deductible - individual - 94 percent,Medical Deductible - family - 94 percent,Drug Deductible - family - 94 percent,Medical Maximum Out Of Pocket -individual - 94 percent,Drug Maximum Out of Pocket - individual - 94 percent,Medical Maximum Out of Pocket - family - 94 percent,Drug Maximum Out of Pocket - Family  - 94 percent,Primary Care Physician - 94 percent,Specialist - 94 percent,Emergency Room - 94 percent,Inpatient Facility  - 94 percent,Inpatient Physician  - 94 percent,Generic Drugs - 94 percent,Preferred Brand Drugs - 94 percent,Non-preferred Brand Drugs - 94 percent,Specialty Drugs - 94 percent
NM,Cibola,Gold,Presbyterian Health Plan,57173NM0120001,Individual HMO Gold A w/Gym Membership,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-505-923-8200,1-866-869-7737,,http://www.phs.org/directory,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,http://docs.phs.org/idc/groups/public/documents/communication/pel_00170261.pdf,,,,,$173.89,$273.84,$286.98,$310.80,$349.96,$489.07,$743.19,$547.68,$621.60,$699.92,$978.14,$1486.38,$721.57,$795.49,$873.81,$1152.03,$895.46,$969.38,$1047.70,$1325.92,$1069.35,$1143.27,$1221.59,$1499.81,$447.73,$484.69,$523.85,$662.96,$621.62,$658.58,$697.74,$836.85,$795.51,$832.47,$871.63,$1010.74,,$0,Included in Medical,$0,Included in Medical,"$6,350",Included in Medical,"$12,800",Included in Medical,$15,$50,$250,30% Coinsurance after deductible,30% Coinsurance after deductible,$10,$50,30% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Cibola,Gold,Presbyterian Health Plan,57173NM0120002,Individual HMO Gold B w/Gym Membership,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-505-923-8200,1-866-869-7737,,http://www.phs.org/directory,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,http://docs.phs.org/idc/groups/public/documents/communication/pel_00170261.pdf,,,,,$178.74,$281.48,$294.99,$319.48,$359.73,$502.72,$763.93,$562.96,$638.96,$719.46,$1005.44,$1527.86,$741.70,$817.70,$898.20,$1184.18,$920.44,$996.44,$1076.94,$1362.92,$1099.18,$1175.18,$1255.68,$1541.66,$460.22,$498.22,$538.47,$681.46,$638.96,$676.96,$717.21,$860.20,$817.70,$855.70,$895.95,$1038.94,,$250,Included in Medical,$500,Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$10,$50,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Cibola,Gold,Presbyterian Health Plan,57173NM0120003,Individual HMO Gold C w/Gym Membership,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-505-923-8200,1-866-869-7737,,http://www.phs.org/directory,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,http://docs.phs.org/idc/groups/public/documents/communication/pel_00170261.pdf,,,,,$170.22,$268.07,$280.94,$304.26,$342.59,$478.77,$727.54,$536.14,$608.52,$685.18,$957.54,$1455.08,$706.36,$778.74,$855.40,$1127.76,$876.58,$948.96,$1025.62,$1297.98,$1046.80,$1119.18,$1195.84,$1468.20,$438.29,$474.48,$512.81,$648.99,$608.51,$644.70,$683.03,$819.21,$778.73,$814.92,$853.25,$989.43,,"$1,000",Included in Medical,"$2,000",Included in Medical,"$6,350",Included in Medical,"$12,800",Included in Medical,No Charge,$25,$150,20% Coinsurance after deductible,20% Coinsurance after deductible,$5,$25,20% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Cibola,Silver,Presbyterian Health Plan,57173NM0130001,Individual HMO Silver A w/Gym Membership,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-505-923-8200,1-866-869-7737,,http://www.phs.org/directory,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,http://docs.phs.org/idc/groups/public/documents/communication/pel_00170261.pdf,,,,,$144.90,$228.18,$239.14,$258.99,$291.62,$407.54,$619.29,$456.36,$517.98,$583.24,$815.08,$1238.58,$601.26,$662.88,$728.14,$959.98,$746.16,$807.78,$873.04,$1104.88,$891.06,$952.68,$1017.94,$1249.78,$373.08,$403.89,$436.52,$552.44,$517.98,$548.79,$581.42,$697.34,$662.88,$693.69,$726.32,$842.24,,$250,Included in Medical,$500,Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$10,$50,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,$75,Included in Medical,$150,Included in Medical,"$4,600",Included in Medical,"$9,200",Included in Medical,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,$50,Included in Medical,$100,Included in Medical,"$2,250",Included in Medical,"$4,500",Included in Medical,25% Coinsurance after deductible,25% Coinsurance after deductible,25% Coinsurance after deductible,25% Coinsurance after deductible,25% Coinsurance after deductible,25% Coinsurance after deductible,25% Coinsurance after deductible,25% Coinsurance after deductible,50% Coinsurance after deductible,,$50,Included in Medical,$100,Included in Medical,"$2,250",Included in Medical,"$4,500",Included in Medical,5% Coinsurance after deductible,5% Coinsurance after deductible,5% Coinsurance after deductible,5% Coinsurance after deductible,5% Coinsurance after deductible,5% Coinsurance after deductible,5% Coinsurance after deductible,5% Coinsurance after deductible,50% Coinsurance after deductible
NM,Cibola,Silver,Presbyterian Health Plan,57173NM0130005,Individual HMO Silver B w/Gym Membership,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-505-923-8200,1-866-869-7737,,http://www.phs.org/directory,https://www.phs.org/insurance-plans/our-plans/individual-and-family/Pages/individual-and-family.aspx,https://www.phs.org/insurance-plans/our-plans/individual-and-family/Pages/individual-and-family.aspx,http://docs.phs.org/idc/groups/public/documents/communication/pel_00170261.pdf,,,,,$147.55,$232.36,$243.51,$263.73,$296.96,$414.99,$630.62,$464.72,$527.46,$593.92,$829.98,$1261.24,$612.27,$675.01,$741.47,$977.53,$759.82,$822.56,$889.02,$1125.08,$907.37,$970.11,$1036.57,$1272.63,$379.91,$411.28,$444.51,$562.54,$527.46,$558.83,$592.06,$710.09,$675.01,$706.38,$739.61,$857.64,,"$1,300",Included in Medical,"$2,600",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,25% Coinsurance after deductible,25% Coinsurance after deductible,25% Coinsurance after deductible,25% Coinsurance after deductible,25% Coinsurance after deductible,25% Coinsurance after deductible,25% Coinsurance after deductible,25% Coinsurance after deductible,50% Coinsurance after deductible,,"$1,300",Included in Medical,"$2,600",Included in Medical,"$5,200",Included in Medical,"$10,400",Included in Medical,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,50% Coinsurance after deductible,,$500,Included in Medical,"$1,000",Included in Medical,"$2,250",Included in Medical,"$4,500",Included in Medical,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,50% Coinsurance after deductible,,$50,Included in Medical,$100,Included in Medical,"$2,250",Included in Medical,"$4,500",Included in Medical,5% Coinsurance after deductible,5% Coinsurance after deductible,5% Coinsurance after deductible,5% Coinsurance after deductible,5% Coinsurance after deductible,5% Coinsurance after deductible,5% Coinsurance after deductible,5% Coinsurance after deductible,50% Coinsurance after deductible
NM,Cibola,Silver,Presbyterian Health Plan,57173NM0130009,Individual HMO Silver C w/Gym Membership,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-505-923-8200,1-866-869-7737,,http://www.phs.org/directory,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,http://docs.phs.org/idc/groups/public/documents/communication/pel_00170261.pdf,,,,,$140.25,$220.86,$231.46,$250.67,$282.26,$394.45,$599.41,$441.72,$501.34,$564.52,$788.90,$1198.82,$581.97,$641.59,$704.77,$929.15,$722.22,$781.84,$845.02,$1069.40,$862.47,$922.09,$985.27,$1209.65,$361.11,$390.92,$422.51,$534.70,$501.36,$531.17,$562.76,$674.95,$641.61,$671.42,$703.01,$815.20,,"$2,500",Included in Medical,"$5,000",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$10,$60,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10,$75,20% Coinsurance after deductible,50% Coinsurance after deductible,,"$2,500",Included in Medical,"$5,000",Included in Medical,"$5,200",Included in Medical,"$10,400",Included in Medical,$10,$50,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$5,$75,20% Coinsurance after deductible,50% Coinsurance after deductible,,"$1,000",Included in Medical,"$2,000",Included in Medical,"$2,250",Included in Medical,"$4,500",Included in Medical,No Charge,$5,$100,20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$5,20% Coinsurance after deductible,50% Coinsurance after deductible,,$0,Included in Medical,$0,Included in Medical,"$2,250",Included in Medical,"$4,500",Included in Medical,No Charge,No Charge,$25,20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$5,20% Coinsurance after deductible,50% Coinsurance after deductible
NM,Cibola,Silver,Presbyterian Health Plan,57173NM0130013,Individual HMO Silver D w/Gym Membership,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-505-923-8200,1-866-869-7737,,http://www.phs.org/directory,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,http://docs.phs.org/idc/groups/public/documents/communication/pel_00170261.pdf,,,,,$135.56,$213.48,$223.73,$242.30,$272.83,$381.27,$579.38,$426.96,$484.60,$545.66,$762.54,$1158.76,$562.52,$620.16,$681.22,$898.10,$698.08,$755.72,$816.78,$1033.66,$833.64,$891.28,$952.34,$1169.22,$349.04,$377.86,$408.39,$516.83,$484.60,$513.42,$543.95,$652.39,$620.16,$648.98,$679.51,$787.95,,"$5,000",Included in Medical,"$10,000",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$5,$50,$250,20% Coinsurance after deductible,20% Coinsurance after deductible,$5,$50,20% Coinsurance after deductible,50% Coinsurance after deductible,,"$5,000",Included in Medical,"$10,000",Included in Medical,"$5,150",Included in Medical,"$10,300",Included in Medical,No Charge,$5,$150,20% Coinsurance after deductible,20% Coinsurance after deductible,$5,$50,20% Coinsurance after deductible,50% Coinsurance after deductible,,"$1,000",Included in Medical,"$2,000",Included in Medical,"$2,250",Included in Medical,"$4,500",Included in Medical,No Charge,$5,$100,20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$5,20% Coinsurance after deductible,50% Coinsurance after deductible,,$0,Included in Medical,$0,Included in Medical,"$2,250",Included in Medical,"$4,500",Included in Medical,No Charge,No Charge,$25,20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$5,20% Coinsurance after deductible,50% Coinsurance after deductible
NM,Cibola,Silver,Presbyterian Health Plan,57173NM0130014,Individual HMO Silver E w/Gym Membership,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-505-923-8200,1-866-869-7737,,http://www.phs.org/directory,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,http://docs.phs.org/idc/groups/public/documents/communication/pel_00170261.pdf,,,,,$142.13,$223.83,$234.57,$254.04,$286.05,$399.75,$607.46,$447.66,$508.08,$572.10,$799.50,$1214.92,$589.79,$650.21,$714.23,$941.63,$731.92,$792.34,$856.36,$1083.76,$874.05,$934.47,$998.49,$1225.89,$365.96,$396.17,$428.18,$541.88,$508.09,$538.30,$570.31,$684.01,$650.22,$680.43,$712.44,$826.14,,"$2,000",Included in Medical,"$4,000",Included in Medical,"$6,600",Included in Medical,"$13,200",Included in Medical,$20,$60,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10,$75,$100,50% Coinsurance after deductible,,"$2,000",Included in Medical,"$4,000",Included in Medical,"$5,200",Included in Medical,"$10,400",Included in Medical,$10,$50,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$5,$75,20% Coinsurance after deductible,50% Coinsurance after deductible,,"$1,000",Included in Medical,"$2,000",Included in Medical,"$2,250",Included in Medical,"$4,500",Included in Medical,No Charge,$5,$100,20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$5,20% Coinsurance after deductible,50% Coinsurance after deductible,,$0,Included in Medical,$0,Included in Medical,"$2,250",Included in Medical,"$4,500",Included in Medical,No Charge,No Charge,$25,20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$5,20% Coinsurance after deductible,50% Coinsurance after deductible
NM,Cibola,Bronze,Presbyterian Health Plan,57173NM0140001,Individual HMO Bronze A w/Gym Membership,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-505-923-8200,1-866-869-7737,,http://www.phs.org/directory,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,http://docs.phs.org/idc/groups/public/documents/communication/pel_00170261.pdf,,,,,$119.65,$188.43,$197.47,$213.86,$240.81,$336.53,$511.39,$376.86,$427.72,$481.62,$673.06,$1022.78,$496.51,$547.37,$601.27,$792.71,$616.16,$667.02,$720.92,$912.36,$735.81,$786.67,$840.57,$1032.01,$308.08,$333.51,$360.46,$456.18,$427.73,$453.16,$480.11,$575.83,$547.38,$572.81,$599.76,$695.48,,"$2,600",Included in Medical,"$5,200",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Cibola,Bronze,Presbyterian Health Plan,57173NM0140002,Individual HMO Bronze B w/Gym Membership,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-505-923-8200,1-866-869-7737,,http://www.phs.org/directory,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,http://docs.phs.org/idc/groups/public/documents/communication/pel_00170261.pdf,,,,,$119.73,$188.55,$197.60,$214.01,$240.97,$336.75,$511.73,$377.10,$428.02,$481.94,$673.50,$1023.46,$496.83,$547.75,$601.67,$793.23,$616.56,$667.48,$721.40,$912.96,$736.29,$787.21,$841.13,$1032.69,$308.28,$333.74,$360.70,$456.48,$428.01,$453.47,$480.43,$576.21,$547.74,$573.20,$600.16,$695.94,,"$4,000",Included in Medical,"$8,000",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Cibola,Bronze,Presbyterian Health Plan,57173NM0140003,Individual HMO Bronze C w/Gym Membership,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-505-923-8200,1-866-869-7737,,http://www.phs.org/directory,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,http://docs.phs.org/idc/groups/public/documents/communication/pel_00170261.pdf,,,,,$118.33,$186.34,$195.29,$211.50,$238.15,$332.81,$505.74,$372.68,$423.00,$476.30,$665.62,$1011.48,$491.01,$541.33,$594.63,$783.95,$609.34,$659.66,$712.96,$902.28,$727.67,$777.99,$831.29,$1020.61,$304.67,$329.83,$356.48,$451.14,$423.00,$448.16,$474.81,$569.47,$541.33,$566.49,$593.14,$687.80,,"$6,600",Included in Medical,"$13,200",Included in Medical,"$6,600",Included in Medical,"$13,200",Included in Medical,$20,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Cibola,Catastrophic,Presbyterian Health Plan,57173NM0150001,Individual HMO Catastrophic w/Gym Membership,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-505-923-8200,1-866-869-7737,,http://www.phs.org/directory,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,http://docs.phs.org/idc/groups/public/documents/communication/pel_00170261.pdf,,,,,$83.82,$132.00,$138.33,$149.82,$168.69,$235.75,$358.24,$264.00,$299.64,$337.38,$471.50,$716.48,$347.82,$383.46,$421.20,$555.32,$431.64,$467.28,$505.02,$639.14,$515.46,$551.10,$588.84,$722.96,$215.82,$233.64,$252.51,$319.57,$299.64,$317.46,$336.33,$403.39,$383.46,$401.28,$420.15,$487.21,,"$6,600",Included in Medical,"$13,200",Included in Medical,"$6,600",Included in Medical,"$6,600",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Cibola,Platinum,Presbyterian Health Plan,57173NM0200001,Individual HMO Platinum w/Gym Membership,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-505-923-8200,1-866-869-7737,,http://www.phs.org/directory,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,https://www.phs.org/health-plans/member-information/Pages/forms-and-documents.aspx?plantype=Individual+%,http://docs.phs.org/idc/groups/public/documents/communication/pel_00170261.pdf,,,,,$204.53,$322.10,$337.56,$365.58,$411.64,$575.26,$874.17,$644.20,$731.16,$823.28,$1150.52,$1748.34,$848.73,$935.69,$1027.81,$1355.05,$1053.26,$1140.22,$1232.34,$1559.58,$1257.79,$1344.75,$1436.87,$1764.11,$526.63,$570.11,$616.17,$779.79,$731.16,$774.64,$820.70,$984.32,$935.69,$979.17,$1025.23,$1188.85,,$100,Included in Medical,$200,Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$5,$20,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$5,$20,$50,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Cibola,Bronze,CHRISTUS Health Plan NM,72034NM0040001,New Mexico Bronze SLD,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-800-678-7347,,,http://www.christushealthplan.org/workfiles/Christus_Directory_NM_HIX_1UP_20141112_0919_with_cover.pdf,http://www.christushealthplan.org/workfiles/NM%20HIX/New%20Mexico%20Evidence%20of%20Covereage%20Qualified%20Health%20Plan%2011.18.14.pdf,http://www.christushealthplan.com/workfiles/NM%20HIX/Summary%20of%20Benefits%20Bronze%20State%20Low%20Deductible.pdf,http://www.christushealthplan.org/workfiles/NM%20HIX/2015%20CHRISTUS%20Health%20Plan%20Qualified%20Health%20Plan%20Formulary%2011.17.14.pdf,,,,,$129.86,$204.51,$214.32,$232.12,$261.36,$365.25,$555.04,$409.02,$464.24,$522.72,$730.50,$1110.08,$538.88,$594.10,$652.58,$860.36,$668.74,$723.96,$782.44,$990.22,$798.60,$853.82,$912.30,$1120.08,$334.37,$361.98,$391.22,$495.11,$464.23,$491.84,$521.08,$624.97,$594.09,$621.70,$650.94,$754.83,,"$5,000",Included in Medical,"$10,000",Included in Medical,"$6,000",Included in Medical,"$12,000",Included in Medical,$20,$60,$350 Copay after deductible,$500 Copay per Stay,$500 Copay after deductible,$17,$50,$50,30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Cibola,Catastrophic,CHRISTUS Health Plan NM,72034NM0050001,New Mexico Catastrophic S,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-800-678-7347,,,http://www.christushealthplan.org/workfiles/Christus_Directory_NM_HIX_1UP_20141112_0919_with_cover.pdf,http://www.christushealthplan.org/workfiles/NM%20HIX/Evidence%20of%20Coverage%20Catastrophic%20Qualified%20Health%20Plan%2011.18.14.pdf,http://www.christushealthplan.com/workfiles/NM%20HIX/Summary%20of%20Benefits%20Catastrophic%20State.pdf,http://www.christushealthplan.org/workfiles/NM%20HIX/2015%20CHRISTUS%20Health%20Plan%20Qualified%20Health%20Plan%20Formulary%2011.17.14.pdf,,,,,$111.07,$174.91,$183.31,$198.52,$223.54,$312.39,$474.71,$349.82,$397.04,$447.08,$624.78,$949.42,$460.89,$508.11,$558.15,$735.85,$571.96,$619.18,$669.22,$846.92,$683.03,$730.25,$780.29,$957.99,$285.98,$309.59,$334.61,$423.46,$397.05,$420.66,$445.68,$534.53,$508.12,$531.73,$556.75,$645.60,,"$6,000",Included in Medical,"$12,000",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$20,No Charge after Deductible,No Charge after Deductible,No Charge,No Charge after Deductible,$20,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Cibola,Gold,CHRISTUS Health Plan NM,72034NM0090001,New Mexico Gold SLD,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-800-678-7347,,,http://www.christushealthplan.org/workfiles/Christus_Directory_NM_HIX_1UP_20141112_0919_with_cover.pdf,http://www.christushealthplan.org/workfiles/NM%20HIX/New%20Mexico%20Evidence%20of%20Covereage%20Qualified%20Health%20Plan%2011.18.14.pdf,http://www.christushealthplan.com/workfiles/NM%20HIX/Summary%20of%20Benefits%20Gold%20State%20Low%20Deductible.pdf,http://www.christushealthplan.org/workfiles/NM%20HIX/2015%20CHRISTUS%20Health%20Plan%20Qualified%20Health%20Plan%20Formulary%2011.17.14.pdf,,,,,$182.62,$287.60,$301.40,$326.42,$367.55,$513.65,$780.54,$575.20,$652.84,$735.10,$1027.30,$1561.08,$757.82,$835.46,$917.72,$1209.92,$940.44,$1018.08,$1100.34,$1392.54,$1123.06,$1200.70,$1282.96,$1575.16,$470.22,$509.04,$550.17,$696.27,$652.84,$691.66,$732.79,$878.89,$835.46,$874.28,$915.41,$1061.51,,"$1,500",Included in Medical,"$3,000",Included in Medical,"$3,500",Included in Medical,"$7,000",Included in Medical,$5,$20,$150 Copay after deductible,$150 Copay per Stay,$150 Copay after deductible,$3,$20,$20,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
