"state_code","fips_county_code","county_name","metal_level","issuer_name","hios_issuer_id","plan_id_standard_component","plan_marketing_name","plan_type","rating_area","child_only_offering","source","customer_service_phone_number_local","customer_service_phone_number_toll_free","customer_service_phone_number_tty","network_url","plan_brochure_url","summary_of_benefits_url","drug_formulary_url","accreditation","adult_dental","child_dental","ehb_percent_of_total_premium","premium_scenarios","premium_child","premium_adult_individual_age_21","premium_adult_individual_age_27","premium_adult_individual_age_30","premium_adult_individual_age_40","premium_adult_individual_age_50","premium_adult_individual_age_60","premium_couple_21","premium_couple_30","premium_couple_40","premium_couple_50","premium_couple_60","couple+1_child,_age_21","couple+1_child,_age_30","couple+1_child,_age_40","couple+1_child,_age_50","couple+2_children,_age_21","couple+2_children,_age_30","couple+2_children,_age_40","couple+2_children,_age_50","couple+3_or_more_children,_age_21","couple+3_or_more_children,_age_30","couple+3_or_more_children,_age_40","couple+3_or_more_children,_age_50","individual+1_child,_age_21","individual+1_child,_age_30","individual+1_child,_age_40","individual+1_child,_age_50","individual+2_children,_age_21","individual+2_children,_age_30","individual+2_children,_age_40","individual+2_children,_age_50","individual+3_or_more_children,_age_21","individual+3_or_more_children,_age_30","individual+3_or_more_children,_age_40","individual+3_or_more_children,_age_50","standard_plan_cost_sharing","medical_deductible_-_individual_-_standard","drug_deductible_-_individual_-_standard","medical_deductible_-_family_-_standard","drug_deductible_-_family_-_standard","medical_deductible_-_family_per_person_-_standard","drug_deductible_-_family_per_person_-_standard","medical_maximum_out_of_pocket_-_individual_-_standard","drug_maximum_out_of_pocket_-_individual_-_standard","medical_maximum_out_of_pocket_-_family_-_standard","drug_maximum_out_of_pocket_-_family_-_standard","medical_maximum_out_of_pocket_-_family_per_person_-_standard","drug_maximum_out_of_pocket_-_family_per_person_-_standard","primary_care_physician_-_standard","specialist_-_standard","emergency_room_-_standard","inpatient_facility_-_standard","inpatient_physician_-_standard","generic_drugs_-_standard","preferred_brand_drugs_-_standard","non-preferred_brand_drugs_-_standard","specialty_drugs_-_standard","73_percent_actuarial_value_silver_plan_cost_sharing","medical_deductible_-_individual_-_73_percent","drug_deductible_-_individual_-_73_percent","medical_deductible_-_family_-_73_percent","drug_deductible_-_family_-_73_percent","medical_deductible_-_family_per_person_-_73_percent","drug_deductible_-_family_per_person_-_73_percent","medical_maximum_out_of_pocket_-_individual_-_73_percent","drug_maximum_out_of_pocket_-_individual_-_73_percent","medical_maximum_out_of_pocket_-_family_-_73_percent","drug_maximum_out_of_pocket_-_family_-_73_percent","medical_maximum_out_of_pocket_-_family_per_person_-_73_percent","drug_maximum_out_of_pocket_-_family_per_person_-_73_percent","primary_care_physician_-_73_percent","specialist_-_73_percent","emergency_room_-_73_percent","inpatient_facility_-_73_percent","inpatient_physician_-_73_percent","generic_drugs_-_73_percent","preferred_brand_drugs_-_73_percent","non-preferred_brand_drugs_-_73_percent","specialty_drugs_-_73_percent","87_percent_actuarial_value_silver_plan_cost_sharing","medical_deductible_-_individual_-_87_percent","drug_deductible_-_individual_-_87_percent","medical_deductible_-_family_-_87_percent","drug_deductible_-_family_-_87_percent","medical_deductible_-_family_per_person_-_87_percent","drug_deductible_-_family_per_person_-_87_percent","medical_maximum_out_of_pocket_-_individual_-_87_percent","drug_maximum_out_of_pocket_-_individual_-_87_percent","medical_maximum_out_of_pocket_-_family_-_87_percent","drug_maximum_out_of_pocket_-_family_-_87_percent","medical_maximum_out_of_pocket_-_family_per_person_-_87_percent","drug_maximum_out_of_pocket_-_family_per_person_-_87_percent","primary_care_physician_-_87_percent","specialist_-_87_percent","emergency_room_-_87_percent","inpatient_facility_-_87_percent","inpatient_physician_-_87_percent","generic_drugs_-_87_percent","preferred_brand_drugs_-_87_percent","non-preferred_brand_drugs_-_87_percent","specialty_drugs_-_87_percent","94_percent_actuarial_value_silver_plan_cost_sharing","medical_deductible_-_individual_-_94_percent","drug_deductible_-_individual_-_94_percent","medical_deductible_-_family_-_94_percent","drug_deductible_-_family_-_94_percent","medical_deductible_-_family_per_person_-_94_percent","drug_deductible_-_family_per_person_-_94_percent","medical_maximum_out_of_pocket_-individual_-_94_percent","drug_maximum_out_of_pocket_-_individual_-_94_percent","medical_maximum_out_of_pocket_-_family_-_94_percent","drug_maximum_out_of_pocket_-_family_-_94_percent","medical_maximum_out_of_pocket_-_family_per_person_-_94_percent","drug_maximum_out_of_pocket_-_family_per_person_-_94_percent","primary_care_physician_-_94_percent","specialist_-_94_percent","emergency_room_-_94_percent","inpatient_facility_-_94_percent","inpatient_physician_-_94_percent","generic_drugs_-_94_percent","preferred_brand_drugs_-_94_percent","non-preferred_brand_drugs_-_94_percent","specialty_drugs_-_94_percent"
"ID","16011","Bingham County","Silver","Mountain Health COOP",38128,"38128ID0010002","Access Care Silver","PPO",3,"Allows Adult and Child-Only","SERFF",,,,"http://www.providerlookuponline.com/coventry/po7/gateway.aspx?plancode=265&clientprodcode=126502","http://www.mhc.coop/Idaho/wp-content/uploads/2017/MHC-ID-Ind-Plan-Comparison.pdf","http://www.mhc.coop/Idaho/wp-content/uploads/2017/2017_ID_Individual_Access_Silver_SBC.pdf","http://www.mhc.coop/Idaho/explore-plans/drug-list/",,,,1,,209.63,330.13,345.97,374.7,421.9,589.61,895.97,660.26,749.4,843.8,1179.22,1791.94,869.89,959.03,1053.43,1388.85,1079.52,1168.66,1263.06,1598.48,1289.15,1378.29,1472.69,1808.11,539.76,584.33,631.53,799.24,749.39,793.96,841.16,1008.87,959.02,1003.59,1050.79,1218.5,,2250,"Included in Medical","$4500 per group","Included in Medical","$2250 per person","Included in Medical",6850,"Included in Medical","$13700 per group","Included in Medical","$6850 per person","Included in Medical","$35 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,1450,"Included in Medical","$2900 per group","Included in Medical","$1450 per person","Included in Medical",5100,"Included in Medical","$10200 per group","Included in Medical","$5100 per person","Included in Medical","$30 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,550,"Included in Medical","$1100 per group","Included in Medical","$550 per person","Included in Medical",2100,"Included in Medical","$4200 per group","Included in Medical","$2100 per person","Included in Medical","$10 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance","25% Coinsurance","45% Coinsurance","45% Coinsurance",,50,"Included in Medical","$100 per group","Included in Medical","$50 per person","Included in Medical",1350,"Included in Medical","$2700 per group","Included in Medical","$1350 per person","Included in Medical","$10 Copay after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","15% Coinsurance","20% Coinsurance","40% Coinsurance","40% Coinsurance"
"ID","16019","Bonneville County","Silver","Mountain Health COOP",38128,"38128ID0010002","Access Care Silver","PPO",3,"Allows Adult and Child-Only","SERFF",,,,"http://www.providerlookuponline.com/coventry/po7/gateway.aspx?plancode=265&clientprodcode=126502","http://www.mhc.coop/Idaho/wp-content/uploads/2017/MHC-ID-Ind-Plan-Comparison.pdf","http://www.mhc.coop/Idaho/wp-content/uploads/2017/2017_ID_Individual_Access_Silver_SBC.pdf","http://www.mhc.coop/Idaho/explore-plans/drug-list/",,,,1,,209.63,330.13,345.97,374.7,421.9,589.61,895.97,660.26,749.4,843.8,1179.22,1791.94,869.89,959.03,1053.43,1388.85,1079.52,1168.66,1263.06,1598.48,1289.15,1378.29,1472.69,1808.11,539.76,584.33,631.53,799.24,749.39,793.96,841.16,1008.87,959.02,1003.59,1050.79,1218.5,,2250,"Included in Medical","$4500 per group","Included in Medical","$2250 per person","Included in Medical",6850,"Included in Medical","$13700 per group","Included in Medical","$6850 per person","Included in Medical","$35 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,1450,"Included in Medical","$2900 per group","Included in Medical","$1450 per person","Included in Medical",5100,"Included in Medical","$10200 per group","Included in Medical","$5100 per person","Included in Medical","$30 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,550,"Included in Medical","$1100 per group","Included in Medical","$550 per person","Included in Medical",2100,"Included in Medical","$4200 per group","Included in Medical","$2100 per person","Included in Medical","$10 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance","25% Coinsurance","45% Coinsurance","45% Coinsurance",,50,"Included in Medical","$100 per group","Included in Medical","$50 per person","Included in Medical",1350,"Included in Medical","$2700 per group","Included in Medical","$1350 per person","Included in Medical","$10 Copay after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","15% Coinsurance","20% Coinsurance","40% Coinsurance","40% Coinsurance"
"ID","16033","Clark County","Silver","Mountain Health COOP",38128,"38128ID0010002","Access Care Silver","PPO",3,"Allows Adult and Child-Only","SERFF",,,,"http://www.providerlookuponline.com/coventry/po7/gateway.aspx?plancode=265&clientprodcode=126502","http://www.mhc.coop/Idaho/wp-content/uploads/2017/MHC-ID-Ind-Plan-Comparison.pdf","http://www.mhc.coop/Idaho/wp-content/uploads/2017/2017_ID_Individual_Access_Silver_SBC.pdf","http://www.mhc.coop/Idaho/explore-plans/drug-list/",,,,1,,209.63,330.13,345.97,374.7,421.9,589.61,895.97,660.26,749.4,843.8,1179.22,1791.94,869.89,959.03,1053.43,1388.85,1079.52,1168.66,1263.06,1598.48,1289.15,1378.29,1472.69,1808.11,539.76,584.33,631.53,799.24,749.39,793.96,841.16,1008.87,959.02,1003.59,1050.79,1218.5,,2250,"Included in Medical","$4500 per group","Included in Medical","$2250 per person","Included in Medical",6850,"Included in Medical","$13700 per group","Included in Medical","$6850 per person","Included in Medical","$35 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,1450,"Included in Medical","$2900 per group","Included in Medical","$1450 per person","Included in Medical",5100,"Included in Medical","$10200 per group","Included in Medical","$5100 per person","Included in Medical","$30 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,550,"Included in Medical","$1100 per group","Included in Medical","$550 per person","Included in Medical",2100,"Included in Medical","$4200 per group","Included in Medical","$2100 per person","Included in Medical","$10 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance","25% Coinsurance","45% Coinsurance","45% Coinsurance",,50,"Included in Medical","$100 per group","Included in Medical","$50 per person","Included in Medical",1350,"Included in Medical","$2700 per group","Included in Medical","$1350 per person","Included in Medical","$10 Copay after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","15% Coinsurance","20% Coinsurance","40% Coinsurance","40% Coinsurance"
"ID","16043","Fremont County","Silver","Mountain Health COOP",38128,"38128ID0010002","Access Care Silver","PPO",3,"Allows Adult and Child-Only","SERFF",,,,"http://www.providerlookuponline.com/coventry/po7/gateway.aspx?plancode=265&clientprodcode=126502","http://www.mhc.coop/Idaho/wp-content/uploads/2017/MHC-ID-Ind-Plan-Comparison.pdf","http://www.mhc.coop/Idaho/wp-content/uploads/2017/2017_ID_Individual_Access_Silver_SBC.pdf","http://www.mhc.coop/Idaho/explore-plans/drug-list/",,,,1,,209.63,330.13,345.97,374.7,421.9,589.61,895.97,660.26,749.4,843.8,1179.22,1791.94,869.89,959.03,1053.43,1388.85,1079.52,1168.66,1263.06,1598.48,1289.15,1378.29,1472.69,1808.11,539.76,584.33,631.53,799.24,749.39,793.96,841.16,1008.87,959.02,1003.59,1050.79,1218.5,,2250,"Included in Medical","$4500 per group","Included in Medical","$2250 per person","Included in Medical",6850,"Included in Medical","$13700 per group","Included in Medical","$6850 per person","Included in Medical","$35 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,1450,"Included in Medical","$2900 per group","Included in Medical","$1450 per person","Included in Medical",5100,"Included in Medical","$10200 per group","Included in Medical","$5100 per person","Included in Medical","$30 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,550,"Included in Medical","$1100 per group","Included in Medical","$550 per person","Included in Medical",2100,"Included in Medical","$4200 per group","Included in Medical","$2100 per person","Included in Medical","$10 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance","25% Coinsurance","45% Coinsurance","45% Coinsurance",,50,"Included in Medical","$100 per group","Included in Medical","$50 per person","Included in Medical",1350,"Included in Medical","$2700 per group","Included in Medical","$1350 per person","Included in Medical","$10 Copay after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","15% Coinsurance","20% Coinsurance","40% Coinsurance","40% Coinsurance"
"ID","16051","Jefferson County","Silver","Mountain Health COOP",38128,"38128ID0010002","Access Care Silver","PPO",3,"Allows Adult and Child-Only","SERFF",,,,"http://www.providerlookuponline.com/coventry/po7/gateway.aspx?plancode=265&clientprodcode=126502","http://www.mhc.coop/Idaho/wp-content/uploads/2017/MHC-ID-Ind-Plan-Comparison.pdf","http://www.mhc.coop/Idaho/wp-content/uploads/2017/2017_ID_Individual_Access_Silver_SBC.pdf","http://www.mhc.coop/Idaho/explore-plans/drug-list/",,,,1,,209.63,330.13,345.97,374.7,421.9,589.61,895.97,660.26,749.4,843.8,1179.22,1791.94,869.89,959.03,1053.43,1388.85,1079.52,1168.66,1263.06,1598.48,1289.15,1378.29,1472.69,1808.11,539.76,584.33,631.53,799.24,749.39,793.96,841.16,1008.87,959.02,1003.59,1050.79,1218.5,,2250,"Included in Medical","$4500 per group","Included in Medical","$2250 per person","Included in Medical",6850,"Included in Medical","$13700 per group","Included in Medical","$6850 per person","Included in Medical","$35 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,1450,"Included in Medical","$2900 per group","Included in Medical","$1450 per person","Included in Medical",5100,"Included in Medical","$10200 per group","Included in Medical","$5100 per person","Included in Medical","$30 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,550,"Included in Medical","$1100 per group","Included in Medical","$550 per person","Included in Medical",2100,"Included in Medical","$4200 per group","Included in Medical","$2100 per person","Included in Medical","$10 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance","25% Coinsurance","45% Coinsurance","45% Coinsurance",,50,"Included in Medical","$100 per group","Included in Medical","$50 per person","Included in Medical",1350,"Included in Medical","$2700 per group","Included in Medical","$1350 per person","Included in Medical","$10 Copay after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","15% Coinsurance","20% Coinsurance","40% Coinsurance","40% Coinsurance"
"ID","16059","Lemhi County","Silver","Mountain Health COOP",38128,"38128ID0010002","Access Care Silver","PPO",3,"Allows Adult and Child-Only","SERFF",,,,"http://www.providerlookuponline.com/coventry/po7/gateway.aspx?plancode=265&clientprodcode=126502","http://www.mhc.coop/Idaho/wp-content/uploads/2017/MHC-ID-Ind-Plan-Comparison.pdf","http://www.mhc.coop/Idaho/wp-content/uploads/2017/2017_ID_Individual_Access_Silver_SBC.pdf","http://www.mhc.coop/Idaho/explore-plans/drug-list/",,,,1,,209.63,330.13,345.97,374.7,421.9,589.61,895.97,660.26,749.4,843.8,1179.22,1791.94,869.89,959.03,1053.43,1388.85,1079.52,1168.66,1263.06,1598.48,1289.15,1378.29,1472.69,1808.11,539.76,584.33,631.53,799.24,749.39,793.96,841.16,1008.87,959.02,1003.59,1050.79,1218.5,,2250,"Included in Medical","$4500 per group","Included in Medical","$2250 per person","Included in Medical",6850,"Included in Medical","$13700 per group","Included in Medical","$6850 per person","Included in Medical","$35 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,1450,"Included in Medical","$2900 per group","Included in Medical","$1450 per person","Included in Medical",5100,"Included in Medical","$10200 per group","Included in Medical","$5100 per person","Included in Medical","$30 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,550,"Included in Medical","$1100 per group","Included in Medical","$550 per person","Included in Medical",2100,"Included in Medical","$4200 per group","Included in Medical","$2100 per person","Included in Medical","$10 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance","25% Coinsurance","45% Coinsurance","45% Coinsurance",,50,"Included in Medical","$100 per group","Included in Medical","$50 per person","Included in Medical",1350,"Included in Medical","$2700 per group","Included in Medical","$1350 per person","Included in Medical","$10 Copay after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","15% Coinsurance","20% Coinsurance","40% Coinsurance","40% Coinsurance"
"ID","16065","Madison County","Silver","Mountain Health COOP",38128,"38128ID0010002","Access Care Silver","PPO",3,"Allows Adult and Child-Only","SERFF",,,,"http://www.providerlookuponline.com/coventry/po7/gateway.aspx?plancode=265&clientprodcode=126502","http://www.mhc.coop/Idaho/wp-content/uploads/2017/MHC-ID-Ind-Plan-Comparison.pdf","http://www.mhc.coop/Idaho/wp-content/uploads/2017/2017_ID_Individual_Access_Silver_SBC.pdf","http://www.mhc.coop/Idaho/explore-plans/drug-list/",,,,1,,209.63,330.13,345.97,374.7,421.9,589.61,895.97,660.26,749.4,843.8,1179.22,1791.94,869.89,959.03,1053.43,1388.85,1079.52,1168.66,1263.06,1598.48,1289.15,1378.29,1472.69,1808.11,539.76,584.33,631.53,799.24,749.39,793.96,841.16,1008.87,959.02,1003.59,1050.79,1218.5,,2250,"Included in Medical","$4500 per group","Included in Medical","$2250 per person","Included in Medical",6850,"Included in Medical","$13700 per group","Included in Medical","$6850 per person","Included in Medical","$35 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,1450,"Included in Medical","$2900 per group","Included in Medical","$1450 per person","Included in Medical",5100,"Included in Medical","$10200 per group","Included in Medical","$5100 per person","Included in Medical","$30 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,550,"Included in Medical","$1100 per group","Included in Medical","$550 per person","Included in Medical",2100,"Included in Medical","$4200 per group","Included in Medical","$2100 per person","Included in Medical","$10 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance","25% Coinsurance","45% Coinsurance","45% Coinsurance",,50,"Included in Medical","$100 per group","Included in Medical","$50 per person","Included in Medical",1350,"Included in Medical","$2700 per group","Included in Medical","$1350 per person","Included in Medical","$10 Copay after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","15% Coinsurance","20% Coinsurance","40% Coinsurance","40% Coinsurance"
"ID","16081","Teton County","Silver","Mountain Health COOP",38128,"38128ID0010002","Access Care Silver","PPO",3,"Allows Adult and Child-Only","SERFF",,,,"http://www.providerlookuponline.com/coventry/po7/gateway.aspx?plancode=265&clientprodcode=126502","http://www.mhc.coop/Idaho/wp-content/uploads/2017/MHC-ID-Ind-Plan-Comparison.pdf","http://www.mhc.coop/Idaho/wp-content/uploads/2017/2017_ID_Individual_Access_Silver_SBC.pdf","http://www.mhc.coop/Idaho/explore-plans/drug-list/",,,,1,,209.63,330.13,345.97,374.7,421.9,589.61,895.97,660.26,749.4,843.8,1179.22,1791.94,869.89,959.03,1053.43,1388.85,1079.52,1168.66,1263.06,1598.48,1289.15,1378.29,1472.69,1808.11,539.76,584.33,631.53,799.24,749.39,793.96,841.16,1008.87,959.02,1003.59,1050.79,1218.5,,2250,"Included in Medical","$4500 per group","Included in Medical","$2250 per person","Included in Medical",6850,"Included in Medical","$13700 per group","Included in Medical","$6850 per person","Included in Medical","$35 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,1450,"Included in Medical","$2900 per group","Included in Medical","$1450 per person","Included in Medical",5100,"Included in Medical","$10200 per group","Included in Medical","$5100 per person","Included in Medical","$30 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,550,"Included in Medical","$1100 per group","Included in Medical","$550 per person","Included in Medical",2100,"Included in Medical","$4200 per group","Included in Medical","$2100 per person","Included in Medical","$10 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance","25% Coinsurance","45% Coinsurance","45% Coinsurance",,50,"Included in Medical","$100 per group","Included in Medical","$50 per person","Included in Medical",1350,"Included in Medical","$2700 per group","Included in Medical","$1350 per person","Included in Medical","$10 Copay after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","15% Coinsurance","20% Coinsurance","40% Coinsurance","40% Coinsurance"
"ID","16035","Clearwater County","Silver","Mountain Health COOP",38128,"38128ID0010002","Access Care Silver","PPO",4,"Allows Adult and Child-Only","SERFF",,,,"http://www.providerlookuponline.com/coventry/po7/gateway.aspx?plancode=265&clientprodcode=126502","http://www.mhc.coop/Idaho/wp-content/uploads/2017/MHC-ID-Ind-Plan-Comparison.pdf","http://www.mhc.coop/Idaho/wp-content/uploads/2017/2017_ID_Individual_Access_Silver_SBC.pdf","http://www.mhc.coop/Idaho/explore-plans/drug-list/",,,,1,,224.06,352.85,369.79,400.49,450.94,630.19,957.64,705.7,800.98,901.88,1260.38,1915.28,929.76,1025.04,1125.94,1484.44,1153.82,1249.1,1350,1708.5,1377.88,1473.16,1574.06,1932.56,576.91,624.55,675,854.25,800.97,848.61,899.06,1078.31,1025.03,1072.67,1123.12,1302.37,,2250,"Included in Medical","$4500 per group","Included in Medical","$2250 per person","Included in Medical",6850,"Included in Medical","$13700 per group","Included in Medical","$6850 per person","Included in Medical","$35 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,1450,"Included in Medical","$2900 per group","Included in Medical","$1450 per person","Included in Medical",5100,"Included in Medical","$10200 per group","Included in Medical","$5100 per person","Included in Medical","$30 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,550,"Included in Medical","$1100 per group","Included in Medical","$550 per person","Included in Medical",2100,"Included in Medical","$4200 per group","Included in Medical","$2100 per person","Included in Medical","$10 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance","25% Coinsurance","45% Coinsurance","45% Coinsurance",,50,"Included in Medical","$100 per group","Included in Medical","$50 per person","Included in Medical",1350,"Included in Medical","$2700 per group","Included in Medical","$1350 per person","Included in Medical","$10 Copay after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","15% Coinsurance","20% Coinsurance","40% Coinsurance","40% Coinsurance"
"ID","16049","Idaho County","Silver","Mountain Health COOP",38128,"38128ID0010002","Access Care Silver","PPO",4,"Allows Adult and Child-Only","SERFF",,,,"http://www.providerlookuponline.com/coventry/po7/gateway.aspx?plancode=265&clientprodcode=126502","http://www.mhc.coop/Idaho/wp-content/uploads/2017/MHC-ID-Ind-Plan-Comparison.pdf","http://www.mhc.coop/Idaho/wp-content/uploads/2017/2017_ID_Individual_Access_Silver_SBC.pdf","http://www.mhc.coop/Idaho/explore-plans/drug-list/",,,,1,,224.06,352.85,369.79,400.49,450.94,630.19,957.64,705.7,800.98,901.88,1260.38,1915.28,929.76,1025.04,1125.94,1484.44,1153.82,1249.1,1350,1708.5,1377.88,1473.16,1574.06,1932.56,576.91,624.55,675,854.25,800.97,848.61,899.06,1078.31,1025.03,1072.67,1123.12,1302.37,,2250,"Included in Medical","$4500 per group","Included in Medical","$2250 per person","Included in Medical",6850,"Included in Medical","$13700 per group","Included in Medical","$6850 per person","Included in Medical","$35 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,1450,"Included in Medical","$2900 per group","Included in Medical","$1450 per person","Included in Medical",5100,"Included in Medical","$10200 per group","Included in Medical","$5100 per person","Included in Medical","$30 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","25% Coinsurance","30% Coinsurance","50% Coinsurance","50% Coinsurance",,550,"Included in Medical","$1100 per group","Included in Medical","$550 per person","Included in Medical",2100,"Included in Medical","$4200 per group","Included in Medical","$2100 per person","Included in Medical","$10 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance","25% Coinsurance","45% Coinsurance","45% Coinsurance",,50,"Included in Medical","$100 per group","Included in Medical","$50 per person","Included in Medical",1350,"Included in Medical","$2700 per group","Included in Medical","$1350 per person","Included in Medical","$10 Copay after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","15% Coinsurance","20% Coinsurance","40% Coinsurance","40% Coinsurance"
