State,County,Metal Level,Issuer Name,Plan ID (standard component),Plan Marketing Name,Plan Type,Rating Area,Child Only Offering,Source,Customer Service Phone Number Local,Customer Service Phone Number Toll Free,Customer Service Phone Number TTY,Network URL,Plan Brochure URL,Summary of Benefits URL,Drug Formulary URL,Accredidation,Adult Dental,Child Dental,Premium Scenarios,Premium Child,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30 ,Premium Adult Individual Age 40 ,Premium Adult Individual Age 50 ,Premium Adult Individual Age 60 ,Premium Couple 21  ,Premium Couple 30 ,Premium Couple 40 ,Premium Couple 50 ,Premium Couple 60 ,"Couple+1 child, Age 21","Couple+1 child, Age 30 ","Couple+1 child, Age 40 ","Couple+1 child, Age 50 ","Couple+2 children, Age 21","Couple+2 children, Age 30 ","Couple+2 children, Age 40 ","Couple+2 children, Age 50","Couple+3 or more Children, Age 21","Couple+3 or more Children, Age 30","Couple+3 or more Children, Age 40","Couple+3 or more Children, Age 50","Individual+1 child, Age 21","Individual+1 child, Age 30","Individual+1 child, Age 40","Individual+1 child, Age 50","Individual+2 children, Age 21","Individual+2 children, Age 30","Individual+2 children, Age 40","Individual+2 children, Age 50","Individual+3 or more children, Age 21","Individual+3 or more children, Age 30","Individual+3 or more children, Age 40","Individual+3 or more children, Age 50",Standard Plan Cost Sharing,Medical Deductible-individual-standard,Drug Deductible-individual-standard,Medical Deductible-family-standard,Drug Deductible - family - standard,Medical Maximum Out Of Pocket - individual - standard,Drug Maximum Out of Pocket - individual - standard,Medical Maximum Out of Pocket - family - standard,Drug Maximum Out of Pocket - Family  - standard,Primary Care Physician  - standard,Specialist  - standard,Emergency Room  - standard,Inpatient Facility  - standard,Inpatient Physician - standard,Generic Drugs - standard,Preferred Brand Drugs - standard,Non-preferred Brand Drugs - standard,Specialty Drugs - standard,73 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - individual - 73 percent,Drug Deductible - individual - 73 percent,Medical Deductible - family - 73 percent,Drug Deductible - family - 73 percent,Medical Maximum Out Of Pocket - individual - 73 percent,Drug Maximum Out of Pocket - individual - 73 percent,Medical Maximum Out of Pocket - family - 73 percent,Drug Maximum Out of Pocket - Family - 73 percent,Primary Care Physician - 73 percent,Specialist - 73 percent,Emergency Room - 73 percent,Inpatient Facility - 73 percent,Inpatient Physician - 73 percent,Generic Drugs - 73 percent,Preferred Brand Drugs - 73 percent,Non-preferred Brand Drugs - 73 percent,Specialty Drugs - 73 percent,87 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - individual - 87 percent,Drug Deductible - individual - 87 percent,Medical Deductible - family - 87 percent,Drug Deductible - family - 87 percent,Medical Maximum Out Of Pocket - individual - 87 percent,Drug Maximum Out of Pocket - individual - 87 percent,Medical Maximum Out of Pocket - family - 87 percent,Drug Maximum Out of Pocket - Family - 87 percent,Primary Care Physician - 87 percent,Specialist - 87 percent,Emergency Room - 87 percent,Inpatient Facility - 87 percent,Inpatient Physician - 87 percent,Generic Drugs - 87 percent,Preferred Brand Drugs - 87 percent,Non-preferred Brand Drugs - 87 percent,Specialty Drugs - 87 percent,94 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - individual - 94 percent,Drug Deductible - individual - 94 percent,Medical Deductible - family - 94 percent,Drug Deductible - family - 94 percent,Medical Maximum Out Of Pocket -individual - 94 percent,Drug Maximum Out of Pocket - individual - 94 percent,Medical Maximum Out of Pocket - family - 94 percent,Drug Maximum Out of Pocket - Family  - 94 percent,Primary Care Physician - 94 percent,Specialist - 94 percent,Emergency Room - 94 percent,Inpatient Facility  - 94 percent,Inpatient Physician  - 94 percent,Generic Drugs - 94 percent,Preferred Brand Drugs - 94 percent,Non-preferred Brand Drugs - 94 percent,Specialty Drugs - 94 percent
OR,Coos,Silver,BridgeSpan Health Company,63474OR0010002,BridgeSpan Oregon Standard Silver Plan Value PPO,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-855-857-9943,1-855-857-9943,1-800-735-2900,https://www.bridgespanhealth.com/web/bridgespan_individual_or/find-a-doctor,http://www.bridgespanhealth.com,http://www.bridgespanhealth.com/documents/10192/2189469/Oregon+Standard+Silver+Plan+Value+PPO+2015/596fe195-ad74-4ade-8e41-2eb215a3ce21?version=1.4,http://fm.formularynavigator.com/MemberPages/pdf/StateExchangeStandardFormularyOR2015_3919_Full_633.pdf,,,,,$164.58,$259.17,$271.61,$294.17,$331.22,$462.89,$703.40,$518.34,$588.34,$662.44,$925.78,$1406.80,$682.92,$752.92,$827.02,$1090.36,$847.50,$917.50,$991.60,$1254.94,$1012.08,$1082.08,$1156.18,$1419.52,$423.75,$458.75,$495.80,$627.47,$588.33,$623.33,$660.38,$792.05,$752.91,$787.91,$824.96,$956.63,,"$2,500",$0,"$5,000",$0,"$6,350",Included in Medical,"$12,700",Included in Medical,$35 Copay before deductible,$70 Copay before deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,"$2,500",$0,"$5,000",$0,"$4,250",Included in Medical,"$8,500",Included in Medical,$35 Copay before deductible,$70 Copay before deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,$750,$0,"$1,500",$0,"$1,500",Included in Medical,"$3,000",Included in Medical,$15 Copay before deductible,$30 Copay before deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$25,50%,50%,,$100,$0,$200,$0,$750,Included in Medical,"$1,500",Included in Medical,$10 Copay before deductible,$20 Copay before deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$5,$10,25%,25%
OR,Coos,Bronze,BridgeSpan Health Company,63474OR0030003,BridgeSpan Oregon Standard Bronze Plan Value PPO,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-855-857-9943,1-855-857-9943,1-800-735-2900,https://www.bridgespanhealth.com/web/bridgespan_individual_or/find-a-doctor,http://www.bridgespanhealth.com,http://www.bridgespanhealth.com/documents/10192/2189469/Oregon+Standard+Bronze+Value+PPO+2015/a834df22-8871-44c1-9030-bdead112e39d?version=1.4,http://fm.formularynavigator.com/MemberPages/pdf/StateExchangeStandardFormularyOR2015_3919_Full_633.pdf,,,,,$135.87,$213.97,$224.24,$242.85,$273.46,$382.16,$580.73,$427.94,$485.70,$546.92,$764.32,$1161.46,$563.81,$621.57,$682.79,$900.19,$699.68,$757.44,$818.66,$1036.06,$835.55,$893.31,$954.53,$1171.93,$349.84,$378.72,$409.33,$518.03,$485.71,$514.59,$545.20,$653.90,$621.58,$650.46,$681.07,$789.77,,"$5,000",Included in Medical,"$10,000",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$60 Copay after deductible,$100 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$20 Copay after deductible,$80 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Coos,Catastrophic,BridgeSpan Health Company,63474OR0040004,BridgeSpan Exchange Catastrophic Plan Value PPO,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-855-857-9943,1-855-857-9943,1-800-735-2900,https://www.bridgespanhealth.com/web/bridgespan_individual_or/find-a-doctor,http://www.bridgespanhealth.com,http://www.bridgespanhealth.com/documents/10192/2189469/Catastrophic+Value+PPO+2015/771dbf42-e925-48eb-a980-410dad0b71f1?version=1.4,http://fm.formularynavigator.com/MemberPages/pdf/StateExchangeFormularyEssentialOR-ID-UT2015_3918_Full_631.pdf,,,X,,$148.39,$233.67,$244.89,$265.21,$298.64,$417.34,$634.19,$467.34,$530.42,$597.28,$834.68,$1268.38,$615.73,$678.81,$745.67,$983.07,$764.12,$827.20,$894.06,$1131.46,$912.51,$975.59,$1042.45,$1279.85,$382.06,$413.60,$447.03,$565.73,$530.45,$561.99,$595.42,$714.12,$678.84,$710.38,$743.81,$862.51,,"$6,600",Included in Medical,"$13,200",Included in Medical,"$6,600",Included in Medical,"$13,200",Included in Medical,$20 Copay before deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Coos,Silver,BridgeSpan Health Company,63474OR0050001,BridgeSpan Exchange Silver HSA Value PPO,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-855-857-9943,1-855-857-9943,1-800-735-2900,https://www.bridgespanhealth.com/web/bridgespan_individual_or/find-a-doctor,http://www.bridgespanhealth.com,http://www.bridgespanhealth.com/documents/10192/2189469/Silver+HSA+Value+PPO+2015/077cd8d2-a93c-4385-8b49-186c88a9cddc?version=1.4,http://fm.formularynavigator.com/MemberPages/pdf/StateExchangeFormularyEssentialOR-ID-UT2015_3918_Full_631.pdf,,,X,,$147.65,$232.51,$243.68,$263.90,$297.14,$415.27,$631.02,$465.02,$527.80,$594.28,$830.54,$1262.04,$612.67,$675.45,$741.93,$978.19,$760.32,$823.10,$889.58,$1125.84,$907.97,$970.75,$1037.23,$1273.49,$380.16,$411.55,$444.79,$562.92,$527.81,$559.20,$592.44,$710.57,$675.46,$706.85,$740.09,$858.22,,"$2,000",Included in Medical,"$4,000",Included in Medical,"$5,000",Included in Medical,"$10,000",Included in Medical,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,35% Coinsurance after deductible,50% Coinsurance after deductible,40% Coinsurance after deductible,,"$1,500",Included in Medical,"$3,000",Included in Medical,"$4,000",Included in Medical,"$8,000",Included in Medical,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,35% Coinsurance after deductible,50% Coinsurance after deductible,40% Coinsurance after deductible,,$500,Included in Medical,"$1,000",Included in Medical,"$1,200",Included in Medical,"$2,400",Included in Medical,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,20% Coinsurance after deductible,35% Coinsurance after deductible,50% Coinsurance after deductible,40% Coinsurance after deductible,,$200,Included in Medical,$400,Included in Medical,$500,Included in Medical,"$1,000",Included in Medical,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,20% Coinsurance after deductible,35% Coinsurance after deductible,50% Coinsurance after deductible,40% Coinsurance after deductible
OR,Coos,Bronze,BridgeSpan Health Company,63474OR0060001,BridgeSpan Exchange Bronze HSA 100 Value PPO,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-855-857-9943,1-855-857-9943,1-800-735-2900,https://www.bridgespanhealth.com/web/bridgespan_individual_or/find-a-doctor,http://www.bridgespanhealth.com,http://www.bridgespanhealth.com/documents/10192/2189469/Bronze+HSA+100+Value+PPO+2015/4187c068-b6ef-4eba-b66b-b71fd9cf1937?version=1.4,http://fm.formularynavigator.com/MemberPages/pdf/StateExchangeFormularyEssentialOR-ID-UT2015_3918_Full_631.pdf,,,X,,$120.91,$190.41,$199.55,$216.12,$243.35,$340.07,$516.77,$380.82,$432.24,$486.70,$680.14,$1033.54,$501.73,$553.15,$607.61,$801.05,$622.64,$674.06,$728.52,$921.96,$743.55,$794.97,$849.43,$1042.87,$311.32,$337.03,$364.26,$460.98,$432.23,$457.94,$485.17,$581.89,$553.14,$578.85,$606.08,$702.80,,"$6,300",Included in Medical,"$12,600",Included in Medical,"$6,300",Included in Medical,"$12,600",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Coos,Gold,LifeWise Health Plan of Oregon,85804OR0260001,LifeWise Essential Gold 500,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://www.lifewiseor.com/visitor/find-a-doctor/,https://www.lifewiseor.com/documents/008701.pdf,https://www.lifewiseor.com/documents/029192_2015.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,,$144.00,$227.00,$238.00,$257.00,$290.00,$405.00,$615.00,$454.00,$514.00,$580.00,$810.00,$1230.00,$598.00,$658.00,$724.00,$954.00,$742.00,$802.00,$868.00,$1098.00,$886.00,$946.00,$1012.00,$1242.00,$371.00,$401.00,$434.00,$549.00,$515.00,$545.00,$578.00,$693.00,$659.00,$689.00,$722.00,$837.00,,$500,Included in Medical,"$1,000",Included in Medical,"$4,500",Included in Medical,"$9,000",Included in Medical,$10,$30,$100 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10,$40,50%,20% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Coos,Silver,LifeWise Health Plan of Oregon,85804OR0260004,LifeWise Essential Silver 2000,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://www.lifewiseor.com/visitor/find-a-doctor/,https://www.lifewiseor.com/documents/008701.pdf,https://www.lifewiseor.com/documents/029193_2015.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,,$124.00,$195.00,$205.00,$222.00,$250.00,$349.00,$530.00,$390.00,$444.00,$500.00,$698.00,$1060.00,$514.00,$568.00,$624.00,$822.00,$638.00,$692.00,$748.00,$946.00,$762.00,$816.00,$872.00,$1070.00,$319.00,$346.00,$374.00,$473.00,$443.00,$470.00,$498.00,$597.00,$567.00,$594.00,$622.00,$721.00,,"$2,000",Included in Medical,"$4,000",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$15,$45,$265 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$15,$50,50% Coinsurance after deductible,20% Coinsurance after deductible,,"$2,000",Included in Medical,"$4,000",Included in Medical,"$4,650",Included in Medical,"$9,300",Included in Medical,$15,$45,$260 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$15,$50,50% Coinsurance after deductible,20% Coinsurance after deductible,,$500,Included in Medical,"$1,000",Included in Medical,"$1,500",Included in Medical,"$3,000",Included in Medical,$10,$40,$150 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10,$45,$90,20% Coinsurance after deductible,,$200,Included in Medical,$400,Included in Medical,$500,Included in Medical,"$1,000",Included in Medical,$10,$40,$50 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10,$30,$50,20% Coinsurance after deductible
OR,Coos,Gold,LifeWise Health Plan of Oregon,85804OR0260007,LifeWise Essential Gold 1000,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://www.lifewiseor.com/visitor/find-a-doctor/,https://www.lifewiseor.com/documents/008701.pdf,https://www.lifewiseor.com/documents/031146_2015.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,,$137.00,$215.00,$226.00,$244.00,$275.00,$385.00,$584.00,$430.00,$488.00,$550.00,$770.00,$1168.00,$567.00,$625.00,$687.00,$907.00,$704.00,$762.00,$824.00,$1044.00,$841.00,$899.00,$961.00,$1181.00,$352.00,$381.00,$412.00,$522.00,$489.00,$518.00,$549.00,$659.00,$626.00,$655.00,$686.00,$796.00,,"$1,000",Included in Medical,"$2,000",Included in Medical,"$4,500",Included in Medical,"$9,000",Included in Medical,$10,$40,$200 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10,$40,50%,20% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Coos,Bronze,LifeWise Health Plan of Oregon,85804OR0280002,LifeWise Oregon Standard Bronze Plan 5000,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://www.lifewiseor.com/visitor/find-a-doctor/,https://www.lifewiseor.com/documents/008701.pdf,https://www.lifewiseor.com/documents/029195_2015.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,,$91.00,$144.00,$150.00,$163.00,$183.00,$256.00,$389.00,$288.00,$326.00,$366.00,$512.00,$778.00,$379.00,$417.00,$457.00,$603.00,$470.00,$508.00,$548.00,$694.00,$561.00,$599.00,$639.00,$785.00,$235.00,$254.00,$274.00,$347.00,$326.00,$345.00,$365.00,$438.00,$417.00,$436.00,$456.00,$529.00,,"$5,000",Included in Medical,"$10,000",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$60 Copay after deductible,$100 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$20 Copay after deductible,$80 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Coos,Gold,LifeWise Health Plan of Oregon,85804OR0280003,LifeWise Oregon Standard Gold Plan 1300,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://www.lifewiseor.com/visitor/find-a-doctor/,https://www.lifewiseor.com/documents/008701.pdf,https://www.lifewiseor.com/documents/031344_2015.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,,$139.00,$219.00,$229.00,$248.00,$279.00,$390.00,$593.00,$438.00,$496.00,$558.00,$780.00,$1186.00,$577.00,$635.00,$697.00,$919.00,$716.00,$774.00,$836.00,$1058.00,$855.00,$913.00,$975.00,$1197.00,$358.00,$387.00,$418.00,$529.00,$497.00,$526.00,$557.00,$668.00,$636.00,$665.00,$696.00,$807.00,,"$1,300",$0,"$2,600",$0,"$6,350",Included in Medical,"$12,700",Included in Medical,$20,$40,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$30,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Coos,Bronze,LifeWise Health Plan of Oregon,85804OR0460001,LifeWise Exclusive Provider Bronze 6350,EPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://www.lifewiseor.com/visitor/find-a-doctor/,https://www.lifewiseor.com/documents/008701.pdf,https://www.lifewiseor.com/documents/031147_2015.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7425239228,,,,,$93.00,$146.00,$153.00,$165.00,$186.00,$260.00,$396.00,$292.00,$330.00,$372.00,$520.00,$792.00,$385.00,$423.00,$465.00,$613.00,$478.00,$516.00,$558.00,$706.00,$571.00,$609.00,$651.00,$799.00,$239.00,$258.00,$279.00,$353.00,$332.00,$351.00,$372.00,$446.00,$425.00,$444.00,$465.00,$539.00,,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$20,$50,$250,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Coos,Silver,LifeWise Health Plan of Oregon,85804OR0460002,LifeWise Exclusive Provider Silver 3000,EPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://www.lifewiseor.com/visitor/find-a-doctor/,https://www.lifewiseor.com/documents/008701.pdf,https://www.lifewiseor.com/documents/031148_2015.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,,$115.00,$182.00,$190.00,$206.00,$232.00,$324.00,$493.00,$364.00,$412.00,$464.00,$648.00,$986.00,$479.00,$527.00,$579.00,$763.00,$594.00,$642.00,$694.00,$878.00,$709.00,$757.00,$809.00,$993.00,$297.00,$321.00,$347.00,$439.00,$412.00,$436.00,$462.00,$554.00,$527.00,$551.00,$577.00,$669.00,,"$3,000",Included in Medical,"$6,000",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$15,$45,$250 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10,$50,50% Coinsurance after deductible,20% Coinsurance after deductible,,"$3,000",Included in Medical,"$6,000",Included in Medical,"$5,000",Included in Medical,"$10,000",Included in Medical,$15,$45,$250 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10,$50,50% Coinsurance after deductible,20% Coinsurance after deductible,,"$1,000",Included in Medical,"$2,000",Included in Medical,"$1,250",Included in Medical,"$2,500",Included in Medical,$10,$40,$150 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10,$45,$90,20% Coinsurance after deductible,,$300,Included in Medical,$600,Included in Medical,$600,Included in Medical,"$1,200",Included in Medical,$10,$40,$50 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10,$30,$50,20% Coinsurance after deductible
OR,Coos,Bronze,LifeWise Health Plan of Oregon,85804OR0470001,LifeWise Exclusive Provider Bronze 5250 HSA,EPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://www.lifewiseor.com/visitor/find-a-doctor/,https://www.lifewiseor.com/documents/008701.pdf,https://www.lifewiseor.com/documents/031149_2015.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7425239228,,,,,$89.00,$140.00,$147.00,$159.00,$179.00,$251.00,$381.00,$280.00,$318.00,$358.00,$502.00,$762.00,$369.00,$407.00,$447.00,$591.00,$458.00,$496.00,$536.00,$680.00,$547.00,$585.00,$625.00,$769.00,$229.00,$248.00,$268.00,$340.00,$318.00,$337.00,$357.00,$429.00,$407.00,$426.00,$446.00,$518.00,,"$5,250",Included in Medical,"$10,500",Included in Medical,"$5,250",Included in Medical,"$10,500",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Coos,Silver,LifeWise Health Plan of Oregon,85804OR0480001,LifeWise Oregon Standard Silver Plan Exclusive Provider 2500,EPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://www.lifewiseor.com/visitor/find-a-doctor/,https://www.lifewiseor.com/documents/008701.pdf,https://www.lifewiseor.com/documents/031150_2015.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,,$113.00,$178.00,$186.00,$202.00,$227.00,$318.00,$483.00,$356.00,$404.00,$454.00,$636.00,$966.00,$469.00,$517.00,$567.00,$749.00,$582.00,$630.00,$680.00,$862.00,$695.00,$743.00,$793.00,$975.00,$291.00,$315.00,$340.00,$431.00,$404.00,$428.00,$453.00,$544.00,$517.00,$541.00,$566.00,$657.00,,"$2,500",$0,"$5,000",$0,"$6,350",Included in Medical,"$12,700",Included in Medical,$35,$70,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,"$2,500",$0,"$5,000",$0,"$4,250",Included in Medical,"$8,500",Included in Medical,$35,$70,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,$750,$0,"$1,500",$0,"$1,500",Included in Medical,"$3,000",Included in Medical,$15,$30,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$25,50%,50%,,$100,$0,$200,$0,$750,Included in Medical,"$1,500",Included in Medical,$10,$20,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$5,$10,25%,25%
OR,Coos,Bronze,Health Republic,96383OR0010001,Health Republic Oregon Standard Bronze Plan,EPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-888-990-6635,,,http://www.healthrepublicinsurance.org/our-providers,http://www.healthrepublicinsurance.org/our-plans/oregon-standard,https://www.healthrepublicinsurance.org/wp-content/uploads/2014/08/96383OR0010001-01-Health-Republic-Oregon-Standard-Bronze-On-Exchange.pdf,http://www.healthrepublicinsurance.org,,,,,$101.26,$159.48,$167.12,$180.99,$203.80,$284.81,$432.80,$318.96,$361.98,$407.60,$569.62,$865.60,$420.22,$463.24,$508.86,$670.88,$521.48,$564.50,$610.12,$772.14,$622.74,$665.76,$711.38,$873.40,$260.74,$282.25,$305.06,$386.07,$362.00,$383.51,$406.32,$487.33,$463.26,$484.77,$507.58,$588.59,,"$5,000",Included in Medical,"$10,000",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$60 Copay after deductible,$100 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$20 Copay after deductible,$80 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Coos,Gold,Health Republic,96383OR0120002,HSA Gold Plan,EPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-888-990-6635,,,http://www.healthrepublicinsurance.org/our-providers,http://www.healthrepublicinsurance.org/our-plans/HSA,https://www.healthrepublicinsurance.org/wp-content/uploads/2014/08/96383OR0120002-01-HSA-Gold-On-Exchange.pdf,http://www.healthrepublicinsurance.org,,,,,$158.17,$249.10,$261.04,$282.71,$318.33,$444.87,$676.03,$498.20,$565.42,$636.66,$889.74,$1352.06,$656.37,$723.59,$794.83,$1047.91,$814.54,$881.76,$953.00,$1206.08,$972.71,$1039.93,$1111.17,$1364.25,$407.27,$440.88,$476.50,$603.04,$565.44,$599.05,$634.67,$761.21,$723.61,$757.22,$792.84,$919.38,,"$1,300",Included in Medical,"$2,600",Included in Medical,"$2,250",Included in Medical,"$4,500",Included in Medical,$25 Copay after deductible,$50 Copay after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,No Charge after Deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
