State,County,Metal Level,Issuer Name,Plan ID - Standard Component,Plan Marketing Name,Plan Type,Rating Area,Child Only Offering,Source,Customer Service Phone Number Local,Customer Service Phone Number Toll Free,Customer Service Phone Number TTY,Network URL,Plan Brochure URL,Summary of Benefits URL,Drug Formulary URL,Adult Dental,Child Dental,Premium Scenarios,Premium Child,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30,Premium Adult Individual Age 40,Premium Adult Individual Age 50,Premium Adult Individual Age 60,Premium Couple 21  ,Premium Couple 30,Premium Couple 40,Premium Couple 50,Premium Couple 60,"Couple+1 child, Age 21","Couple+1 child, Age 30","Couple+1 child, Age 40","Couple+1 child, Age 50","Couple+2 children, Age 21","Couple+2 children, Age 30","Couple+2 children, Age 40","Couple+2 children, Age 50","Couple+3 or more Children, Age 21","Couple+3 or more Children, Age 30","Couple+3 or more Children, Age 40","Couple+3 or more Children, Age 50","Individual+1 child, Age 21","Individual+1 child, Age 30","Individual+1 child, Age 40","Individual+1 child, Age 50","Individual+2 children, Age 21","Individual+2 children, Age 30","Individual+2 children, Age 40","Individual+2 children, Age 50","Individual+3 or more children, Age 21","Individual+3 or more children, Age 30","Individual+3 or more children, Age 40","Individual+3 or more children, Age 50",Standard Plan Cost Sharing,Medical Deductible - individual - standard,Drug Deductible - individual - standard,Medical Deductible -family - standard,Drug Deductible - family - standard,Medical Maximum Out Of Pocket - individual - standard,Drug Maximum Out of Pocket - individual - standard,Medical Maximum Out of Pocket - family - standard,Drug Maximum Out of Pocket - Family  - standard,Primary Care Physician  - standard,Specialist  - standard,Emergency Room  - standard,Inpatient Facility  - standard,Inpatient Physician - standard,Generic Drugs - standard,Preferred Brand Drugs - standard,Non-preferred Brand Drugs - standard,Specialty Drugs - standard,73 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - individual - 73 percent,Drug Deductible - individual - 73 percent,Medical Deductible - family - 73 percent,Drug Deductible - family - 73 percent,Medical Maximum Out Of Pocket - individual - 73 percent,Drug Maximum Out of Pocket - individual - 73 percent,Medical Maximum Out of Pocket - family - 73 percent,Drug Maximum Out of Pocket - Family - 73 percent,Primary Care Physician - 73 percent,Specialist - 73 percent,Emergency Room - 73 percent,Inpatient Facility - 73 percent,Inpatient Physician - 73 percent,Generic Drugs - 73 percent,Preferred Brand Drugs - 73 percent,Non-preferred Brand Drugs - 73 percent,Specialty Drugs - 73 percent,87 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - individual - 87 percent,Drug Deductible - individual - 87 percent,Medical Deductible - family - 87 percent,Drug Deductible - family - 87 percent,Medical Maximum Out Of Pocket - individual - 87 percent,Drug Maximum Out of Pocket - individual - 87 percent,Medical Maximum Out of Pocket - family - 87 percent,Drug Maximum Out of Pocket - Family - 87 percent,Primary Care Physician - 87 percent,Specialist - 87 percent,Emergency Room - 87 percent,Inpatient Facility - 87 percent,Inpatient Physician - 87 percent,Generic Drugs - 87 percent,Preferred Brand Drugs - 87 percent,Non-preferred Brand Drugs - 87 percent,Specialty Drugs - 87 percent,94 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - individual - 94 percent,Drug Deductible - individual - 94 percent,Medical Deductible - family - 94 percent,Drug Deductible - family - 94 percent,Medical Maximum Out Of Pocket -individual - 94 percent,Drug Maximum Out of Pocket - individual - 94 percent,Medical Maximum Out of Pocket - family - 94 percent,Drug Maximum Out of Pocket - Family  - 94 percent,Primary Care Physician - 94 percent,Specialist - 94 percent,Emergency Room - 94 percent,Inpatient Facility  - 94 percent,Inpatient Physician  - 94 percent,Generic Drugs - 94 percent,Preferred Brand Drugs - 94 percent,Non-preferred Brand Drugs - 94 percent,Specialty Drugs - 94 percent
ID,BOISE,Silver,SelectHealth,26002ID0010015,SelectHealth HealthSave Silver 2000 (HSA Qualified),POS,Rating Area 5,Allows Adult and Child-Only,SERFF,1-801-442-5038,1-800-538-5038,,http://intermountainhealthcare.org/providers/results.html?brand=shi&brandButton=shi&selectHealthPlan=&lastName=&specialty=&state=ID&city=&zipCode=&county=&firstName=&clinicAffiliation=&_showOnlyStLukeProviders=on&x=80&y=13,http://reform.selecthealth.org/product-detail/?id=26002ID0010015-00,http://selecthealth.org/sbc,http://selecthealth.org/i/Pages/Prescription-Drug-Lists.aspx,,,,$114.99,$181.08,$189.77,$205.53,$231.42,$323.41,$491.45,$362.16,$411.06,$462.84,$646.82,$982.90,$477.15,$526.04,$577.82,$761.81,$592.14,$641.04,$692.81,$876.80,$707.13,$756.03,$807.81,$991.79,$296.07,$320.52,$346.40,$438.40,$411.06,$435.51,$461.40,$553.39,$526.04,$550.50,$576.39,$668.38,,"$2,000",Included in Medical,"$4,000",Included in Medical,"$5,000",Included in Medical,"$10,000",Included in Medical,$25 Copay after deductible,$40 Copay after deductible,$250 Copay after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10 Copay after deductible,25% Coinsurance after deductible,50% Coinsurance after deductible,20% Coinsurance after deductible,,"$1,200",Included in Medical,"$2,400",Included in Medical,"$5,000",Included in Medical,"$10,000",Included in Medical,$25 Copay after deductible,$40 Copay after deductible,$250 Copay after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10 Copay after deductible,25% Coinsurance after deductible,50% Coinsurance after deductible,20% Coinsurance after deductible,,$350,Included in Medical,$875,Included in Medical,"$2,250",Included in Medical,"$4,500",Included in Medical,$15 Copay after deductible,$25 Copay after deductible,$250 Copay after deductible,15% Coinsurance after deductible,15% Coinsurance after deductible,$10 Copay after deductible,15% Coinsurance after deductible,25% Coinsurance after deductible,20% Coinsurance after deductible,,$100,Included in Medical,$250,Included in Medical,"$1,000",Included in Medical,"$2,000",Included in Medical,$10 Copay after deductible,$15 Copay after deductible,$50 Copay after deductible,5% Coinsurance after deductible,5% Coinsurance after deductible,$5 Copay after deductible,5% Coinsurance after deductible,15% Coinsurance after deductible,5% Coinsurance after deductible
ID,BOISE,Silver,SelectHealth,26002ID0010017,SelectHealth HealthSave Silver 3500 (HSA Qualified and no coinsurance after deductible),POS,Rating Area 5,Allows Adult and Child-Only,SERFF,1-801-442-5038,1-800-538-5038,,http://intermountainhealthcare.org/providers/results.html?brand=shi&brandButton=shi&selectHealthPlan=&lastName=&specialty=&state=ID&city=&zipCode=&county=&firstName=&clinicAffiliation=&_showOnlyStLukeProviders=on&x=80&y=13,http://reform.selecthealth.org/product-detail/?id=26002ID0010017-00,http://selecthealth.org/sbc,http://selecthealth.org/i/Pages/Prescription-Drug-Lists.aspx,,,,$115.32,$181.60,$190.32,$206.12,$232.08,$324.33,$492.86,$363.20,$412.24,$464.16,$648.67,$985.72,$478.52,$527.55,$579.48,$764.00,$593.83,$642.88,$694.80,$879.31,$709.16,$758.20,$810.12,$994.63,$296.91,$321.44,$347.40,$439.65,$412.24,$436.76,$462.72,$554.98,$527.55,$552.07,$578.04,$670.30,,"$3,500",Included in Medical,"$7,000",Included in Medical,"$3,500",Included in Medical,"$7,000",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,"$2,750",Included in Medical,"$5,500",Included in Medical,"$2,750",Included in Medical,"$5,500",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,"$1,000",Included in Medical,"$2,000",Included in Medical,"$1,000",Included in Medical,"$2,000",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,$500,Included in Medical,"$1,000",Included in Medical,$500,Included in Medical,"$1,000",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible
ID,BOISE,Bronze,SelectHealth,26002ID0010018,SelectHealth HealthSave Bronze 5500 (HSA Qualified and no coinsurance after deductible),POS,Rating Area 5,Allows Adult and Child-Only,SERFF,1-801-442-5038,1-800-538-5038,,http://intermountainhealthcare.org/providers/results.html?brand=shi&brandButton=shi&selectHealthPlan=&lastName=&specialty=&state=ID&city=&zipCode=&county=&firstName=&clinicAffiliation=&_showOnlyStLukeProviders=on&x=80&y=13,http://reform.selecthealth.org/product-detail/?id=26002ID0010018-00,http://selecthealth.org/sbc,http://selecthealth.org/i/Pages/Prescription-Drug-Lists.aspx,,,,$102.25,$161.02,$168.75,$182.76,$205.78,$287.58,$437.01,$322.04,$365.52,$411.56,$575.16,$874.02,$424.29,$467.77,$513.80,$677.41,$526.54,$570.02,$616.05,$779.66,$628.79,$672.27,$718.31,$881.91,$263.27,$285.01,$308.02,$389.83,$365.52,$387.26,$410.28,$492.08,$467.77,$489.51,$512.53,$594.32,,"$5,500",Included in Medical,"$11,000",Included in Medical,"$5,500",Included in Medical,"$11,000",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,BOISE,Catastrophic,SelectHealth,26002ID0010019,SelectHealth Millennial 6350 (Catastrophic Plan),HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-801-442-5038,1-800-538-5038,,http://intermountainhealthcare.org/providers/results.html?brand=shi&brandButton=shi&selectHealthPlan=&lastName=&specialty=&state=ID&city=&zipCode=&county=&firstName=&clinicAffiliation=&_showOnlyStLukeProviders=on&x=80&y=13,,http://selecthealth.org/sbc,http://selecthealth.org/i/Pages/Prescription-Drug-Lists.aspx,,,,$92.62,$145.86,$152.86,$165.55,$186.41,$260.51,$395.86,$291.72,$331.10,$372.82,$521.02,$791.72,$384.34,$423.72,$465.44,$613.64,$476.96,$516.34,$558.05,$706.26,$569.58,$608.96,$650.68,$798.88,$238.48,$258.17,$279.02,$353.13,$331.10,$350.79,$371.65,$445.75,$423.72,$443.41,$464.27,$538.37,,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$25 Copay before deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,BOISE,Gold,BridgeSpan Health Company,59765ID0010001,BridgeSpan Exchange Gold,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-855-857-9961,1-855-857-9961,1-800-735-2900,http://www.bridgespanhealth.com,http://www.bridgespanhealth.com,http://www.bridgespanhealth.com,http://www.bridgespanhealth.com,,X,,$164.09,$258.41,$270.81,$293.29,$330.25,$461.52,$701.32,$516.82,$586.58,$660.50,$923.04,$1402.64,$680.91,$750.67,$824.59,$1087.12,$845.00,$914.76,$988.68,$1251.22,$1009.09,$1078.84,$1152.77,$1415.31,$422.50,$457.38,$494.34,$625.61,$586.59,$621.47,$658.43,$789.70,$750.68,$785.56,$822.52,$953.79,,"$1,000",Included in Medical,"$2,000",Included in Medical,"$3,600",Included in Medical,"$7,200",Included in Medical,20%,20% Coinsurance after deductible,$200 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10 Copay before deductible,30% Coinsurance after deductible,50% Coinsurance after deductible,40% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,BOISE,Silver,BridgeSpan Health Company,59765ID0020001,BridgeSpan Exchange Silver,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-855-857-9961,1-855-857-9961,1-800-735-2900,http://www.bridgespanhealth.com,http://www.bridgespanhealth.com,http://www.bridgespanhealth.com,http://www.bridgespanhealth.com,,X,,$143.26,$225.61,$236.44,$256.06,$288.33,$402.93,$612.29,$451.22,$512.12,$576.66,$805.86,$1224.59,$594.48,$655.38,$719.92,$949.12,$737.74,$798.64,$863.18,$1092.38,$881.00,$941.90,$1006.43,$1235.63,$368.87,$399.32,$431.59,$546.19,$512.13,$542.57,$574.84,$689.45,$655.39,$685.83,$718.10,$832.71,,"$3,000",Included in Medical,"$6,000",Included in Medical,"$4,900",Included in Medical,"$9,800",Included in Medical,20%,20% Coinsurance after deductible,$200 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10 Copay before deductible,30% Coinsurance after deductible,50% Coinsurance after deductible,40% Coinsurance after deductible,,"$2,500",Included in Medical,"$5,000",Included in Medical,"$3,500",Included in Medical,"$7,000",Included in Medical,20%,20% Coinsurance after deductible,$200 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10 Copay before deductible,30% Coinsurance after deductible,50% Coinsurance after deductible,40% Coinsurance after deductible,,$500,Included in Medical,"$1,000",Included in Medical,"$1,500",Included in Medical,"$3,000",Included in Medical,20%,20% Coinsurance after deductible,$200 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10 Copay before deductible,30% Coinsurance after deductible,50% Coinsurance after deductible,40% Coinsurance after deductible,,$200,Included in Medical,$400,Included in Medical,$500,Included in Medical,"$1,000",Included in Medical,10%,10% Coinsurance after deductible,$200 Copay before deductible and 10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$10 Copay before deductible,30% Coinsurance after deductible,50% Coinsurance after deductible,40% Coinsurance after deductible
ID,BOISE,Bronze,BridgeSpan Health Company,59765ID0030001,BridgeSpan Exchange Bronze HSA,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-855-857-9961,1-855-857-9961,1-800-735-2900,http://www.bridgespanhealth.com,http://www.bridgespanhealth.com,http://www.bridgespanhealth.com,http://www.bridgespanhealth.com,,X,,$113.39,$178.57,$187.14,$202.67,$228.21,$318.92,$484.63,$357.14,$405.34,$456.42,$637.84,$969.26,$470.53,$518.73,$569.81,$751.23,$583.91,$632.12,$683.20,$864.62,$697.31,$745.51,$796.59,$978.01,$291.95,$316.06,$341.60,$432.31,$405.35,$429.45,$454.99,$545.70,$518.74,$542.84,$568.38,$659.09,,"$5,000",Included in Medical,"$10,000",Included in Medical,"$6,250",Included in Medical,"$12,500",Included in Medical,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,25% Coinsurance after deductible,35% Coinsurance after deductible,50% Coinsurance after deductible,40% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,BOISE,Catastrophic,BridgeSpan Health Company,59765ID0040001,BridgeSpan Exchange Catastrophic,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-855-857-9961,1-855-857-9961,1-800-735-2900,http://www.bridgespanhealth.com,http://www.bridgespanhealth.com,http://www.bridgespanhealth.com,http://www.bridgespanhealth.com,,X,,$127.27,$200.43,$210.05,$227.49,$256.14,$357.97,$543.96,$400.86,$454.98,$512.29,$715.94,$1087.92,$528.13,$582.25,$639.56,$843.21,$655.40,$709.52,$766.83,$970.48,$782.67,$836.79,$894.10,$1097.75,$327.70,$354.76,$383.41,$485.24,$454.97,$482.03,$510.68,$612.51,$582.24,$609.29,$637.96,$739.78,,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$20 Copay before deductible,$20 Copay before deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,BOISE,Catastrophic,PacificSource Health Plans,60597ID0150001,SmartAlliance Catastrophic,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-208-342-3709,1-888-492-2875,1-800-735-2900,http://providerdirectory.pacificsource.com,http://www.pacificsource.com/idaho-individual-plan-details/,http://www.pacificsource.com/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=4294967622&libID=4294967622,http://www.pacificsource.com,,,,$95.00,$149.00,$156.00,$169.00,$191.00,$267.00,$405.00,$298.00,$338.00,$382.00,$534.00,$810.00,$393.00,$433.00,$477.00,$629.00,$488.00,$528.00,$572.00,$724.00,$583.00,$623.00,$667.00,$819.00,$244.00,$264.00,$286.00,$362.00,$339.00,$359.00,$381.00,$457.00,$434.00,$454.00,$476.00,$552.00,,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,BOISE,Catastrophic,PacificSource Health Plans,60597ID0150002,BrightIdea Catastrophic,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-208-342-3709,1-888-492-2875,1-800-735-2900,http://providerdirectory.pacificsource.com,http://www.pacificsource.com/idaho-individual-plan-details/,http://www.pacificsource.com/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=4294967616&libID=4294967616,http://www.pacificsource.com,,,,$111.00,$175.00,$183.00,$198.00,$223.00,$312.00,$474.00,$350.00,$396.00,$446.00,$624.00,$948.00,$461.00,$507.00,$557.00,$735.00,$572.00,$618.00,$668.00,$846.00,$683.00,$729.00,$779.00,$957.00,$286.00,$309.00,$334.00,$423.00,$397.00,$420.00,$445.00,$534.00,$508.00,$531.00,$556.00,$645.00,,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,BOISE,Bronze,PacificSource Health Plans,60597ID0160001,SmartAlliance Value Bronze 6250,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-208-342-3709,1-888-492-2875,1-800-735-2900,http://providerdirectory.pacificsource.com,http://www.pacificsource.com/idaho-individual-plan-details/,http://www.pacificsource.com/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=4294967624&libID=4294967624,http://www.pacificsource.com/drug-list/,,,,$101.00,$160.00,$167.00,$181.00,$204.00,$285.00,$434.00,$320.00,$362.00,$408.00,$570.00,$868.00,$421.00,$463.00,$509.00,$671.00,$522.00,$564.00,$610.00,$772.00,$623.00,$665.00,$711.00,$873.00,$261.00,$282.00,$305.00,$386.00,$362.00,$383.00,$406.00,$487.00,$463.00,$484.00,$507.00,$588.00,,"$6,250",Included in Medical,"$12,500",Included in Medical,"$6,250",Included in Medical,"$12,500",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,BOISE,Bronze,PacificSource Health Plans,60597ID0160002,SmartAlliance Value Bronze 3000,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-208-342-3709,1-888-492-2875,1-800-735-2900,http://providerdirectory.pacificsource.com,http://www.pacificsource.com/idaho-individual-plan-details/,http://www.pacificsource.com/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=4294967623&libID=4294967623,http://www.pacificsource.com/drug-list/,,,,$108.00,$169.00,$178.00,$192.00,$217.00,$303.00,$460.00,$338.00,$384.00,$434.00,$606.00,$920.00,$446.00,$492.00,$542.00,$714.00,$554.00,$600.00,$650.00,$822.00,$662.00,$708.00,$758.00,$930.00,$277.00,$300.00,$325.00,$411.00,$385.00,$408.00,$433.00,$519.00,$493.00,$516.00,$541.00,$627.00,,"$3,000",Included in Medical,"$6,000",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,BOISE,Bronze,Blue Cross of Idaho,61589ID1600001,Bronze Choice,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-208-331-7347,1-800-627-1188,,http://www.bcidaho.com/PPO,http://www.bcidaho.com/Blue-Cross-Of-Idaho-Individual-Products.pdf,http://www.bcidaho.com/sbc/,http://www.bcidaho.com/bci_v2/pharmacy_info/General_Formulary.aspx?id,,,,$97.08,$152.88,$160.22,$173.53,$195.39,$273.05,$414.93,$305.77,$347.06,$390.78,$546.10,$829.86,$402.85,$444.14,$487.85,$643.18,$499.93,$541.22,$584.93,$740.26,$597.02,$638.29,$682.02,$837.34,$249.96,$270.61,$292.46,$370.13,$347.04,$367.69,$389.54,$467.21,$444.13,$464.77,$486.63,$564.29,,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$30 Copay before deductible,$30 Copay before deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,BOISE,Silver,PacificSource Health Plans,60597ID0160003,SmartAlliance Value Silver 3600,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-208-342-3709,1-888-492-2875,1-800-735-2900,http://providerdirectory.pacificsource.com,http://www.pacificsource.com/idaho-individual-plan-details/,http://www.pacificsource.com/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=4294967626&libID=4294967626,http://www.pacificsource.com/drug-list/,,,,$127.00,$200.00,$209.00,$227.00,$255.00,$357.00,$542.00,$400.00,$454.00,$510.00,$714.00,$1084.00,$527.00,$581.00,$637.00,$841.00,$654.00,$708.00,$764.00,$968.00,$781.00,$835.00,$891.00,$1095.00,$327.00,$354.00,$382.00,$484.00,$454.00,$481.00,$509.00,$611.00,$581.00,$608.00,$636.00,$738.00,,"$3,600",Included in Medical,"$7,200",Included in Medical,"$3,600",Included in Medical,"$7,200",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,"$2,700",Included in Medical,"$5,400",Included in Medical,"$2,700",Included in Medical,"$5,400",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,"$1,000",Included in Medical,"$2,000",Included in Medical,"$1,000",Included in Medical,"$2,000",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,$500,Included in Medical,"$1,000",Included in Medical,$500,Included in Medical,"$1,000",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible
ID,BOISE,Bronze,PacificSource Health Plans,60597ID0160005,BrightIdea Value Bronze 6250,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-208-342-3709,1-888-492-2875,1-800-735-2900,http://providerdirectory.pacificsource.com,http://www.pacificsource.com/idaho-individual-plan-details/,http://www.pacificsource.com/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=4294967612&libID=4294967612,http://www.pacificsource.com/drug-list/,,,,$119.00,$187.00,$196.00,$212.00,$239.00,$334.00,$507.00,$374.00,$424.00,$478.00,$668.00,$1014.00,$493.00,$543.00,$597.00,$787.00,$612.00,$662.00,$716.00,$906.00,$731.00,$781.00,$835.00,$1025.00,$306.00,$331.00,$358.00,$453.00,$425.00,$450.00,$477.00,$572.00,$544.00,$569.00,$596.00,$691.00,,"$6,250",Included in Medical,"$12,500",Included in Medical,"$6,250",Included in Medical,"$12,500",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,BOISE,Bronze,PacificSource Health Plans,60597ID0160006,BrightIdea Value Bronze 3000,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-208-342-3709,1-888-492-2875,1-800-735-2900,http://providerdirectory.pacificsource.com,http://www.pacificsource.com/idaho-individual-plan-details/,http://www.pacificsource.com/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=4294967611&libID=4294967611,http://www.pacificsource.com/drug-list/,,,,$125.00,$197.00,$207.00,$224.00,$252.00,$353.00,$536.00,$394.00,$448.00,$504.00,$706.00,$1072.00,$519.00,$573.00,$629.00,$831.00,$644.00,$698.00,$754.00,$956.00,$769.00,$823.00,$879.00,$1081.00,$322.00,$349.00,$377.00,$478.00,$447.00,$474.00,$502.00,$603.00,$572.00,$599.00,$627.00,$728.00,,"$3,000",Included in Medical,"$6,000",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
